,02_1,02_2,03_1,05_1,05_2,08_1,08_2,09_1,11_1,11_2
7531,6.0,10.0,5.0,12.0,6.0,3.0,17.0,1.0,26.0,9.0
7532,12.0,8.0,3.0,18.0,1.0,5.0,10.0,3.0,16.0,7.0
7533,9.0,11.0,4.0,6.0,0.0,2.0,10.0,1.0,10.0,4.0
7534,12.0,13.0,2.0,10.0,2.0,4.0,8.0,2.0,18.0,3.0
7535,5.0,7.0,5.0,13.0,2.0,3.0,6.0,3.0,8.0,4.0
7536,7.0,4.0,5.0,5.0,1.0,2.0,12.0,2.0,6.0,2.0
7537,2.0,8.0,2.0,7.0,1.0,0.0,2.0,1.0,6.0,3.0
7538,1.0,4.0,0.0,4.0,0.0,1.0,8.0,0.0,6.0,3.0
7539,3.0,5.0,2.0,6.0,1.0,4.0,7.0,1.0,2.0,1.0
7540,1.0,5.0,1.0,4.0,1.0,1.0,4.0,0.0,5.0,2.0
7541,1.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,4.0,2.0
7542,3.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,6.0,0.0
7543,2.0,4.0,0.0,5.0,1.0,1.0,13.0,1.0,5.0,3.0
7544,4.0,3.0,0.0,3.0,1.0,1.0,8.0,0.0,5.0,0.0
7545,1.0,1.0,0.0,4.0,0.0,3.0,8.0,0.0,8.0,1.0
7546,0.0,3.0,0.0,8.0,0.0,1.0,5.0,1.0,3.0,0.0
7547,0.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0
7548,0.0,4.0,0.0,8.0,2.0,0.0,2.0,0.0,2.0,2.0
7549,5.0,5.0,1.0,7.0,2.0,2.0,5.0,1.0,3.0,1.0
7550,4.0,4.0,1.0,18.0,3.0,1.0,7.0,1.0,3.0,0.0
7551,8.0,6.0,2.0,18.0,8.0,3.0,3.0,0.0,1.0,0.0
7552,4.0,6.0,3.0,13.0,9.0,2.0,4.0,2.0,4.0,1.0
7553,11.0,4.0,2.0,26.0,10.0,2.0,8.0,2.0,20.0,3.0
7554,9.0,11.0,3.0,40.0,22.0,1.0,10.0,1.0,17.0,4.0
7555,11.0,9.0,3.0,50.0,38.0,6.0,9.0,2.0,28.0,8.0
7556,14.0,17.0,10.0,72.0,61.0,4.0,16.0,9.0,38.0,11.0
7557,23.0,27.0,9.0,92.0,91.0,10.0,23.0,10.0,49.0,30.0
7558,22.0,24.0,14.0,102.0,110.0,10.0,25.0,9.0,53.0,42.0
7559,31.0,36.0,13.0,145.0,166.0,15.0,33.0,10.0,72.0,40.0
7560,34.0,28.0,17.0,126.0,156.0,16.0,31.0,15.0,77.0,37.0
7561,34.0,41.0,16.0,164.0,183.0,30.0,39.0,25.0,75.0,47.0
7562,50.0,39.0,16.0,153.0,166.0,31.0,42.0,28.0,70.0,42.0
7563,53.0,44.0,13.0,159.0,178.0,33.0,53.0,37.0,99.0,65.0
7564,44.0,47.0,25.0,128.0,144.0,32.0,55.0,40.0,77.0,57.0
7565,48.0,46.0,29.0,148.0,181.0,37.0,54.0,45.0,82.0,76.0
7566,68.0,74.0,30.0,113.0,138.0,32.0,57.0,39.0,76.0,75.0
7567,45.0,52.0,20.0,136.0,153.0,37.0,55.0,33.0,82.0,58.0
7568,50.0,53.0,18.0,114.0,131.0,32.0,58.0,22.0,82.0,59.0
7569,50.0,57.0,22.0,124.0,132.0,31.0,67.0,28.0,75.0,80.0
7570,55.0,66.0,21.0,122.0,106.0,40.0,74.0,16.0,97.0,68.0
7571,44.0,38.0,25.0,116.0,116.0,37.0,59.0,32.0,91.0,59.0
7572,46.0,55.0,16.0,130.0,124.0,43.0,65.0,19.0,98.0,64.0
7573,54.0,60.0,30.0,113.0,120.0,39.0,73.0,24.0,107.0,90.0
7574,56.0,67.0,30.0,126.0,127.0,29.0,52.0,17.0,95.0,71.0
7575,61.0,56.0,29.0,122.0,96.0,49.0,67.0,25.0,96.0,71.0
7576,38.0,72.0,29.0,113.0,93.0,39.0,66.0,23.0,107.0,93.0
7577,56.0,56.0,30.0,119.0,114.0,44.0,63.0,43.0,111.0,75.0
7578,52.0,60.0,19.0,111.0,90.0,29.0,59.0,24.0,111.0,95.0
7579,63.0,71.0,31.0,113.0,87.0,49.0,69.0,27.0,122.0,95.0
7580,56.0,61.0,40.0,124.0,104.0,43.0,50.0,37.0,126.0,110.0
7581,46.0,60.0,34.0,125.0,92.0,43.0,58.0,35.0,117.0,92.0
7582,71.0,82.0,42.0,122.0,108.0,55.0,71.0,30.0,118.0,105.0
7583,51.0,61.0,27.0,132.0,114.0,45.0,64.0,53.0,110.0,100.0
7584,61.0,64.0,37.0,129.0,123.0,43.0,69.0,29.0,109.0,95.0
7585,63.0,73.0,27.0,107.0,82.0,40.0,71.0,36.0,122.0,92.0
7586,52.0,68.0,28.0,119.0,103.0,41.0,75.0,36.0,123.0,105.0
7587,72.0,69.0,39.0,121.0,116.0,36.0,62.0,37.0,96.0,88.0
7588,64.0,71.0,38.0,120.0,132.0,45.0,78.0,47.0,126.0,129.0
7589,51.0,61.0,29.0,109.0,94.0,43.0,68.0,41.0,108.0,93.0
7590,55.0,66.0,38.0,126.0,121.0,42.0,61.0,40.0,122.0,133.0
7591,68.0,72.0,36.0,108.0,86.0,48.0,59.0,52.0,106.0,114.0
7592,55.0,57.0,29.0,122.0,117.0,42.0,61.0,36.0,118.0,122.0
7593,54.0,66.0,30.0,134.0,107.0,46.0,76.0,45.0,116.0,111.0
7594,63.0,67.0,34.0,101.0,90.0,45.0,65.0,41.0,103.0,117.0
7595,53.0,58.0,30.0,126.0,124.0,46.0,65.0,39.0,144.0,163.0
7596,60.0,81.0,44.0,121.0,111.0,29.0,59.0,40.0,117.0,133.0
7597,58.0,47.0,36.0,128.0,104.0,52.0,65.0,34.0,156.0,161.0
7598,59.0,68.0,36.0,96.0,101.0,44.0,57.0,33.0,113.0,138.0
7599,63.0,65.0,37.0,129.0,108.0,51.0,79.0,31.0,156.0,184.0
7600,67.0,69.0,45.0,118.0,103.0,56.0,84.0,37.0,160.0,208.0
7601,56.0,61.0,31.5,117.0,110.5,45.0,59.0,32.0,163.0,195.5
7602,51.0,57.0,33.0,111.0,101.0,43.0,59.5,28.0,162.0,193.0
7603,53.0,56.0,31.0,107.0,92.5,44.0,60.0,29.0,156.0,186.0
7604,51.0,55.0,29.0,101.0,81.0,36.0,52.0,24.0,150.0,173.0
7605,46.0,48.0,25.0,92.0,69.5,31.5,46.5,21.0,134.0,151.5
7606,43.0,44.0,23.5,85.0,61.0,29.0,42.0,18.0,126.5,136.5
7607,43.0,42.0,22.0,85.0,62.0,29.0,41.0,18.0,117.0,113.5
7608,42.0,42.0,21.5,85.5,62.0,28.0,41.0,16.0,109.5,106.5
7609,36.0,51.0,23.0,86.0,56.0,34.0,43.0,18.0,104.0,71.0
7610,54.0,45.0,19.0,75.0,38.0,35.0,47.0,17.0,101.0,77.0
7611,31.0,45.0,20.0,63.0,46.0,40.0,38.0,13.0,78.0,62.0
7612,41.0,54.0,14.0,62.0,41.0,23.0,53.0,13.0,62.0,49.0
7613,36.0,38.0,21.0,61.0,38.0,29.0,33.0,11.0,59.0,33.0
7614,38.0,30.0,21.0,59.0,48.0,32.0,42.0,21.0,69.0,44.0
7615,29.0,40.0,19.0,61.0,36.0,35.0,40.0,18.0,60.0,49.0
7616,32.0,32.0,17.0,52.0,25.0,29.0,39.0,6.0,49.0,30.0
7617,30.0,39.0,10.0,54.0,34.0,37.0,38.0,7.0,49.0,34.0
7618,29.0,35.0,18.0,97.0,88.0,33.0,29.0,13.0,55.0,32.0
7619,26.0,42.0,10.0,76.0,43.0,22.0,47.0,12.0,58.0,33.0
7620,25.0,35.0,10.0,64.0,28.0,25.0,43.0,14.0,49.0,31.0
7621,34.0,23.0,9.0,49.0,22.0,29.0,41.0,11.0,48.0,23.0
7622,24.0,35.0,13.0,54.0,16.0,23.0,26.0,9.0,49.0,17.0
7623,20.0,44.0,11.0,51.0,27.0,20.0,36.0,5.0,47.0,17.0
7624,25.0,30.0,8.0,34.0,14.0,18.0,33.0,7.0,50.0,18.0
7625,3.0,22.0,5.0,32.0,5.0,14.0,23.0,5.0,43.0,12.0
7626,25.0,21.0,10.0,29.0,7.0,8.0,27.0,4.0,40.0,14.0
7627,16.0,13.0,14.0,26.0,5.0,11.0,16.0,5.0,28.0,8.0
7628,24.0,17.0,6.0,25.0,3.0,13.0,21.0,1.0,24.0,8.0
7629,18.0,20.0,5.0,13.0,3.0,12.0,17.0,6.0,24.0,4.0
7630,32.0,11.0,8.0,18.0,4.0,9.0,23.0,2.0,17.0,3.0
7631,34.0,17.0,6.0,12.0,3.0,4.0,15.0,3.0,11.0,3.0
7632,29.0,26.0,10.0,13.0,6.0,6.0,16.0,3.0,20.0,8.0
7633,34.0,19.0,10.0,15.0,3.0,4.0,19.0,2.0,16.0,4.0
7634,22.0,18.0,4.0,8.0,2.0,8.0,23.0,3.0,11.0,3.0
7635,27.0,22.0,2.0,8.0,3.0,4.0,15.0,2.0,13.0,3.0
7636,20.0,25.0,12.0,12.0,2.0,6.0,13.0,3.0,12.0,1.0
7637,15.0,10.0,6.0,14.0,2.0,6.0,23.0,0.0,9.0,4.0
7638,17.0,16.0,5.0,9.0,1.0,11.0,13.0,0.0,12.0,4.0
7639,22.0,12.0,5.0,7.0,5.0,4.0,18.0,1.0,11.0,4.0
7640,14.0,7.0,5.0,6.0,0.0,3.0,15.0,1.0,9.0,2.0
7641,22.0,11.0,6.0,12.0,0.0,8.0,8.0,4.0,9.0,4.0
7642,9.0,6.0,8.0,14.0,5.0,3.0,13.0,2.0,9.0,2.0
7643,11.0,7.0,4.0,6.0,5.0,4.0,6.0,0.0,7.0,1.0
7644,12.0,8.0,4.0,12.0,3.0,9.0,13.0,0.0,7.0,3.0
7645,4.0,6.0,5.0,18.0,2.0,2.0,7.0,1.0,3.0,0.0
7646,6.0,12.0,3.0,14.0,3.0,0.0,8.0,1.0,7.0,1.0
7647,18.0,9.0,3.0,16.0,1.0,5.0,9.0,2.0,9.0,1.0
7648,10.0,16.0,2.0,8.0,9.0,4.0,4.0,0.0,6.0,5.0
7649,10.0,13.0,3.0,15.0,2.0,1.0,7.0,2.0,8.0,1.0
7650,14.0,15.0,4.0,17.0,5.0,4.0,9.0,6.0,12.0,4.0
7651,11.0,18.0,3.0,25.0,11.0,4.0,10.0,3.0,15.0,4.0
7652,10.0,25.0,6.0,28.0,13.0,5.0,12.0,7.0,19.0,1.0
7653,18.0,17.0,1.0,34.0,24.0,8.0,9.0,3.0,33.0,7.0
7654,19.0,26.0,1.0,33.0,18.0,7.0,12.0,0.0,33.0,11.0
7655,27.0,25.0,8.0,42.0,26.0,3.0,11.0,3.0,21.0,3.0
7656,28.0,31.0,9.0,39.0,29.0,10.0,14.0,3.0,30.0,11.0
7657,24.0,34.0,5.0,39.0,24.0,9.0,13.0,4.0,33.0,13.0
7658,24.0,31.0,8.0,38.0,22.0,6.0,8.0,2.0,26.0,11.0
7659,32.0,33.0,9.0,36.0,22.0,10.0,13.0,2.0,25.0,10.0
7660,28.0,36.0,7.0,44.0,22.0,13.0,16.0,6.0,32.0,14.0
7661,35.0,27.0,9.0,41.0,30.0,12.0,24.0,5.0,23.0,15.0
7662,41.0,40.0,23.0,39.0,30.0,21.0,22.0,5.0,34.0,20.0
7663,31.0,42.0,12.0,65.0,45.0,24.0,41.0,7.0,38.0,25.0
7664,49.0,56.0,13.0,66.0,40.0,32.0,31.0,12.0,47.0,28.0
7665,44.0,41.0,12.0,76.0,52.0,31.0,27.0,19.0,48.0,20.0
7666,57.0,52.0,20.0,62.0,61.0,28.0,28.0,5.0,53.0,25.0
7667,46.0,39.0,13.0,90.0,75.0,20.0,33.0,15.0,71.0,33.0
7668,57.0,55.0,27.0,76.0,57.0,39.0,42.0,11.0,68.0,48.0
7669,52.0,45.0,15.0,81.0,73.0,30.0,35.0,15.0,63.0,41.0
7670,62.0,65.0,19.0,85.0,64.0,46.0,36.0,8.0,68.0,44.0
7671,57.0,56.0,28.0,90.0,85.0,46.0,34.0,15.0,71.0,50.0
7672,58.0,56.0,22.0,76.0,67.0,34.0,46.0,16.0,71.0,46.0
7673,70.0,69.0,22.0,76.0,63.0,42.0,44.0,18.0,74.0,45.0
7674,73.0,72.0,29.0,102.0,77.0,64.0,51.0,17.0,78.0,52.0
7675,54.0,60.0,25.0,82.0,86.0,53.0,58.0,41.0,85.0,53.0
7676,60.0,60.0,21.0,101.0,93.0,67.0,71.0,21.0,87.0,46.0
7677,59.0,57.0,23.0,98.0,85.0,56.0,60.0,23.0,82.0,61.0
7678,53.0,64.0,24.0,96.0,94.0,62.0,62.0,25.0,98.0,70.0
7679,65.0,71.0,29.0,73.0,75.0,65.0,63.0,23.0,91.0,68.0
7680,79.0,94.0,26.0,98.0,91.0,62.0,63.0,23.0,102.0,76.0
7681,59.0,76.0,29.0,95.0,90.0,74.0,74.0,24.0,84.0,57.0
7682,89.0,84.0,25.0,82.0,84.0,65.0,76.0,23.0,104.0,71.0
7683,58.0,67.0,27.0,94.0,88.0,78.0,72.0,39.0,95.0,79.0
7684,63.0,59.0,32.0,100.0,75.0,69.0,74.0,28.0,92.0,62.0
7685,70.0,60.0,43.0,108.0,85.0,70.0,75.0,25.0,73.0,57.0
7686,74.0,63.0,30.0,87.0,63.0,59.0,59.0,23.0,72.0,40.0
7687,64.0,70.0,29.0,90.0,78.0,63.0,62.0,49.0,92.0,68.0
7688,67.0,69.0,23.0,94.0,87.0,64.0,72.0,20.0,89.0,50.0
7689,69.0,54.0,23.0,100.0,75.0,80.0,81.0,24.0,91.0,79.0
7690,57.0,52.0,28.0,72.0,82.0,62.0,59.0,24.0,84.0,81.0
7691,57.0,62.0,30.0,87.0,75.0,85.0,74.0,30.0,81.0,58.0
7692,61.0,64.0,22.0,88.0,67.0,85.0,84.0,32.0,85.0,66.0
7693,56.0,51.0,23.0,78.0,63.0,87.0,97.0,40.0,75.0,50.0
7694,47.0,42.0,20.0,77.0,59.0,87.0,88.0,37.0,78.0,55.0
7695,44.0,59.0,27.0,78.0,49.0,66.0,87.0,49.0,89.0,88.0
7696,47.0,51.0,28.0,75.0,60.0,69.0,80.0,22.0,70.0,50.0
7697,33.0,85.0,20.0,73.0,37.0,65.0,77.0,29.0,78.0,56.0
7698,36.0,45.0,17.0,73.0,43.0,47.0,64.0,30.0,78.0,65.0
7699,45.0,39.0,17.0,65.0,51.0,51.0,57.0,29.0,70.0,48.0
7700,35.0,52.0,20.0,57.0,48.0,47.0,58.0,25.0,58.0,34.0
7701,32.0,33.0,20.0,53.0,28.0,36.0,52.0,22.0,68.0,52.0
7702,43.0,37.0,26.0,63.0,32.0,33.0,48.0,17.0,55.0,33.0
7703,40.0,51.0,23.0,62.0,41.0,28.0,42.0,16.0,66.0,39.0
7704,40.0,48.0,20.0,69.0,34.0,39.0,51.0,18.0,79.0,36.0
7705,34.0,45.0,32.0,60.0,35.0,32.0,47.0,16.0,55.0,43.0
7706,27.0,39.0,13.0,59.0,28.0,36.0,51.0,20.0,55.0,30.0
7707,27.0,44.0,15.0,54.0,33.0,31.0,56.0,12.0,46.0,35.0
7708,23.0,36.0,11.0,56.0,27.0,25.0,38.0,11.0,49.0,25.0
7709,31.0,31.0,9.0,55.0,35.0,21.0,27.0,10.0,37.0,31.0
7710,25.0,30.0,23.0,50.0,27.0,18.0,29.0,17.0,64.0,35.0
7711,24.0,37.0,11.0,53.0,21.0,19.0,43.0,13.0,50.0,28.0
7712,23.0,22.0,10.0,39.0,22.0,15.0,29.0,18.0,40.0,21.0
7713,35.0,23.0,13.0,43.0,17.0,23.0,32.0,10.0,36.0,25.0
7714,21.0,33.0,4.0,71.0,44.0,24.0,34.0,11.0,52.0,29.0
7715,25.0,26.0,7.0,78.0,53.0,23.0,39.0,20.0,47.0,25.0
7716,21.0,24.0,8.0,38.0,22.0,10.0,20.0,6.0,51.0,28.0
7717,23.0,24.0,8.0,42.0,38.0,22.0,29.0,9.0,38.0,20.0
7718,14.0,18.0,6.0,39.0,12.0,15.0,18.0,5.0,39.0,22.0
7719,11.0,17.0,7.0,28.0,6.0,15.0,22.0,3.0,44.0,21.0
7720,18.0,24.0,5.0,32.0,6.0,11.0,49.0,8.0,27.0,18.0
7721,22.0,25.0,7.0,32.0,9.0,14.0,23.0,9.0,26.0,11.0
7722,13.0,7.0,3.0,26.0,11.0,10.0,16.0,1.0,21.0,10.0
7723,12.0,10.0,4.0,17.0,7.0,10.0,28.0,2.0,22.0,3.0
7724,12.0,10.0,2.0,15.0,5.0,7.0,12.0,5.0,13.0,5.0
7725,9.0,7.0,3.0,8.0,4.0,11.0,15.0,2.0,11.0,2.0
7726,6.0,13.0,3.0,9.0,4.0,3.0,12.0,0.0,12.0,3.0
7727,4.0,4.0,2.0,9.0,0.0,2.0,10.0,2.0,9.0,2.0
7728,5.0,12.0,1.0,10.0,0.0,3.0,9.0,1.0,13.0,5.0
7729,4.0,6.0,1.0,6.0,3.0,1.0,6.0,0.0,5.0,1.0
7730,3.0,4.0,1.0,8.0,2.0,4.0,7.0,0.0,9.0,1.0
7731,4.0,8.0,1.0,5.0,0.0,3.0,6.0,0.0,6.0,3.0
7732,3.0,5.0,0.0,6.0,3.0,2.0,4.0,0.0,12.0,2.0
7733,1.0,8.0,0.0,4.0,0.0,2.0,7.0,1.0,3.0,2.0
7734,2.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0
7735,2.0,8.0,0.0,5.0,3.0,1.0,5.0,1.0,5.0,5.0
7736,5.0,7.0,0.0,8.0,1.0,0.0,8.0,0.0,7.0,0.0
7737,2.0,7.0,2.0,4.0,2.0,2.0,5.0,0.0,3.0,1.0
7738,1.0,9.0,3.0,2.0,2.0,3.0,10.0,1.0,6.0,3.0
7739,0.0,7.0,2.0,11.0,0.0,3.0,13.0,5.0,4.0,3.0
7740,2.0,9.0,0.0,6.0,4.0,6.0,8.0,1.0,2.0,3.0
7741,4.0,6.0,1.0,7.0,3.0,7.0,3.0,2.0,5.0,0.0
7742,2.0,8.0,2.0,11.0,4.0,2.0,2.0,1.0,6.0,1.0
7743,10.0,10.0,2.0,14.0,6.0,4.0,9.0,3.0,3.0,1.0
7744,5.0,7.0,0.0,14.0,6.0,6.0,8.0,2.0,7.0,3.0
7745,12.0,12.0,1.0,25.0,11.0,5.0,11.0,3.0,14.0,2.0
7746,9.0,9.0,5.0,22.0,9.0,3.0,9.0,0.0,17.0,4.0
7747,5.0,9.0,4.0,40.0,20.0,3.0,6.0,3.0,17.0,3.0
7748,10.0,12.0,15.0,50.0,26.0,4.0,11.0,4.0,28.0,5.0
7749,17.0,24.0,12.0,65.0,52.0,5.0,10.0,4.0,29.0,15.0
7750,20.0,19.0,5.0,67.0,50.0,10.0,19.0,6.0,47.0,25.0
7751,22.0,22.0,3.0,78.0,61.0,10.0,19.0,5.0,42.0,24.0
7752,20.0,26.0,13.0,87.0,83.0,8.0,22.0,7.0,55.0,32.0
7753,37.0,27.0,10.0,100.0,96.0,16.0,33.0,13.0,66.0,41.0
7754,40.0,38.0,20.0,113.0,120.0,18.0,33.0,21.0,50.0,33.0
7755,33.0,31.0,18.0,97.0,97.0,24.0,36.0,20.0,57.0,35.0
7756,42.0,41.0,21.0,110.0,111.0,19.0,40.0,25.0,74.0,36.0
7757,50.0,50.0,28.0,102.0,102.0,30.0,40.0,14.0,64.0,45.0
7758,62.0,47.0,20.0,106.0,102.0,38.0,57.0,29.0,76.0,73.0
7759,47.0,56.0,29.0,96.0,96.0,29.0,61.0,30.0,66.0,50.0
7760,44.0,41.0,23.0,114.0,103.0,37.0,69.0,18.0,66.0,47.0
7761,58.0,67.0,19.0,110.0,117.0,32.0,52.0,16.0,78.0,58.0
7762,49.0,59.0,27.0,117.0,119.0,37.0,59.0,23.0,95.0,66.0
7763,41.0,41.0,29.0,122.0,114.0,33.0,57.0,25.0,85.0,52.0
7764,54.0,58.0,23.0,123.0,116.0,40.0,62.0,28.0,99.0,72.0
7765,45.0,54.0,17.0,142.0,134.0,33.0,54.0,28.0,108.0,77.0
7766,44.0,54.0,36.0,111.0,123.0,36.0,59.0,27.0,96.0,81.0
7767,58.0,60.0,22.0,117.0,112.0,35.0,60.0,25.0,102.0,82.0
7768,55.0,64.0,28.0,105.0,99.0,40.0,62.0,27.0,108.0,90.0
7769,55.0,57.0,23.0,108.0,105.0,40.0,50.0,21.0,97.0,67.0
7770,58.0,61.0,39.0,121.0,97.0,49.0,59.0,37.0,108.0,87.0
7771,58.0,58.0,39.0,129.0,107.0,39.0,64.0,30.0,120.0,98.0
7772,61.0,70.0,42.0,119.0,87.0,43.0,69.0,30.0,113.0,94.0
7773,54.0,64.0,28.0,135.0,89.0,49.0,66.0,30.0,114.0,93.0
7774,44.0,53.0,33.0,119.0,95.0,44.0,61.0,28.0,131.0,115.0
7775,50.0,55.0,33.0,121.0,106.0,50.0,71.0,40.0,119.0,121.0
7776,61.0,67.0,27.0,136.0,112.0,41.0,63.0,25.0,131.0,108.0
7777,63.0,65.0,27.0,130.0,118.0,39.0,63.0,36.0,114.0,105.0
7778,31.0,56.0,26.0,136.0,131.0,28.0,63.0,48.0,130.0,111.0
7779,62.0,65.0,36.0,113.0,98.0,53.0,71.0,43.0,106.0,101.0
7780,51.0,67.0,23.0,128.0,134.0,54.0,71.0,43.0,137.0,120.0
7781,52.0,55.0,35.0,122.0,120.0,35.0,85.0,61.0,113.0,103.0
7782,51.0,78.0,38.0,117.0,103.0,31.0,77.0,28.0,131.0,133.0
7783,56.0,54.0,35.0,138.0,122.0,48.0,59.0,34.0,141.0,131.0
7784,65.0,76.0,33.0,119.0,106.0,46.0,73.0,52.0,127.0,128.0
7785,55.0,66.0,29.0,126.0,123.0,45.0,80.0,30.0,120.0,120.0
7786,60.0,66.0,39.0,123.0,114.0,28.0,74.0,39.0,137.0,130.0
7787,61.0,67.0,31.0,105.0,93.0,51.0,60.0,46.0,125.0,124.0
7788,51.0,60.0,34.0,106.0,92.0,60.0,71.0,25.0,104.0,108.0
7789,52.0,68.0,34.0,120.0,96.0,36.0,54.0,31.0,119.0,122.0
7790,65.0,74.0,40.0,108.0,83.0,51.0,64.0,53.0,126.0,130.0
7791,60.0,61.0,42.0,119.0,111.0,47.0,70.0,51.0,113.0,112.0
7792,53.0,64.0,33.0,110.0,109.0,62.0,85.0,40.0,129.0,136.0
7793,57.0,66.0,37.0,107.0,105.0,51.0,69.0,25.0,133.0,143.0
7794,59.0,48.0,33.0,101.0,84.0,54.0,68.0,27.0,111.0,99.0
7795,51.0,44.0,34.0,103.0,68.0,35.0,90.0,24.0,129.0,124.0
7796,52.0,60.0,27.0,90.0,78.0,35.0,52.0,24.0,107.0,90.0
7797,47.0,49.0,44.0,85.0,68.0,31.0,53.0,23.0,87.0,74.0
7798,43.0,47.0,31.0,89.0,61.0,32.0,47.0,22.0,83.0,69.0
7799,35.0,42.0,29.0,77.0,64.0,25.0,47.0,16.0,93.0,56.0
7800,47.0,41.0,32.0,74.0,46.0,29.0,45.0,24.0,77.0,57.0
7801,38.0,47.0,30.0,71.0,41.0,27.0,48.0,16.0,73.0,54.0
7802,41.0,42.0,17.0,72.0,39.0,19.0,32.0,10.0,76.0,46.0
7803,41.0,36.0,18.0,72.0,36.0,25.0,34.0,14.0,60.0,39.0
7804,39.0,39.0,20.0,65.0,39.0,24.0,41.0,13.0,61.0,27.0
7805,28.0,39.0,12.0,47.0,31.0,20.0,43.0,13.0,59.0,37.0
7806,27.0,36.0,16.0,60.0,29.0,22.0,29.0,10.0,63.0,43.0
7807,24.0,35.0,14.0,60.0,31.0,24.0,32.0,6.0,58.0,37.0
7808,35.0,37.0,15.0,47.0,29.0,24.0,37.0,12.0,52.0,31.0
7809,31.0,37.0,17.0,61.0,32.0,23.0,30.0,5.0,50.0,33.0
7810,26.0,28.0,15.0,67.0,36.0,29.0,37.0,4.0,44.0,34.0
7811,29.0,27.0,16.0,65.0,24.0,26.0,29.0,9.0,58.0,36.0
7812,29.0,32.0,8.0,50.0,23.0,21.0,33.0,12.0,48.0,31.0
7813,30.0,30.0,9.0,48.0,26.0,17.0,24.0,8.0,37.0,20.0
7814,18.0,29.0,8.0,49.0,15.0,12.0,36.0,10.0,47.0,27.0
7815,22.0,32.0,14.0,38.0,21.0,17.0,28.0,9.0,37.0,18.0
7816,19.0,21.0,9.0,39.0,19.0,9.0,27.0,18.0,39.0,21.0
7817,21.0,19.0,10.0,34.0,4.0,14.0,22.0,8.0,38.0,23.0
7818,15.0,26.0,8.0,31.0,6.0,12.0,22.0,6.0,34.0,17.0
7819,12.0,12.0,7.0,44.0,16.0,12.0,26.0,5.0,37.0,14.0
7820,23.0,15.0,7.0,24.0,6.0,11.0,20.0,5.0,30.0,14.0
7821,18.0,14.0,5.0,24.0,8.0,5.0,16.0,2.0,21.0,8.0
7822,13.0,12.0,5.0,24.0,5.0,14.0,26.0,2.0,17.0,6.0
7823,10.0,17.0,8.0,15.0,4.0,5.0,13.0,5.0,17.0,1.0
7824,10.0,10.0,0.0,20.0,3.0,9.0,15.0,1.0,14.0,3.0
7825,8.0,8.0,4.0,16.0,5.0,2.0,11.0,1.0,12.0,5.0
7826,9.0,10.0,3.0,14.0,3.0,6.0,10.0,2.0,11.0,3.0
7827,10.0,16.0,10.0,11.0,0.0,4.0,10.0,1.0,12.0,4.0
7828,11.0,7.0,5.0,11.0,1.0,6.0,12.0,19.0,7.0,1.0
7829,2.0,4.0,1.0,10.0,3.0,6.0,10.0,1.0,12.0,2.0
7830,4.0,8.0,6.0,7.0,2.0,2.0,6.0,0.0,8.0,1.0
7831,6.0,6.0,2.0,8.0,2.0,4.0,8.5,1.0,9.0,3.0
7832,3.0,3.0,2.0,5.0,0.0,2.0,7.0,1.0,4.0,5.0
7833,8.0,6.0,5.0,7.0,0.0,1.0,7.0,1.0,8.0,0.0
7834,3.0,4.0,1.0,7.0,2.0,2.0,4.0,0.0,5.0,1.0
7835,3.0,1.0,0.0,4.0,0.0,1.0,7.0,2.0,5.0,1.0
7836,2.0,5.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,1.0
7837,5.0,6.0,2.0,7.0,2.0,1.0,5.0,1.0,3.0,2.0
7838,5.0,10.0,2.0,5.0,3.0,3.0,2.0,0.0,5.0,2.0
7839,4.0,9.0,2.0,16.0,3.0,1.0,8.0,2.0,4.0,1.0
7840,6.0,7.0,3.0,12.0,2.0,4.0,3.0,1.0,8.0,2.0
7841,3.0,7.0,0.0,16.0,4.0,1.0,3.0,1.0,10.0,1.0
7842,5.0,7.0,0.0,9.0,3.0,1.0,6.0,5.0,7.0,0.0
7843,3.0,5.0,2.0,18.0,6.0,2.0,8.0,1.0,12.0,0.0
7844,7.0,8.0,0.0,18.0,7.0,1.0,11.0,0.0,15.0,3.0
7845,11.0,12.0,2.0,22.0,10.0,4.0,11.0,0.0,17.0,9.0
7846,12.0,16.0,4.0,27.0,14.0,3.0,12.0,3.0,23.0,11.0
7847,15.0,9.0,6.0,26.0,19.0,6.0,11.0,0.0,15.0,4.0
7848,12.0,13.0,5.0,33.0,25.0,3.0,9.0,4.0,26.0,11.0
7849,18.0,16.0,6.0,42.0,26.0,4.0,16.0,8.0,22.0,9.0
7850,22.0,14.0,10.0,45.0,30.0,10.0,19.0,5.0,27.0,12.0
7851,19.0,17.0,6.0,45.0,37.0,5.0,17.0,6.0,21.0,16.0
7852,32.0,25.0,7.0,53.0,40.0,15.0,30.0,10.0,22.0,8.0
7853,28.0,21.0,10.0,69.0,60.0,9.0,26.0,11.0,37.0,23.0
7854,21.0,45.0,14.0,70.0,60.0,16.0,31.0,10.0,48.0,29.0
