,11,21,22,81,82,91,101,121
0,24.0,95.0,54.0,49.0,13.0,27.0,3.0,10.0
1,34.0,113.0,53.0,62.0,18.0,22.0,8.0,11.0
2,29.0,115.0,55.0,41.0,10.0,26.0,8.0,6.0
3,40.0,120.0,59.0,52.0,8.0,36.0,9.0,7.0
4,34.0,129.0,71.0,57.0,17.0,37.0,3.0,10.0
5,46.0,124.0,53.0,55.0,14.0,50.0,10.0,4.0
6,44.0,160.0,93.0,62.0,15.0,39.0,10.0,4.0
7,34.0,115.0,70.0,59.0,29.0,49.0,12.0,5.0
8,50.0,139.0,68.0,66.0,23.0,37.0,6.0,8.0
9,35.0,122.0,82.0,74.0,35.0,51.0,14.0,10.0
10,57.0,126.0,72.0,68.0,33.0,52.0,18.0,10.0
11,57.0,171.0,75.0,74.0,29.0,44.0,12.0,12.0
12,39.0,170.0,88.0,44.0,12.0,35.0,9.0,12.0
13,42.0,162.0,88.0,57.0,12.0,51.0,9.0,10.0
14,43.0,152.0,83.0,67.0,20.0,43.0,16.0,14.0
15,53.0,166.0,81.0,68.0,28.0,42.0,5.0,9.0
16,70.0,136.0,87.0,55.0,23.0,45.0,12.0,16.0
17,50.0,168.0,97.0,45.0,20.0,64.0,14.0,9.0
18,71.0,166.0,104.0,48.0,14.0,48.0,13.0,13.0
19,56.0,166.0,89.0,46.0,21.0,24.0,10.0,16.0
20,40.0,154.0,76.0,41.0,13.0,31.0,12.0,10.0
21,36.0,136.0,80.0,39.0,11.0,25.0,9.0,6.0
22,42.0,162.0,77.0,44.0,15.0,24.0,9.0,8.0
23,33.0,121.0,58.0,39.0,10.0,19.0,15.0,10.0
24,27.0,105.0,59.0,30.0,5.0,25.0,6.0,11.0
25,19.0,111.0,55.0,38.0,8.0,26.0,11.0,9.0
26,18.0,89.0,42.0,37.0,9.0,16.0,9.0,4.0
27,14.0,68.0,51.0,32.0,7.0,12.0,5.0,7.0
28,15.0,70.0,39.0,21.0,2.0,10.0,3.0,3.0
29,11.0,70.0,35.0,31.0,6.0,13.0,4.0,2.0
30,13.0,58.0,34.0,27.0,1.0,10.0,4.0,4.0
31,12.0,51.0,38.0,40.0,5.0,11.0,6.0,0.0
32,11.0,61.0,28.0,20.0,3.0,9.0,7.0,1.0
33,8.0,45.0,30.0,32.0,4.0,7.0,5.0,5.0
34,10.0,61.0,29.0,30.0,3.0,6.0,1.0,3.0
35,11.0,64.0,31.0,22.0,4.0,4.0,3.0,2.0
36,8.0,61.0,34.0,26.0,3.0,4.0,5.0,2.0
37,10.0,38.0,20.0,28.0,3.0,9.0,2.0,0.0
38,12.0,40.0,24.0,36.0,4.0,7.0,5.0,5.0
39,9.0,30.0,21.0,33.0,5.0,2.0,3.0,2.0
40,5.0,29.0,20.0,18.0,2.0,3.0,0.0,1.0
41,2.0,35.0,12.0,21.0,2.0,2.0,1.0,0.0
42,1.0,20.0,18.0,21.0,3.0,1.0,1.0,3.0
43,2.0,15.0,10.0,17.0,1.0,1.0,3.0,0.0
44,2.0,10.0,6.0,16.0,0.0,2.0,3.0,1.0
45,1.0,13.0,7.0,9.0,1.0,0.0,0.0,0.0
46,1.0,12.0,7.0,13.0,1.0,0.0,0.0,0.0
47,2.0,12.0,5.0,12.0,2.0,0.0,0.0,0.0
48,0.0,2.0,3.0,11.0,1.0,0.0,0.0,0.0
49,0.0,6.0,3.0,18.0,1.0,0.0,0.0,0.0
50,0.0,3.0,2.0,17.0,4.0,0.0,0.0,0.0
51,1.0,4.0,3.0,10.0,0.0,0.0,1.0,0.0
52,0.0,2.0,1.0,12.0,1.0,1.0,0.0,0.0
53,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0
54,0.0,6.0,1.0,12.0,1.0,0.0,0.0,0.0
55,0.0,4.0,3.0,22.0,1.0,0.0,0.0,0.0
56,1.0,3.0,0.0,19.0,1.0,1.0,0.0,0.0
57,1.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0
58,1.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0
59,1.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0
60,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
