21,41,71,111
36.0,97.0,26.0,33.0
33.0,87.0,21.5,27.0
30.0,74.0,19.0,24.0
25.0,63.0,16.0,21.0
22.0,55.0,15.0,19.0
20.0,46.5,13.0,16.0
16.0,46.0,12.0,14.5
17.0,43.0,10.5,14.0
15.0,42.0,10.0,13.0
12.0,33.0,7.5,11.0
11.0,28.0,7.0,8.0
9.0,24.0,6.0,7.5
8.0,23.5,5.0,6.0
8.0,22.0,5.0,7.0
7.0,22.0,4.0,6.0
7.0,25.0,4.0,6.0
10.0,31.0,4.0,5.0
12.0,43.0,4.0,6.0
16.0,54.0,5.0,8.0
24.0,79.0,7.0,11.0
40.0,136.0,9.0,15.0
56.0,170.0,12.0,20.0
57.0,194.0,14.0,23.0
65.0,236.5,15.0,25.0
86.0,288.0,19.0,32.0
106.0,306.0,19.0,42.0
114.0,305.0,22.0,53.0
108.0,319.0,22.0,61.0
116.0,346.0,32.0,68.0
117.0,375.0,38.0,74.0
137.0,422.0,39.0,89.0
143.0,472.0,43.0,101.0
154.0,461.0,45.0,110.5
157.0,490.0,49.0,113.0
160.0,490.0,53.0,108.0
148.0,496.0,56.0,104.0
124.0,413.0,50.0,95.0
118.0,354.5,48.0,99.0
121.0,345.0,47.0,99.0
124.0,331.0,46.5,103.0
118.0,314.0,45.0,101.0
116.5,315.0,47.0,104.0
115.0,313.0,50.0,110.0
119.0,315.0,52.0,115.0
119.0,310.0,51.0,114.0
125.0,319.0,55.0,120.0
130.0,328.0,56.0,122.0
132.0,346.0,58.0,126.0
135.0,341.0,61.0,128.0
140.0,349.0,64.0,135.0
144.0,364.0,63.0,140.0
145.0,359.0,66.0,146.0
146.5,355.0,67.0,141.0
148.0,363.5,67.0,143.0
151.0,363.0,68.0,144.0
148.0,363.0,68.0,147.0
148.0,361.0,69.5,153.0
156.0,376.0,75.0,161.0
162.0,383.0,73.0,174.0
164.5,393.0,79.0,175.5
163.0,393.5,85.0,176.0
159.0,419.5,92.0,185.0
161.0,432.0,92.0,199.0
166.0,424.0,92.0,212.0
163.0,426.0,101.0,235.0
161.5,426.0,101.0,253.5
157.5,430.0,99.0,269.0
160.0,436.0,96.5,265.0
156.0,430.0,100.0,278.0
152.5,425.0,102.0,289.0
155.0,427.0,98.0,270.0
162.0,411.0,96.5,269.5
170.0,390.0,93.0,241.0
171.5,390.5,89.0,218.5
173.0,374.0,80.0,184.5
174.0,366.0,78.0,163.0
173.0,353.0,74.0,146.5
166.0,345.0,75.0,137.0
152.0,333.0,70.0,128.0
146.5,329.5,71.0,121.5
137.0,309.0,67.0,112.0
125.0,298.0,65.0,104.0
114.0,284.0,61.0,97.0
115.5,269.0,58.0,94.5
109.0,261.0,59.0,96.0
103.0,260.0,60.0,92.0
98.5,247.5,55.0,84.0
94.0,237.0,51.0,77.0
95.0,224.0,52.0,77.0
87.0,219.0,48.0,72.5
81.0,204.0,49.0,69.0
74.0,189.0,43.0,62.0
70.0,180.5,45.0,60.0
64.0,166.0,39.0,52.0
53.0,145.5,35.0,47.0
47.0,123.0,30.0,41.0
40.0,106.5,29.0,36.0
36.0,96.0,24.0,33.0
32.0,80.5,21.5,27.0
28.0,74.0,18.0,23.0
25.0,62.0,16.0,21.0
22.0,53.0,13.0,18.0
19.0,47.0,13.0,15.0
18.0,46.0,11.0,15.0
16.0,39.0,10.0,14.0
14.0,40.5,9.0,13.0
13.0,36.0,8.0,12.0
12.0,32.0,8.0,10.0
10.0,29.0,6.0,9.0
9.0,26.0,6.0,8.0
9.0,25.0,5.0,7.0
9.0,28.0,6.0,6.0
11.0,36.0,6.0,6.0
14.0,47.5,6.0,7.5
18.0,58.0,7.0,9.0
27.0,84.5,8.0,12.0
44.5,144.5,10.0,15.0
59.0,175.0,13.0,22.0
60.0,189.0,15.0,24.0
64.0,233.5,16.0,26.5
85.0,279.5,20.0,32.0
103.5,291.0,18.0,41.0
111.0,291.5,20.0,51.5
102.0,290.0,21.0,59.0
107.0,308.0,28.0,63.0
109.0,340.5,33.0,69.0
126.0,380.5,38.0,80.0
134.0,417.0,40.0,91.5
147.0,420.0,43.0,104.0
155.0,436.5,47.0,107.5
155.0,444.0,50.0,105.0
134.5,453.0,53.0,99.0
121.0,367.5,46.0,91.5
120.0,332.0,45.0,95.0
122.0,328.0,45.0,99.0
127.0,329.0,45.0,105.0
122.0,310.5,47.0,104.0
121.0,316.0,50.0,109.5
126.0,324.0,51.0,110.5
127.0,331.5,53.0,118.0
128.0,318.0,54.0,119.0
130.5,333.5,58.0,126.0
136.0,345.0,60.0,128.0
142.0,357.0,62.0,131.0
142.0,361.0,65.5,136.0
149.0,379.0,69.0,144.0
156.0,383.0,68.0,152.5
157.0,394.0,71.0,151.5
160.0,378.0,70.0,152.0
158.0,378.0,71.0,150.0
160.0,383.0,70.0,155.0
165.0,402.0,78.0,161.0
167.0,397.0,76.0,164.0
164.0,393.0,80.0,172.0
171.0,402.0,82.0,178.5
175.0,421.0,86.0,189.0
168.0,423.0,93.0,190.0
166.0,437.0,99.0,201.0
168.5,449.5,96.0,208.0
166.0,442.5,96.0,217.0
165.0,436.0,99.0,233.0
162.0,439.0,101.0,246.0
162.0,431.0,100.0,247.0
165.5,438.5,97.0,243.5
162.0,434.5,100.0,248.0
163.0,437.0,102.0,253.0
163.0,430.0,98.0,243.5
168.0,413.5,92.0,232.5
172.0,408.0,92.0,218.0
174.0,405.0,89.0,203.5
177.0,390.0,83.0,175.0
174.0,386.0,80.0,156.5
175.0,368.5,74.0,142.0
168.0,371.0,72.0,135.0
165.0,357.0,69.0,122.0
158.0,345.0,66.0,116.0
149.0,327.0,65.0,112.0
137.0,320.0,61.0,103.0
129.5,308.0,56.0,94.0
124.0,287.5,54.0,88.0
122.0,281.0,53.0,83.0
114.0,275.0,51.0,82.0
108.0,263.0,49.0,83.0
107.0,258.0,48.0,78.0
105.0,259.0,51.0,79.0
104.5,255.0,50.0,77.0
101.0,238.5,47.0,75.5
96.0,228.0,47.0,73.0
92.0,228.0,49.0,73.0
87.5,218.5,46.0,68.0
81.0,196.0,42.0,64.0
71.0,181.0,39.0,57.0
64.0,162.0,37.0,52.0
60.0,156.5,32.0,47.5
56.0,139.0,29.0,41.0
49.0,129.0,27.0,37.0
47.0,117.0,27.0,35.0
42.0,103.0,23.0,32.0
38.0,95.0,21.0,30.0
33.0,84.0,18.0,25.0
32.5,77.0,16.5,25.0
31.0,74.0,16.0,25.0
30.0,74.0,15.0,23.0
24.0,66.0,13.0,19.0
22.0,53.0,11.0,17.0
19.0,45.0,11.0,16.0
16.0,44.0,9.0,13.0
17.0,41.0,9.0,11.0
17.0,43.0,8.0,11.0
16.0,45.0,8.0,11.0
16.0,45.0,8.0,11.0
19.0,57.0,8.0,11.0
29.0,83.0,9.0,13.0
33.0,85.0,11.0,17.0
29.0,82.0,10.0,17.0
31.0,92.0,10.0,15.0
38.0,111.0,12.0,17.0
47.0,111.0,12.0,20.0
47.0,101.0,13.0,24.0
45.0,113.0,13.0,25.0
46.0,121.0,17.0,28.0
47.0,128.0,17.0,27.0
51.0,144.0,17.0,29.0
58.0,163.0,17.0,33.0
56.0,152.0,20.0,35.0
65.0,169.0,18.0,37.0
79.0,185.0,20.0,47.0
89.5,220.0,24.0,52.0
91.0,217.0,27.0,56.0
95.0,251.0,32.0,63.0
114.0,277.0,35.0,71.0
129.0,309.0,38.0,86.0
124.0,303.5,42.0,84.0
132.0,313.0,43.0,92.0
136.5,333.5,43.0,99.5
146.0,345.5,48.5,106.5
144.0,344.0,51.0,111.0
