51,71,101,21
26.0,78.0,43.0,21.0
24.0,65.0,37.0,17.0
19.0,57.0,33.0,15.0
17.0,48.5,28.0,14.0
15.0,44.0,24.0,12.0
13.0,40.0,22.0,10.0
13.0,37.0,18.0,9.0
13.0,35.0,17.0,9.0
11.0,33.0,14.0,9.0
9.0,25.0,13.0,7.0
8.0,19.0,11.0,6.0
6.0,17.0,10.0,5.0
7.0,16.0,8.0,5.0
6.0,15.0,8.0,4.0
7.0,13.0,7.0,4.0
7.0,16.0,8.0,4.0
9.0,20.0,8.0,4.0
11.0,22.0,7.0,5.0
17.0,28.0,9.0,7.0
18.0,36.0,14.0,12.0
26.0,56.0,17.0,17.0
33.0,73.0,20.0,21.0
46.0,90.0,22.0,24.0
65.0,99.0,26.0,27.0
85.0,116.0,40.0,37.0
109.0,111.5,53.0,44.0
139.5,111.0,69.0,57.0
172.0,113.5,92.0,62.0
176.0,119.5,99.0,67.0
199.0,134.0,107.0,83.0
221.0,149.0,122.5,96.0
255.0,172.0,140.0,111.0
252.0,174.5,151.0,118.0
264.0,191.0,149.0,126.0
285.5,212.0,144.5,135.5
294.0,226.5,144.0,120.0
231.5,195.0,141.0,97.0
175.0,176.0,145.0,96.0
159.0,167.0,146.0,96.0
154.5,162.0,147.0,98.5
136.5,162.0,144.0,88.0
136.0,163.5,149.0,90.5
134.0,168.0,156.0,88.0
137.0,172.5,156.0,92.0
128.0,180.0,155.5,89.0
130.0,187.0,158.0,92.0
132.5,194.5,159.0,95.0
137.0,196.0,166.5,101.0
134.0,201.0,170.0,99.0
143.0,209.0,177.0,100.0
150.0,212.0,187.5,107.0
149.0,216.0,192.0,109.0
145.0,212.0,184.0,109.5
149.0,220.0,186.0,109.0
149.0,220.5,193.0,105.0
151.5,224.0,197.0,109.0
145.0,228.0,198.0,110.0
149.0,237.0,207.0,112.0
149.0,243.0,221.0,118.0
152.5,243.5,224.0,121.0
147.0,252.0,224.0,124.0
155.5,267.0,232.0,125.0
158.0,285.0,255.5,123.0
159.0,275.5,263.0,129.0
162.0,284.0,291.0,134.0
164.0,286.0,313.0,145.0
166.0,281.0,321.0,146.0
168.0,282.0,326.0,142.5
165.5,289.0,343.5,148.0
167.0,299.0,356.5,153.0
164.0,278.0,337.0,150.5
159.0,270.0,321.0,152.0
143.0,267.0,295.5,148.0
141.0,253.0,266.0,140.0
