81,101,11
24.0,2.0,39.0
21.0,2.0,31.5
18.0,1.0,26.0
15.0,0.0,21.0
14.0,0.0,19.0
13.0,0.0,16.0
12.0,0.0,13.0
12.0,0.0,11.0
11.0,0.0,10.0
10.0,0.0,8.0
9.0,0.0,6.0
10.0,0.0,6.0
21.0,0.0,6.0
15.0,0.0,6.0
8.0,0.0,6.0
5.0,0.0,7.0
4.0,0.0,6.0
3.0,0.0,7.0
4.0,1.0,9.0
6.0,1.0,14.0
7.0,0.0,15.0
9.0,0.0,19.0
14.5,2.0,29.0
17.0,2.0,37.0
30.0,3.0,59.0
33.0,5.0,104.0
50.0,10.0,164.0
66.0,13.0,185.0
79.0,15.0,170.5
86.0,19.0,187.0
112.0,25.0,203.0
133.0,32.0,226.0
142.5,40.0,217.0
156.0,47.0,231.0
159.0,48.0,228.0
146.0,59.0,217.0
124.0,47.0,210.0
113.0,41.0,205.0
104.0,33.0,215.0
102.0,29.0,230.0
101.0,24.0,223.0
101.0,21.0,231.0
101.0,20.0,242.0
98.0,20.0,245.0
101.0,17.0,243.0
101.0,17.0,244.0
101.0,18.0,244.0
103.0,17.0,251.0
102.0,17.0,248.0
104.0,19.0,251.0
103.0,18.5,251.0
104.0,18.0,258.0
109.0,17.0,243.5
104.0,17.0,247.0
105.0,18.0,244.0
107.0,19.0,248.0
115.0,17.0,246.0
117.0,19.0,255.0
124.0,19.0,266.0
128.0,20.0,269.0
131.0,18.0,266.0
134.0,21.0,259.5
141.0,22.0,260.0
133.0,21.0,270.0
133.0,21.0,268.0
121.0,21.0,274.0
120.0,21.0,271.0
117.0,22.0,274.0
127.0,23.0,288.5
127.0,25.0,302.0
120.0,26.0,294.0
114.0,27.0,286.0
107.5,27.0,288.5
97.0,26.5,282.0
86.0,26.0,279.0
85.0,25.0,272.0
80.0,21.0,259.0
77.0,19.0,250.0
76.0,16.0,220.0
69.0,13.0,191.0
64.0,10.0,159.0
60.0,10.0,146.0
57.0,9.0,133.0
55.0,8.0,127.0
59.0,8.0,122.0
57.0,7.0,122.0
53.5,6.0,114.0
54.0,7.0,111.0
59.0,7.0,110.0
63.0,6.5,114.0
59.0,6.0,107.0
86.0,6.0,97.0
121.0,5.0,86.0
69.0,5.0,78.0
42.0,4.0,66.0
33.0,3.0,54.0
29.0,2.0,43.0
25.0,2.0,38.0
21.0,1.0,31.0
19.0,1.0,26.0
18.0,1.0,24.0
16.0,1.0,19.0
15.0,0.0,17.0
14.0,0.0,14.0
13.0,0.0,12.0
12.0,0.0,10.0
12.0,0.0,10.0
12.0,0.0,9.0
24.0,0.0,7.0
19.0,0.0,8.0
11.0,0.0,8.0
7.0,0.0,9.0
6.0,0.0,8.0
4.0,0.0,9.0
5.0,1.0,11.0
6.0,1.0,16.0
8.0,0.0,17.0
9.0,0.0,22.0
13.0,1.0,30.0
15.0,2.0,40.0
24.0,2.0,53.0
27.5,5.0,103.0
41.0,8.0,147.5
51.0,11.0,173.0
65.0,12.0,149.5
74.0,14.0,168.0
99.0,19.0,197.0
116.0,24.0,225.0
132.5,31.0,225.0
150.0,38.0,228.5
143.5,40.5,239.5
131.0,46.5,231.0
117.0,35.0,214.5
105.0,29.0,221.5
101.0,25.0,228.5
103.0,24.0,236.0
104.0,20.0,228.5
103.0,20.0,231.0
104.0,18.0,241.0
107.0,18.5,252.0
103.0,17.0,252.0
103.0,18.0,256.0
105.0,18.0,257.0
104.0,19.0,259.0
110.0,18.0,263.0
108.0,18.0,263.5
110.0,19.0,267.0
110.0,18.0,264.5
114.0,17.0,260.0
108.5,18.0,254.0
109.0,19.0,263.0
110.0,19.0,266.0
114.0,18.0,265.0
120.0,19.0,272.0
127.0,19.0,278.0
134.0,20.0,287.0
131.0,18.0,282.0
133.5,20.0,282.0
137.5,21.0,277.5
131.0,21.0,279.0
124.0,21.0,283.0
117.0,22.0,279.0
115.0,21.0,280.0
116.0,23.0,286.0
119.0,23.0,287.5
114.0,25.0,296.5
111.0,25.0,292.0
104.0,28.0,290.0
103.0,27.0,287.0
93.0,25.0,281.0
82.0,24.0,269.0
80.0,23.0,269.5
77.0,20.0,257.5
74.0,18.0,249.0
69.0,16.0,218.5
65.0,13.0,194.0
62.0,10.0,171.5
60.0,9.0,158.5
56.0,9.0,145.5
54.0,7.0,133.0
57.0,7.0,126.0
54.0,7.0,123.0
56.0,7.0,120.0
56.0,7.0,114.0
60.0,7.0,109.0
66.0,6.0,113.0
70.0,6.0,117.0
92.0,6.0,108.0
141.0,5.0,102.0
93.0,5.0,96.0
61.5,5.0,88.5
52.0,5.0,81.0
47.0,4.0,71.0
43.0,3.0,63.0
40.0,3.0,55.0
37.0,2.0,49.0
35.0,2.0,44.0
34.0,2.0,39.0
32.0,1.5,33.0
32.0,1.0,29.0
30.0,1.0,26.0
28.0,1.0,22.0
27.0,0.0,21.0
26.0,0.0,19.0
42.0,0.0,16.0
32.5,0.0,14.0
18.0,0.0,14.0
13.0,0.0,14.0
10.0,0.0,13.0
9.0,0.0,12.0
8.0,0.0,13.0
8.0,0.0,15.0
9.0,0.0,14.0
8.0,0.0,15.0
8.0,0.0,20.0
8.0,1.0,22.0
10.0,1.0,22.0
10.0,1.0,30.0
13.0,2.0,44.0
17.0,3.0,50.0
17.0,2.0,46.0
19.0,2.0,47.5
23.0,3.0,52.5
33.0,4.0,67.0
38.0,5.0,71.0
39.0,7.0,93.0
45.5,7.0,113.5
55.0,9.0,124.0
62.0,9.0,114.0
64.0,10.0,139.0
73.0,11.0,160.0
79.0,13.0,179.0
86.5,12.0,180.0
89.0,13.0,208.0
93.0,13.0,221.5
91.0,16.0,243.5
95.0,16.0,242.0
97.0,16.0,259.5
96.0,17.0,266.0
99.0,18.0,274.0
103.0,17.0,277.0
103.5,18.0,284.0
99.0,18.0,287.0
102.0,18.0,288.0
103.0,19.0,284.0
100.0,20.0,286.0
100.0,20.0,288.0
102.0,21.0,292.0
105.0,20.0,293.0
106.0,20.0,289.0
105.0,19.0,287.0
106.0,19.0,280.0
109.0,19.0,281.0
107.0,18.0,276.0
106.0,18.0,273.0
107.0,18.0,273.5
108.0,17.0,271.0
107.5,17.0,274.0
106.0,17.0,268.5
105.0,18.0,270.0
108.0,18.0,267.0
106.0,19.0,272.0
105.0,18.0,262.0
103.0,19.0,261.0
119.0,17.0,246.0
98.0,16.0,247.0
82.0,15.0,241.0
76.0,14.0,229.0
81.0,12.0,219.0
81.0,12.0,207.0
80.0,10.0,184.0
74.0,10.0,169.0
74.0,9.0,152.0
71.0,9.0,150.0
68.0,9.0,144.0
66.0,8.0,138.5
65.0,7.0,129.0
64.0,7.0,125.0
64.0,7.0,121.0
61.5,7.0,115.0
62.5,7.0,115.0
85.5,7.0,118.0
130.0,6.0,120.0
90.5,6.0,113.0
79.0,6.0,107.0
73.0,5.0,104.0
64.0,5.0,98.0
60.0,5.0,90.0
56.0,4.0,82.0
51.0,4.0,74.0
48.0,3.0,67.0
45.0,3.0,59.0
45.0,2.0,54.0
44.0,2.0,47.0
43.0,2.0,41.5
42.0,1.0,36.0
38.0,1.0,32.5
35.0,1.0,27.0
33.0,1.0,25.0
34.0,1.0,23.0
49.0,1.0,20.0
45.0,0.0,18.0
24.0,0.0,16.0
17.0,0.0,16.0
13.0,0.0,13.0
12.0,0.0,13.0
11.0,0.0,13.0
10.0,0.0,12.0
10.0,0.0,10.0
9.0,0.0,11.0
8.0,0.0,14.0
8.0,1.0,14.0
8.5,1.0,14.0
8.0,1.0,19.0
10.0,1.5,30.0
12.0,1.0,30.0
12.0,2.0,29.0
13.0,1.0,25.0
12.0,1.0,26.0
15.0,2.0,31.0
16.0,2.0,32.0
19.0,4.0,46.0
24.0,5.0,57.0
29.0,5.0,71.0
31.0,5.0,71.0
40.0,7.0,100.0
47.0,9.0,120.0
54.0,9.0,149.0
58.0,9.0,151.0
60.0,11.0,179.0
67.0,12.0,208.0
70.0,15.0,261.0
76.0,17.0,277.5
82.5,16.0,280.0
91.0,15.0,277.0
95.0,16.0,280.5
99.0,15.0,285.0
99.0,17.0,290.0
100.0,16.0,301.5
101.0,17.0,306.0
104.0,18.0,295.0
98.0,18.0,303.5
102.0,18.0,301.5
102.0,19.0,304.5
105.0,18.0,308.0
108.0,19.0,299.0
111.0,19.0,300.0
122.0,19.0,298.0
138.0,19.0,292.0
125.0,18.0,283.0
121.0,17.0,268.0
123.0,15.0,257.0
123.0,14.5,246.0
125.0,16.0,238.0
121.0,15.0,240.5
117.0,15.0,240.0
118.0,14.0,226.0
113.0,15.5,226.0
106.0,13.0,224.5
104.0,13.0,211.5
102.5,12.0,201.0
93.0,11.0,191.0
90.0,10.0,178.0
97.0,10.0,170.5
117.0,8.0,155.0
92.5,8.5,150.5
82.5,7.0,144.0
80.0,8.0,140.0
80.0,7.0,132.0
75.0,7.0,132.0
72.5,7.0,128.0
68.0,7.0,122.0
