out,in
188.0,208.0
156.0,180.0
140.0,158.0
120.0,142.0
104.0,116.0
92.0,105.5
80.0,96.0
76.0,100.0
68.0,88.0
68.0,83.5
56.0,88.0
60.0,88.0
62.0,80.0
62.0,89.0
64.0,108.0
76.0,124.0
84.0,128.0
100.0,124.0
124.0,148.0
188.0,190.0
278.0,224.0
324.0,218.0
320.0,256.0
328.0,316.0
376.0,362.0
428.0,418.0
442.0,450.0
548.0,562.0
702.0,692.0
832.0,776.0
858.0,862.0
974.0,990.0
1116.0,1122.0
1310.0,1240.0
1234.0,1293.0
1400.0,1418.0
1528.0,1504.0
1624.0,1548.0
1578.0,1594.0
1664.0,1646.0
1732.0,1708.0
1796.0,1722.0
1768.0,1734.0
1836.0,1796.0
1868.0,1814.0
1930.0,1826.0
1882.0,1836.0
1940.0,1896.0
1960.0,1912.0
2034.0,1894.0
1940.0,1914.0
1978.0,1932.0
2014.0,1940.0
2018.0,1930.0
1972.0,1932.0
1956.0,1962.0
1900.0,1956.0
1936.0,1958.0
1880.0,1896.0
1854.0,1918.0
1820.0,1940.0
1830.0,1948.0
1752.0,1906.0
1760.0,1974.0
1660.0,1852.0
1624.0,1746.0
1446.0,1666.0
1344.0,1598.0
1210.0,1398.0
1116.0,1294.5
1042.0,1176.0
978.0,1130.0
926.0,1044.0
928.0,990.0
880.0,970.0
860.0,950.0
826.0,924.0
804.0,898.0
780.0,860.0
744.0,832.0
728.0,778.0
688.0,746.0
660.0,740.0
668.0,712.0
646.0,728.0
612.0,716.0
606.0,700.0
614.0,660.0
592.0,658.0
552.0,670.0
512.0,640.0
464.0,542.0
420.0,466.0
368.0,440.0
324.0,390.0
292.0,320.0
244.0,248.0
214.0,232.0
188.0,196.0
164.0,168.0
136.0,144.0
120.0,128.0
100.0,120.0
92.0,104.0
84.0,88.0
76.0,80.0
72.0,76.0
64.0,76.0
60.0,68.0
56.0,66.0
52.0,72.0
56.0,76.0
62.0,76.0
60.0,72.0
70.0,91.0
86.0,104.0
144.0,116.0
192.0,124.0
204.0,152.0
176.0,172.0
172.0,176.0
212.0,202.0
220.0,220.0
224.0,258.0
268.0,324.0
354.0,352.0
392.0,430.0
504.0,508.0
612.0,635.5
732.0,720.0
770.0,752.0
962.0,878.0
1036.0,944.0
1166.0,986.0
1162.0,1036.0
1266.0,1138.0
1368.0,1196.0
1492.0,1268.0
1484.0,1298.0
1526.0,1404.0
1610.0,1470.0
1714.0,1492.0
1680.0,1542.0
1752.0,1636.0
1780.0,1708.0
1868.0,1716.0
1837.5,1734.0
1872.0,1778.0
1868.0,1792.0
1900.0,1810.0
1816.0,1790.0
1800.0,1832.0
1752.0,1838.0
1744.0,1836.0
1646.0,1832.0
1608.0,1844.0
1572.0,1860.0
1594.0,1842.0
1538.0,1812.0
1488.0,1792.0
1430.0,1682.0
1348.0,1574.0
1208.0,1518.0
1126.0,1380.0
1018.0,1238.0
966.0,1136.0
908.0,1076.0
890.0,1006.0
842.0,968.0
832.0,960.0
834.0,946.0
820.0,960.0
812.0,914.0
804.0,878.0
760.0,836.0
740.0,798.0
700.0,740.0
646.0,660.0
604.0,622.0
582.0,576.0
524.0,530.0
458.0,468.0
420.0,434.0
376.0,368.0
314.0,310.0
252.0,246.0
204.0,212.0
176.0,176.0
156.0,144.0
128.0,120.0
112.0,100.0
92.0,88.0
76.0,72.0
60.0,64.0
60.0,56.0
48.0,56.0
44.0,44.0
40.0,48.0
32.0,48.0
32.0,60.0
36.0,80.0
36.0,80.0
36.0,100.0
44.0,140.0
56.0,148.0
60.0,168.0
64.0,212.0
120.0,272.0
164.0,324.0
228.0,428.0
388.0,564.0
776.0,824.0
1112.0,996.0
1220.0,1064.0
1300.0,1264.0
1588.0,1516.0
1696.0,1694.0
1812.0,1840.0
1872.0,1956.0
1992.0,2120.0
2020.0,2232.0
1940.0,2248.0
1880.0,1900.0
1736.0,1668.0
1636.0,1540.0
1540.0,1480.0
1388.0,1376.0
1380.0,1416.0
1424.0,1364.0
1384.0,1332.0
1284.0,1308.0
1316.0,1316.0
1352.0,1340.0
1364.0,1336.0
1336.0,1348.0
1384.0,1412.0
1496.0,1472.0
1520.0,1428.0
1456.0,1440.0
1508.0,1496.0
1556.0,1536.0
1564.0,1500.0
1536.0,1556.0
1560.0,1640.0
1620.0,1688.0
1640.0,1680.0
1576.0,1764.0
1652.0,1880.0
1768.0,2040.0
1788.0,2128.0
1768.0,2200.0
1904.0,2320.0
1916.0,2360.0
1960.0,2388.0
2000.0,2432.0
2136.0,2536.0
2068.0,2464.0
2044.0,2420.0
2008.0,2116.0
2000.0,1900.0
1808.0,1576.0
1628.0,1376.0
1456.0,1288.0
1336.0,1204.0
1176.0,1116.0
1088.0,1020.0
936.0,928.0
892.0,868.0
812.0,832.0
772.0,784.0
716.0,720.0
712.0,708.0
648.0,664.0
600.0,618.0
572.0,608.0
588.0,592.0
516.0,556.0
448.0,468.0
416.0,456.0
360.0,400.0
288.0,312.0
228.0,240.0
192.0,188.0
156.0,162.0
128.0,124.0
112.0,112.0
96.0,90.0
76.0,84.0
68.0,68.0
56.0,60.0
52.0,52.0
48.0,52.0
40.0,48.0
36.0,52.0
32.0,48.0
32.0,48.0
36.0,56.0
36.0,64.0
32.0,96.0
44.0,120.0
48.0,148.0
60.0,160.0
72.0,200.0
124.0,272.0
184.0,344.0
288.0,428.0
452.0,592.0
900.0,900.0
1204.0,1128.0
1412.0,1221.0
1504.0,1404.0
1792.0,1720.0
1860.0,1904.0
1904.0,1992.0
1960.0,2020.0
2056.0,2184.0
2076.0,2292.0
1992.0,2328.0
1976.0,1996.0
1936.0,1788.0
1872.0,1660.0
1812.0,1588.0
1628.0,1484.0
1624.0,1500.0
1600.0,1472.0
1576.0,1440.0
1440.0,1380.0
1448.0,1448.0
1472.0,1452.0
1468.0,1460.0
1428.0,1468.0
1492.0,1532.0
1528.0,1572.0
1564.0,1560.0
1504.0,1560.0
1576.0,1616.0
1592.0,1628.0
1588.0,1612.0
1536.0,1644.0
1604.0,1728.0
1656.0,1768.0
1660.0,1788.0
1600.0,1820.0
1692.0,2000.0
1776.0,2136.0
1820.0,2168.0
1808.0,2280.0
1900.0,2392.0
1948.0,2404.0
1944.0,2464.0
2040.0,2520.0
2100.0,2608.0
2012.0,2552.0
2016.0,2552.0
1988.0,2320.0
1964.0,2192.0
1856.0,1784.0
1792.0,1544.0
1608.0,1376.0
1528.0,1300.0
1352.0,1224.0
1212.0,1120.0
988.0,996.0
940.0,920.0
844.0,852.0
820.0,820.0
752.0,772.0
752.0,764.0
696.0,724.0
648.0,696.0
620.0,684.0
632.0,696.0
592.0,628.0
520.0,564.0
468.0,560.0
396.0,512.0
312.0,384.0
256.0,340.0
196.0,316.0
164.0,196.0
140.0,152.0
112.0,128.0
104.0,108.0
80.0,92.0
76.0,72.0
60.0,64.0
52.0,56.0
44.0,56.0
36.0,48.0
32.0,48.0
32.0,44.0
28.0,48.0
32.0,56.0
32.0,64.0
32.0,100.0
40.0,128.0
44.0,140.0
60.0,176.0
76.0,200.0
124.0,264.0
192.0,324.0
260.0,424.0
444.0,576.0
852.0,884.0
1200.0,1060.0
1368.0,1128.0
1412.0,1340.0
1608.0,1548.0
1776.0,1740.0
1824.0,1980.0
1860.0,1944.0
2032.0,2044.0
2060.0,2172.0
1996.0,2172.0
1840.0,1876.0
1776.0,1696.0
1804.0,1644.0
1744.0,1600.0
1592.0,1528.0
1596.0,1504.0
1604.0,1488.0
1580.0,1472.0
1468.0,1452.0
1488.0,1492.0
1544.0,1512.0
1612.0,1548.0
1532.0,1584.0
1628.0,1620.0
1676.0,1648.0
1720.0,1708.0
1644.0,1700.0
1712.0,1716.0
1740.0,1712.0
1736.0,1715.0
1660.0,1700.0
1692.0,1772.0
1712.0,1772.0
1700.0,1804.0
1664.0,1892.0
1740.0,2044.0
1792.0,2160.0
1848.0,2204.0
1828.0,2304.0
1940.0,2348.0
1964.0,2412.0
1984.0,2420.0
2016.0,2448.0
2136.0,2532.0
2084.0,2460.0
2072.0,2380.0
2028.0,2136.0
1980.0,2028.0
1820.0,1808.0
1748.0,1568.0
1528.0,1384.0
1456.0,1332.0
1292.0,1256.0
1172.0,1172.0
1008.0,1064.0
992.0,1000.0
916.0,924.0
872.0,896.0
792.0,832.0
776.0,816.0
724.0,744.0
696.0,736.0
660.0,696.0
656.0,680.0
592.0,644.0
544.0,580.0
504.0,588.0
472.0,548.0
388.0,404.0
296.0,388.0
