81,101,21
34.0,28.0,14.0
31.0,24.0,11.0
27.0,21.0,9.0
23.0,17.0,9.0
20.0,14.0,7.0
19.0,13.0,6.0
17.0,13.0,5.0
15.0,11.0,6.0
15.0,10.0,4.0
11.0,8.0,4.0
10.0,8.0,4.0
10.0,7.0,4.0
9.0,6.0,3.0
9.0,7.0,3.0
9.0,7.0,4.0
8.0,7.0,4.0
10.0,6.0,4.0
10.0,6.0,5.0
14.0,8.0,6.5
17.0,11.0,9.0
22.0,11.0,12.0
30.5,12.0,16.0
43.0,15.0,25.0
51.0,21.0,28.0
60.0,23.0,33.0
65.5,37.0,48.0
69.0,55.0,67.0
76.0,77.5,93.0
81.5,70.0,96.0
92.5,78.0,107.0
93.5,97.0,134.0
102.5,109.0,146.0
108.0,112.0,158.0
109.0,121.0,168.5
106.0,121.5,178.0
108.0,122.0,134.5
100.5,113.5,120.0
114.0,118.0,106.0
106.5,115.0,99.0
106.0,113.0,93.0
108.0,108.0,87.0
108.0,105.0,86.0
111.0,107.0,83.0
116.0,108.0,82.0
119.0,101.0,79.0
120.0,101.0,80.0
123.0,103.0,80.0
129.0,109.5,80.0
131.0,109.0,82.0
135.0,111.0,83.0
132.0,114.0,87.0
134.0,119.0,86.0
136.0,114.0,84.0
135.0,115.5,83.0
139.0,113.5,85.0
139.0,119.0,84.0
143.0,118.0,85.0
149.0,117.0,84.0
154.0,119.0,88.0
154.0,120.0,85.0
152.0,125.0,86.0
156.0,125.0,87.0
168.5,137.0,85.0
173.0,143.0,80.0
180.0,139.0,84.0
180.0,142.0,80.0
184.5,142.0,79.0
189.0,143.0,76.0
199.0,144.0,75.0
185.5,146.0,75.5
172.5,145.0,74.0
159.0,139.0,67.0
140.0,133.5,70.5
128.0,132.0,70.5
112.5,119.0,70.0
100.0,107.5,66.5
100.0,103.0,67.0
90.0,98.5,67.0
87.0,88.0,67.0
89.5,86.0,57.0
92.0,78.5,60.0
94.0,72.5,54.0
85.0,68.0,51.0
83.0,65.0,47.0
88.0,64.0,46.0
89.0,64.0,44.0
83.0,58.0,42.5
75.0,58.0,41.0
75.0,59.0,43.0
76.0,56.0,41.0
71.0,50.0,37.0
69.0,46.0,33.0
61.0,47.0,26.0
56.0,42.0,24.0
49.0,42.0,22.0
43.0,37.0,18.0
40.0,31.0,14.0
34.0,27.0,13.0
29.0,23.0,11.5
27.0,20.0,10.0
23.0,17.0,9.0
20.0,14.0,7.0
17.5,13.0,6.0
15.0,11.5,6.0
15.0,11.0,5.0
14.0,9.5,5.0
14.0,9.0,4.0
11.0,8.0,4.0
11.0,8.0,4.0
11.0,8.0,4.0
11.0,8.0,4.0
10.0,8.0,4.0
12.0,7.0,5.0
12.0,8.0,6.0
15.0,9.0,7.0
17.0,11.0,10.0
22.0,12.0,12.0
30.0,13.0,16.0
42.0,17.0,24.0
50.0,22.0,27.0
57.0,22.0,29.0
64.0,34.0,42.0
66.0,50.0,57.5
69.0,71.0,79.0
73.5,62.0,77.0
