out,in
1480.0,1544.0
1476.0,1524.0
1492.0,1602.0
1522.0,1508.0
1534.0,1466.0
1474.0,1386.0
1452.0,1342.0
1328.0,1200.0
1196.0,1060.0
1050.0,950.0
982.0,916.0
872.0,824.0
810.0,763.5
720.0,692.0
670.0,664.0
605.0,596.0
570.0,568.0
524.0,536.0
494.0,530.0
468.0,490.0
432.0,456.0
412.0,454.0
412.0,452.0
390.0,452.0
366.0,452.0
360.0,480.0
344.0,480.0
320.0,436.0
292.0,444.0
268.0,440.0
228.0,364.0
200.0,300.0
172.0,264.0
146.0,216.0
124.0,182.0
104.0,156.0
88.0,137.0
76.0,120.0
60.0,104.0
56.0,88.0
48.0,84.0
44.0,80.0
40.0,80.0
40.0,64.0
36.0,64.0
32.0,64.0
36.0,64.0
40.0,60.0
40.0,60.0
40.0,72.0
52.0,76.0
64.0,72.0
68.0,76.0
95.0,88.0
148.0,110.0
216.0,116.0
224.0,142.0
208.0,162.0
232.0,198.0
306.0,216.0
308.0,266.0
326.0,296.0
412.0,350.0
576.0,430.0
632.0,510.0
672.5,554.0
696.0,644.0
836.0,706.0
942.0,762.0
918.0,834.0
1006.0,908.0
1082.0,970.5
1104.0,1044.0
1086.0,1032.0
1148.0,1102.0
1180.0,1152.0
1240.0,1150.0
1192.0,1158.0
1242.0,1208.0
1290.0,1202.0
1326.0,1202.0
1310.0,1200.0
1336.0,1232.0
1378.0,1226.0
1392.0,1240.0
1384.0,1246.0
1392.0,1286.0
1406.0,1272.0
1404.0,1270.0
1384.0,1276.0
1396.0,1284.0
1376.0,1274.0
1356.0,1272.0
1314.0,1256.0
1328.0,1296.0
1326.0,1296.0
1310.0,1284.0
1288.0,1278.0
1274.0,1292.0
1224.0,1272.0
1164.0,1188.0
1076.0,1182.0
1018.0,1138.0
894.0,1018.0
832.0,936.0
756.0,844.0
712.0,794.0
668.0,716.0
628.0,676.5
600.0,660.0
580.0,638.0
548.0,616.0
530.0,606.0
502.0,574.0
476.0,560.0
456.0,518.0
436.0,496.0
418.0,488.0
400.0,488.0
396.0,498.0
380.0,482.0
370.0,490.0
364.0,476.0
356.0,478.0
328.0,514.0
300.0,468.0
276.0,384.0
242.0,342.0
212.0,326.0
180.0,284.0
154.0,240.0
128.0,196.0
112.0,164.0
96.0,148.0
84.0,128.0
72.0,108.0
64.0,96.0
56.0,88.0
48.0,86.0
40.0,68.0
40.0,64.0
32.0,60.0
32.0,56.0
32.0,50.0
28.0,44.0
28.0,44.0
32.0,44.0
36.0,44.0
36.0,40.0
44.0,48.0
64.0,56.0
104.0,64.0
120.0,78.5
108.0,104.0
110.0,108.0
132.0,100.0
148.0,126.0
148.0,144.0
200.0,164.0
256.0,190.0
340.0,220.0
368.0,226.0
498.0,310.0
620.0,372.0
626.0,412.0
620.0,454.0
716.0,550.0
806.0,612.0
900.0,648.0
892.0,670.0
970.0,765.5
1032.0,818.0
1056.0,868.0
1068.0,913.5
1120.0,996.0
1172.0,1014.0
1224.0,1054.0
1196.0,1092.0
1258.0,1142.0
1306.5,1152.0
1370.0,1164.0
1338.0,1169.0
1334.0,1204.0
1356.0,1234.0
1376.0,1244.0
1296.0,1252.0
1256.0,1280.0
1236.0,1300.0
1204.0,1296.0
1154.0,1332.0
1120.0,1352.0
1130.0,1394.0
1100.0,1362.0
1066.0,1342.0
1032.0,1328.0
964.0,1264.0
936.0,1210.0
864.0,1144.0
776.0,1054.0
720.0,936.0
664.0,868.0
602.0,814.0
586.0,754.0
548.0,698.0
542.0,698.0
540.0,676.0
512.0,682.0
510.0,644.0
492.0,620.0
468.0,578.0
446.0,558.0
420.0,512.0
392.0,462.0
360.0,428.0
340.0,398.0
312.0,368.0
269.0,332.0
249.0,288.0
212.0,256.0
164.0,224.0
136.0,176.0
120.0,152.0
100.0,124.0
84.0,108.0
68.0,88.0
52.0,72.0
47.0,64.0
44.0,52.0
32.0,48.0
32.0,44.0
24.0,42.0
24.0,36.0
20.0,36.0
20.0,40.0
20.0,48.0
24.0,73.0
24.0,64.0
24.0,84.0
32.0,108.0
44.0,116.0
44.0,140.0
60.0,140.0
112.0,180.0
168.0,180.0
184.0,244.0
292.0,320.0
548.0,480.0
796.0,608.0
780.0,708.0
836.0,844.0
1052.0,952.0
1296.0,1064.0
1308.0,1184.0
1344.0,1248.0
1544.0,1344.0
1680.0,1460.0
1728.0,1484.0
1598.0,1356.0
1496.0,1240.0
1388.0,1112.0
1256.0,1048.0
1124.0,956.0
1092.0,996.0
1096.0,968.0
1052.0,944.0
992.0,912.0
976.0,924.0
984.0,944.0
964.0,964.0
948.0,972.0
1004.0,1028.0
1024.0,1048.0
1052.0,1036.0
1040.0,1052.0
1092.0,1084.0
1112.0,1080.0
1116.0,1096.0
1112.0,1104.0
1148.0,1156.0
1192.0,1168.0
1192.0,1188.0
1152.0,1220.0
1208.0,1359.0
1288.0,1384.0
1296.0,1424.0
1280.0,1500.0
1332.0,1592.0
1372.0,1588.0
1400.0,1572.0
1408.0,1624.0
1492.0,1724.0
1488.0,1624.0
1492.0,1608.0
1432.0,1448.0
1432.0,1388.0
1280.0,1168.0
1120.0,980.0
992.0,880.0
876.0,848.0
792.0,760.0
708.0,720.0
612.0,636.0
576.0,600.0
516.0,564.0
464.0,536.0
440.0,488.0
432.0,480.0
400.0,452.0
368.0,428.0
348.0,416.0
356.0,424.0
320.0,388.0
280.0,344.0
252.0,336.0
232.0,292.0
188.0,228.0
144.0,176.0
120.0,140.0
100.0,116.0
76.0,96.0
68.0,84.0
56.0,68.0
48.0,60.0
44.0,52.0
36.0,48.0
30.0,44.0
24.0,40.0
28.0,40.0
20.0,44.0
20.0,40.0
20.0,44.0
20.0,48.0
24.0,56.0
24.0,76.0
32.0,92.0
36.0,112.0
52.0,120.0
64.0,128.0
120.0,184.0
172.0,200.0
200.0,228.0
340.0,348.0
656.0,568.0
940.0,696.0
964.0,780.0
996.0,920.0
1212.0,1080.0
1412.0,1176.0
1476.0,1272.0
1464.0,1292.0
1600.0,1408.0
1792.0,1524.0
1788.0,1552.0
1640.0,1428.0
1580.0,1344.0
1524.0,1236.0
1476.0,1180.0
1288.0,1124.0
1264.0,1108.0
1248.0,1060.0
1163.0,1044.0
1072.0,1000.0
1076.0,1028.0
1088.0,1028.0
1088.0,1032.0
1060.0,1040.0
1084.0,1088.0
1116.0,1096.0
1124.0,1112.0
1108.0,1104.0
1144.0,1144.0
1172.0,1140.0
1160.0,1152.0
1152.0,1152.0
1196.0,1216.0
1236.0,1240.0
1224.0,1248.0
1178.0,1288.0
1248.0,1440.0
1308.0,1480.0
1308.0,1520.0
1315.0,1536.0
1360.0,1628.0
1416.0,1625.0
1436.0,1628.0
1468.0,1680.0
1532.0,1728.0
1484.0,1676.0
1504.0,1636.0
1456.0,1508.0
1496.0,1452.0
1348.0,1284.0
1232.0,1108.0
1132.0,988.0
1012.0,944.0
920.0,836.0
796.0,772.0
664.0,680.0
612.0,644.0
560.0,600.0
500.0,576.0
464.0,528.0
468.0,520.0
436.0,496.0
408.0,476.0
396.0,456.0
396.0,488.0
376.0,436.0
332.0,424.0
288.0,404.0
252.0,372.0
192.0,288.0
164.0,268.0
136.0,228.0
104.0,148.0
92.0,112.0
68.0,100.0
60.0,80.0
48.0,68.0
48.0,56.0
36.0,52.0
28.0,48.0
28.0,44.0
24.0,40.0
24.0,40.0
20.0,40.0
20.0,44.0
20.0,48.0
24.0,52.0
20.0,80.0
28.0,104.0
32.0,112.0
48.0,132.0
68.0,136.0
120.0,180.0
188.0,192.0
204.0,236.0
324.0,320.0
620.0,540.0
896.0,652.0
940.0,728.0
960.0,916.0
1136.0,1004.0
1336.0,1108.0
1340.0,1232.0
1352.0,1200.0
1556.0,1332.0
1680.0,1408.0
1684.0,1428.0
1536.0,1320.0
1428.0,1232.0
1424.0,1170.0
1337.0,1148.0
1236.0,1100.0
1192.0,1096.0
1200.0,1056.0
1140.0,1028.0
1080.0,1004.0
1088.0,1032.0
1128.0,1040.0
1168.0,1080.0
1160.0,1076.0
1180.0,1140.0
1220.0,1148.0
1248.0,1212.0
1212.0,1204.0
1240.0,1236.0
1280.0,1204.0
1248.0,1236.0
1212.0,1236.0
1240.0,1228.0
1276.0,1232.0
1236.0,1288.0
1204.0,1320.0
1252.0,1424.0
1276.0,1468.0
1336.0,1520.0
1344.0,1572.0
1392.0,1656.0
1412.0,1632.0
1456.0,1604.0
1500.0,1636.0
1564.0,1708.0
1516.0,1644.0
1528.0,1592.0
1492.0,1476.0
1476.0,1436.0
1344.0,1316.0
1224.0,1116.0
1120.0,996.0
992.0,952.0
896.0,888.0
800.0,796.0
656.0,708.0
640.0,696.0
576.0,640.0
540.0,604.0
484.0,544.0
472.0,552.0
448.0,512.0
432.0,500.0
408.0,472.0
400.0,484.0
384.0,456.0
348.0,424.0
308.0,432.0
292.0,416.0
248.0,312.0
184.0,320.0
