,01_1,02_1,02_2,03_1,03_2,04_1,04_2,05_1,05_2,06_1,06_2,07_1,08_1,08_2,10_1,11_1,11_2,12_1,12_2
2015-01-07 00:45:00,1.0,2.0,3.0,4.0,0.0,9.0,3.0,3.0,0.0,2.0,0.0,3.0,7.0,3.0,2.0,2.0,0.0,1.0,0.0
2015-01-07 01:00:00,1.0,1.0,3.0,3.0,0.0,7.0,2.0,3.0,0.0,1.0,0.0,2.0,6.0,3.0,2.0,2.0,0.0,1.0,0.0
2015-01-07 01:15:00,0.0,1.0,2.0,3.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,2.0,5.0,3.0,2.0,2.0,0.0,1.0,0.0
2015-01-07 01:30:00,0.0,1.0,2.0,2.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0
2015-01-07 01:45:00,0.0,1.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0
2015-01-07 02:00:00,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0
2015-01-07 02:15:00,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
2015-01-07 02:30:00,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
2015-01-07 02:45:00,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
2015-01-07 03:00:00,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
2015-01-07 03:15:00,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
2015-01-07 03:30:00,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 03:45:00,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
2015-01-07 04:00:00,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
2015-01-07 04:15:00,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-07 04:30:00,0.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
2015-01-07 04:45:00,0.0,0.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
2015-01-07 05:00:00,0.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0
2015-01-07 05:15:00,1.0,2.0,7.0,5.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,3.0,0.0
2015-01-07 05:30:00,1.0,4.0,9.0,10.0,1.0,8.0,2.0,1.0,0.0,2.0,0.0,1.0,9.0,3.0,2.0,1.0,0.0,4.0,0.0
2015-01-07 05:45:00,4.0,6.0,13.0,17.0,2.0,9.0,2.0,2.0,0.0,2.0,0.0,3.0,11.0,5.0,4.0,2.0,0.0,5.0,0.0
2015-01-07 06:00:00,5.0,13.0,21.0,22.0,4.0,12.0,4.0,3.0,0.0,6.0,0.0,5.0,17.0,4.0,4.0,3.0,0.0,6.0,0.0
2015-01-07 06:15:00,11.0,33.0,45.0,42.0,12.0,16.0,4.0,5.0,1.0,6.0,1.0,9.0,22.0,6.0,7.0,5.0,0.0,8.0,1.0
2015-01-07 06:30:00,18.0,47.0,70.0,56.0,22.0,20.0,5.0,7.0,1.0,11.0,1.0,10.0,27.0,10.0,9.0,7.0,0.0,12.0,2.0
2015-01-07 06:45:00,30.0,60.0,87.0,67.0,33.0,22.0,7.0,9.0,1.0,13.0,2.0,13.0,32.0,16.0,13.0,11.0,1.0,15.0,2.0
2015-01-07 07:00:00,34.0,54.0,86.0,58.0,28.0,26.0,10.0,9.0,1.0,11.0,2.0,15.0,39.0,22.0,12.0,10.0,1.0,17.0,3.0
2015-01-07 07:15:00,42.0,67.0,104.0,62.0,30.0,27.0,14.0,10.0,1.0,11.0,3.0,17.0,47.0,28.0,16.0,13.0,1.0,23.0,5.0
2015-01-07 07:30:00,41.0,79.0,116.0,63.0,35.0,29.0,15.0,13.0,2.0,15.0,4.0,20.0,49.0,34.0,21.0,14.0,2.0,29.0,9.0
2015-01-07 07:45:00,46.0,91.0,129.0,66.0,41.0,30.0,16.0,13.0,3.0,18.0,4.0,25.0,49.0,40.0,25.0,17.0,3.0,27.0,10.0
2015-01-07 08:00:00,44.0,85.0,125.0,70.0,41.0,32.0,19.0,17.0,5.0,20.0,6.0,23.0,52.0,43.0,28.0,18.0,3.0,28.0,12.0
2015-01-07 08:15:00,47.0,82.0,122.0,68.0,42.0,32.0,20.0,21.0,7.0,22.0,6.0,27.0,56.0,48.0,28.0,20.0,5.0,31.0,13.0
2015-01-07 08:30:00,42.0,80.0,116.0,70.0,49.0,30.0,19.0,19.0,6.0,21.0,6.0,31.0,56.0,52.0,34.0,24.0,7.0,31.0,14.0
2015-01-07 08:45:00,40.0,78.0,110.0,74.0,50.0,28.0,17.0,19.0,7.0,19.0,5.0,32.0,53.0,50.0,37.0,25.0,7.0,28.0,12.0
2015-01-07 09:00:00,38.0,75.0,109.0,69.0,44.0,27.0,15.0,15.0,4.0,18.0,5.0,31.0,49.0,46.0,35.0,23.0,6.0,23.0,8.0
2015-01-07 09:15:00,34.0,68.0,105.0,66.0,40.0,26.0,14.0,16.0,4.0,18.0,5.0,29.0,43.0,40.0,36.0,21.0,5.0,20.0,6.0
2015-01-07 09:30:00,30.0,63.0,102.0,64.0,34.0,29.0,14.0,14.0,3.0,18.0,5.0,27.0,42.0,38.0,38.0,20.0,4.0,20.0,6.0
2015-01-07 09:45:00,28.0,54.0,94.0,63.0,31.5,29.0,14.0,15.0,4.0,17.0,5.0,27.0,41.0,36.0,38.0,20.0,4.0,18.0,5.0
2015-01-07 10:00:00,21.0,43.0,78.0,52.0,22.0,30.0,15.0,13.0,3.0,17.0,5.0,26.0,42.0,34.0,35.0,19.0,3.0,18.0,4.0
2015-01-07 10:15:00,20.0,40.0,72.0,49.0,20.0,31.0,15.0,13.0,3.0,18.0,5.0,27.0,43.0,34.0,35.0,18.0,3.0,19.0,4.0
2015-01-07 10:30:00,19.0,39.0,75.0,51.0,21.0,32.0,17.0,13.0,3.0,19.0,5.0,27.0,45.0,37.0,36.0,19.0,4.0,19.0,4.0
2015-01-07 10:45:00,19.0,37.0,72.0,49.0,20.0,35.0,19.0,15.0,3.0,18.0,6.0,28.0,47.0,38.0,36.0,19.0,3.0,19.0,4.0
2015-01-07 11:00:00,15.0,32.0,59.0,43.0,16.0,38.0,21.0,14.0,3.0,18.0,6.0,27.0,51.0,39.0,33.0,20.0,4.0,20.0,5.0
2015-01-07 11:15:00,15.0,33.0,62.0,43.0,16.0,41.0,23.0,16.0,4.0,19.0,6.0,28.0,52.0,41.0,33.0,19.0,3.0,20.0,4.0
2015-01-07 11:30:00,16.0,36.0,67.0,45.0,19.0,42.0,26.0,16.0,3.0,21.0,5.0,28.0,53.0,42.0,33.0,20.0,4.0,21.0,5.0
2015-01-07 11:45:00,19.0,40.0,69.0,47.5,21.0,43.0,27.0,18.0,5.0,21.0,6.0,30.0,53.5,44.0,34.0,20.0,4.0,22.0,5.0
2015-01-07 12:00:00,17.0,35.0,66.0,45.0,19.0,45.0,30.0,17.0,4.0,20.0,6.0,30.0,62.0,51.0,34.0,23.0,5.0,22.0,6.0
2015-01-07 12:15:00,17.0,37.0,69.0,49.0,20.0,47.0,32.0,17.0,5.0,20.0,6.0,32.0,59.0,50.0,36.0,23.0,5.0,22.0,7.0
2015-01-07 12:30:00,20.0,39.0,75.0,52.0,23.0,45.0,30.0,16.0,5.0,22.0,7.0,31.0,56.0,46.0,35.0,24.0,5.0,22.0,6.0
2015-01-07 12:45:00,22.0,41.0,76.0,53.0,24.0,43.0,28.0,18.0,4.0,21.0,7.0,33.0,55.0,45.5,38.0,24.0,5.0,21.0,6.0
2015-01-07 13:00:00,19.0,38.0,68.0,49.0,22.0,46.0,30.0,17.0,4.0,20.0,6.0,32.0,56.0,46.0,36.0,22.0,5.0,20.0,6.0
2015-01-07 13:15:00,19.0,40.0,72.0,49.0,23.0,47.5,30.0,18.0,5.0,22.0,6.0,32.0,55.0,46.0,35.0,22.0,5.0,20.0,5.0
2015-01-07 13:30:00,20.0,40.0,73.0,51.0,23.0,48.0,31.0,18.0,5.0,24.0,8.0,30.0,55.0,46.0,39.0,22.0,5.0,21.0,5.0
2015-01-07 13:45:00,21.0,41.0,70.0,47.0,21.0,47.0,30.0,18.0,5.0,23.0,7.0,31.0,57.0,48.0,37.0,20.0,4.0,20.0,6.0
2015-01-07 14:00:00,18.0,34.0,61.0,43.0,17.0,50.0,35.0,18.0,4.0,22.0,6.0,30.0,61.0,49.0,37.0,22.0,5.0,22.0,6.0
2015-01-07 14:15:00,19.0,34.0,63.0,42.0,18.0,53.0,39.0,19.5,5.0,23.0,7.0,31.0,62.0,50.0,37.0,21.0,4.0,23.0,6.0
2015-01-07 14:30:00,19.0,36.0,63.0,42.0,18.0,56.0,41.0,20.0,6.0,25.0,7.0,31.0,64.0,53.0,38.0,21.0,4.0,23.0,7.0
2015-01-07 14:45:00,20.5,35.0,59.5,41.0,18.0,56.5,41.5,20.0,6.0,24.0,7.0,30.0,67.5,56.0,36.0,22.0,4.5,25.0,8.0
2015-01-07 15:00:00,17.0,33.0,53.0,37.0,16.0,64.5,52.0,20.0,6.0,23.0,7.0,32.0,78.0,64.0,36.0,23.0,5.0,27.0,9.0
2015-01-07 15:15:00,18.0,34.0,57.0,38.0,17.0,68.0,58.0,20.0,6.0,24.0,7.0,33.0,77.0,65.0,33.0,21.0,5.0,28.0,9.0
2015-01-07 15:30:00,18.0,36.0,55.0,37.0,17.0,75.0,66.0,21.0,7.0,24.0,7.0,33.0,87.0,76.0,35.0,24.0,6.0,32.0,13.0
2015-01-07 15:45:00,20.0,36.0,55.0,37.0,18.0,74.0,66.0,22.0,8.0,24.0,8.0,33.0,84.0,76.0,33.0,25.0,6.0,32.0,14.5
2015-01-07 16:00:00,20.0,35.0,50.0,35.0,17.0,75.5,69.0,23.0,8.0,24.0,7.0,33.0,89.0,79.5,34.0,27.0,7.0,37.5,19.0
2015-01-07 16:15:00,22.0,39.0,55.0,37.0,20.0,72.0,65.0,22.0,7.0,24.0,8.0,36.0,83.0,75.0,34.0,26.0,8.0,37.0,20.0
2015-01-07 16:30:00,22.0,42.0,57.0,36.0,19.0,71.0,63.0,22.0,8.0,25.0,8.0,37.0,80.0,73.0,35.0,30.0,10.0,44.0,27.0
2015-01-07 16:45:00,27.0,50.0,64.0,40.0,22.0,69.0,61.0,23.0,8.0,25.0,9.0,34.0,76.0,68.0,37.0,29.0,9.0,41.0,25.0
2015-01-07 17:00:00,28.0,52.0,68.0,39.0,22.0,73.0,64.0,24.0,8.0,24.0,8.0,37.0,84.0,75.0,41.0,34.0,12.0,48.0,32.0
2015-01-07 17:15:00,33.0,59.5,77.0,44.0,25.0,75.0,67.5,25.0,10.0,24.0,8.0,36.0,79.0,72.5,40.0,31.0,11.0,47.0,32.0
2015-01-07 17:30:00,35.0,63.0,86.0,43.0,27.0,67.0,57.0,24.0,8.0,24.0,8.0,34.0,74.0,67.0,39.0,30.0,10.0,44.0,28.0
2015-01-07 17:45:00,36.0,67.0,91.0,45.0,27.0,63.0,51.0,25.0,8.0,23.0,7.0,33.0,68.0,61.0,38.0,30.0,10.0,35.0,19.0
2015-01-07 18:00:00,32.0,60.5,86.0,44.0,25.0,58.0,45.0,23.0,7.0,21.0,6.0,32.0,66.0,57.0,36.5,28.0,8.0,31.0,14.0
2015-01-07 18:15:00,29.0,54.0,71.0,44.0,24.0,53.0,39.0,20.0,6.0,20.0,6.0,29.0,59.0,51.0,33.0,25.0,6.0,25.0,9.0
2015-01-07 18:30:00,24.0,49.0,63.0,42.0,21.0,47.0,31.5,18.0,4.0,19.0,5.0,29.0,53.0,44.0,29.5,21.0,4.0,19.0,5.0
2015-01-07 18:45:00,21.0,41.0,55.0,40.0,18.0,41.0,26.0,16.0,4.0,17.0,4.0,27.0,46.0,38.0,29.0,19.0,3.0,17.0,4.0
2015-01-07 19:00:00,18.0,33.0,46.0,37.0,16.0,41.0,25.0,16.0,3.0,17.0,4.0,24.0,44.0,34.0,26.0,18.0,3.0,16.0,3.0
2015-01-07 19:15:00,17.0,30.0,39.5,34.0,14.0,37.0,19.0,14.0,3.0,15.5,4.0,23.0,41.0,31.0,25.0,18.0,2.0,14.0,2.0
2015-01-07 19:30:00,14.0,24.0,33.0,31.0,10.0,34.0,17.0,14.0,2.0,13.0,3.0,22.0,38.0,29.0,25.0,18.0,2.0,15.0,2.0
2015-01-07 19:45:00,13.0,21.0,28.0,29.0,9.0,31.5,16.0,13.0,2.0,12.0,3.0,19.0,38.0,28.0,22.0,14.5,2.0,13.0,2.0
2015-01-07 20:00:00,10.0,19.0,23.5,25.0,8.0,33.0,17.5,12.0,2.0,13.0,2.5,17.0,38.0,26.0,19.0,14.0,2.0,12.0,2.0
2015-01-07 20:15:00,9.5,18.0,22.0,24.0,7.0,31.0,15.0,12.0,2.0,12.0,2.0,17.0,35.0,22.5,17.0,12.0,1.0,11.0,1.0
2015-01-07 20:30:00,8.0,16.0,19.0,22.0,6.0,32.0,15.0,11.0,2.0,11.0,2.0,14.0,33.0,22.0,15.0,12.0,1.0,11.0,1.0
2015-01-07 20:45:00,8.0,15.0,19.0,22.0,6.0,29.0,14.0,11.0,2.0,10.0,2.0,15.0,34.0,22.0,14.0,11.0,1.0,10.0,1.0
2015-01-07 21:00:00,7.0,15.0,17.0,21.0,6.0,30.0,13.0,11.0,2.0,10.0,2.0,14.0,34.0,21.0,14.0,12.0,1.0,11.0,1.0
2015-01-07 21:15:00,8.0,16.0,19.0,21.0,6.0,31.0,14.0,11.0,1.0,10.0,2.0,14.0,33.0,21.0,14.0,10.0,1.0,11.0,1.0
2015-01-07 21:30:00,8.0,15.0,17.0,21.0,5.0,31.0,14.0,10.0,1.0,9.0,1.0,13.0,35.5,21.0,13.0,11.0,1.0,10.0,1.0
2015-01-07 21:45:00,7.0,15.0,17.0,21.0,5.0,30.0,13.0,10.0,1.0,8.0,1.0,13.5,37.0,22.0,12.0,10.0,1.0,10.0,1.0
2015-01-07 22:00:00,7.0,14.0,18.0,22.0,5.5,32.0,14.0,9.0,1.0,9.0,1.0,13.0,34.0,21.0,11.0,11.0,1.0,10.0,1.0
2015-01-07 22:15:00,7.0,14.0,17.5,21.0,5.0,30.0,13.0,9.0,1.0,8.0,1.0,12.0,33.5,20.0,11.0,9.0,1.0,9.0,1.0
2015-01-07 22:30:00,6.0,12.5,16.0,19.0,4.0,29.0,12.0,8.0,1.0,8.0,1.0,10.0,30.0,17.0,9.0,9.0,1.0,8.0,0.0
2015-01-07 22:45:00,5.0,11.0,14.0,17.0,4.0,27.0,11.0,8.0,1.0,7.0,1.0,11.0,32.0,17.0,8.0,8.0,0.0,8.0,0.0
2015-01-07 23:00:00,5.0,9.0,12.0,16.0,3.0,23.0,9.0,7.0,1.0,6.0,1.0,9.0,25.0,15.0,7.0,8.0,0.0,6.0,0.0
2015-01-07 23:15:00,5.0,8.0,11.0,15.0,3.0,21.0,8.0,7.0,0.0,5.0,1.0,8.0,21.0,11.0,6.0,6.0,0.0,4.0,0.0
2015-01-07 23:30:00,3.0,6.0,9.0,12.0,2.0,19.0,7.0,6.0,0.0,5.0,1.0,6.0,16.0,9.0,6.0,6.0,0.0,3.0,0.0
2015-01-07 23:45:00,3.0,5.0,7.0,10.0,2.0,17.0,6.0,7.0,0.0,5.0,1.0,7.0,15.0,8.0,4.0,4.0,0.0,3.0,0.0
