,02_1,03_1,05_1,05_2,06_1,07_1,09_1,09_2,11_1,11_2,11_3,12_1,65_1,65_2,66_1,67_1,67_2,68_1,69_1,70_1,71_1,71_2
2015-01-05 01:30:00,2.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0
2015-01-05 01:45:00,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0
2015-01-05 02:00:00,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0
2015-01-05 02:15:00,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0
2015-01-05 02:30:00,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-05 02:45:00,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-05 03:00:00,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
2015-01-05 03:15:00,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0
2015-01-05 03:30:00,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-05 03:45:00,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2015-01-05 04:00:00,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2015-01-05 04:15:00,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-05 04:30:00,2.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
2015-01-05 04:45:00,2.0,1.0,7.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0
2015-01-05 05:00:00,3.0,1.0,9.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,14.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0
2015-01-05 05:15:00,3.0,1.0,15.0,3.0,1.0,2.0,6.0,1.0,2.0,3.0,0.0,1.0,20.0,5.0,1.0,0.0,0.0,1.0,0.0,2.5,4.0,0.0
2015-01-05 05:30:00,3.0,1.0,20.0,5.0,2.0,1.0,8.0,2.0,3.0,6.0,1.0,1.0,27.0,7.0,2.0,0.0,0.0,2.0,1.0,4.0,6.0,1.0
2015-01-05 05:45:00,5.0,1.0,31.0,9.0,3.0,2.0,12.0,4.0,6.0,7.0,1.0,2.0,42.0,14.0,1.0,0.0,0.0,2.0,1.0,7.0,6.0,1.0
2015-01-05 06:00:00,6.0,2.0,42.0,17.0,3.0,3.0,18.0,7.0,9.0,12.0,2.0,3.0,57.0,26.0,2.0,0.0,1.0,3.0,2.0,11.0,11.0,2.0
2015-01-05 06:15:00,9.0,3.0,55.0,32.0,5.0,4.0,20.0,10.0,16.0,19.0,5.0,4.0,71.0,40.0,6.0,1.0,0.0,4.0,3.0,18.0,18.0,4.0
2015-01-05 06:30:00,13.0,4.0,76.0,63.0,8.0,7.0,22.0,16.0,27.0,30.0,13.0,7.0,92.0,74.0,9.0,2.0,1.0,4.0,5.0,31.0,29.0,12.0
2015-01-05 06:45:00,18.0,6.0,97.0,92.0,11.0,9.0,25.0,20.0,35.0,32.0,19.0,10.0,114.0,102.0,13.0,2.0,1.0,5.0,5.0,39.0,31.0,19.0
2015-01-05 07:00:00,20.0,9.0,110.0,112.0,10.0,8.0,32.0,27.0,33.0,37.0,23.0,11.0,133.0,130.0,15.0,4.0,2.0,7.0,7.0,38.0,41.0,22.0
2015-01-05 07:15:00,24.0,8.0,121.0,129.0,12.0,11.0,33.0,32.0,47.0,45.0,33.0,12.0,146.0,147.0,22.0,5.0,3.0,10.0,7.0,53.0,50.0,33.0
2015-01-05 07:30:00,29.0,10.0,132.5,146.0,18.0,14.0,37.5,37.0,50.0,55.5,47.0,16.0,159.5,158.5,32.0,7.5,6.0,13.0,9.0,55.5,67.0,49.0
2015-01-05 07:45:00,35.0,16.0,135.5,153.0,21.0,17.0,36.0,35.0,58.5,76.0,73.5,19.0,161.5,157.0,44.0,13.0,9.0,16.0,11.0,66.0,93.0,80.0
2015-01-05 08:00:00,37.0,22.0,126.0,148.0,26.0,21.0,37.0,38.0,61.0,72.0,75.5,18.0,152.0,148.0,51.0,13.0,11.0,18.0,12.0,73.0,89.5,84.5
2015-01-05 08:15:00,40.0,28.0,121.0,141.5,27.0,25.0,40.0,42.0,60.0,68.0,72.5,19.0,151.0,142.0,57.0,15.0,16.0,22.0,13.0,77.0,87.5,87.0
2015-01-05 08:30:00,36.0,19.0,124.0,147.0,30.0,25.0,43.0,47.0,60.0,63.0,69.0,20.0,155.0,150.0,64.0,13.0,12.0,21.0,12.0,73.0,75.0,80.0
2015-01-05 08:45:00,36.0,22.0,124.0,144.0,32.0,20.0,40.0,42.0,59.0,54.0,54.0,21.0,150.5,140.0,74.0,10.0,7.0,18.0,9.0,75.0,66.0,59.5
2015-01-05 09:00:00,35.0,17.0,103.0,114.0,26.0,20.0,35.0,34.0,51.0,52.0,48.0,18.0,130.0,112.0,49.0,9.0,6.0,15.0,9.0,63.0,60.0,51.0
2015-01-05 09:15:00,30.0,15.0,92.0,96.0,22.0,20.5,32.0,30.0,51.0,51.0,47.0,18.0,116.0,94.0,40.0,9.0,6.0,14.5,7.5,59.0,60.0,52.0
2015-01-05 09:30:00,29.0,14.0,87.0,88.5,23.0,21.0,31.5,29.0,51.0,52.0,47.0,19.0,111.0,87.0,37.0,10.0,6.0,14.0,7.0,59.0,60.0,51.5
2015-01-05 09:45:00,31.0,15.0,83.0,83.0,26.0,23.0,31.0,28.0,56.0,53.0,50.0,18.0,105.0,77.0,40.0,9.0,6.0,15.0,7.0,63.0,61.0,55.0
2015-01-05 10:00:00,28.0,15.0,76.0,71.0,24.0,23.0,31.0,27.0,50.0,52.0,47.0,17.0,98.0,68.0,35.0,9.5,7.0,13.0,6.0,59.0,60.0,52.0
2015-01-05 10:15:00,27.0,14.0,76.0,68.0,22.0,24.0,29.0,26.0,47.0,52.0,47.0,16.5,97.0,66.0,34.0,9.0,7.0,13.0,6.0,56.0,61.0,51.0
2015-01-05 10:30:00,28.0,14.0,75.0,69.0,23.0,25.0,30.0,26.0,50.0,55.0,49.0,16.0,98.0,66.0,35.0,10.0,7.0,15.0,7.0,58.0,62.0,54.0
2015-01-05 10:45:00,29.0,15.0,72.0,67.0,24.0,26.0,29.0,26.0,53.0,58.0,53.0,19.0,95.0,61.0,36.5,10.0,7.0,15.0,7.0,61.0,65.0,57.0
2015-01-05 11:00:00,27.0,14.0,71.0,63.0,24.0,26.0,30.0,25.0,50.0,55.0,51.0,17.0,94.0,61.0,33.0,10.0,7.0,15.0,6.0,58.0,62.0,55.0
2015-01-05 11:15:00,29.0,15.0,74.0,67.0,25.0,28.0,29.0,27.0,52.0,55.0,53.0,18.0,95.0,63.0,36.0,11.0,7.0,16.0,6.0,60.0,64.0,58.0
2015-01-05 11:30:00,30.5,15.0,71.5,67.5,27.0,28.0,31.0,28.0,53.0,57.0,54.5,18.0,96.0,63.0,38.0,12.0,8.0,16.0,6.0,62.0,68.0,60.0
2015-01-05 11:45:00,30.0,15.0,72.0,72.0,25.0,29.0,31.0,27.0,55.5,60.0,56.5,20.0,96.0,64.0,42.0,13.0,8.0,16.0,7.0,65.0,68.0,62.0
2015-01-05 12:00:00,30.0,15.0,75.0,69.5,25.0,29.0,30.0,29.0,58.0,60.0,58.5,20.0,98.5,64.0,39.0,12.0,9.0,17.0,7.0,65.0,71.0,64.0
2015-01-05 12:15:00,31.0,15.0,75.0,73.0,25.5,29.0,31.5,29.0,58.0,64.5,63.0,21.0,98.0,66.0,40.0,12.0,8.0,17.0,7.0,65.5,75.0,70.0
2015-01-05 12:30:00,31.0,15.0,78.0,74.0,26.0,29.0,32.0,29.0,58.0,67.0,67.0,23.0,102.5,67.5,40.5,12.0,9.0,18.0,7.0,65.0,76.0,73.0
2015-01-05 12:45:00,31.0,15.0,79.0,77.0,25.0,28.0,31.0,28.0,61.0,67.0,66.0,23.0,102.0,67.0,43.0,12.0,9.0,18.0,8.0,70.0,76.0,73.0
2015-01-05 13:00:00,30.0,16.0,78.0,74.0,26.0,30.0,32.0,28.0,60.0,65.0,65.0,23.0,103.0,65.0,42.0,13.0,9.0,19.0,8.0,69.0,75.0,71.0
2015-01-05 13:15:00,31.0,16.0,78.0,78.0,27.0,30.0,30.0,28.0,61.0,66.0,66.0,22.0,101.0,66.0,44.0,12.0,9.0,18.0,7.0,69.0,76.0,72.0
2015-01-05 13:30:00,32.0,16.0,82.5,80.0,28.0,30.0,33.0,29.0,58.0,67.0,66.0,23.0,106.0,71.0,43.5,13.0,9.0,18.0,7.0,67.0,78.0,74.0
2015-01-05 13:45:00,32.0,17.0,79.0,78.0,29.0,33.0,31.0,29.0,61.0,69.0,69.0,24.0,102.0,70.0,45.0,12.5,9.5,18.0,7.0,70.0,79.5,76.0
2015-01-05 14:00:00,31.0,17.0,78.0,76.0,27.0,32.0,32.0,30.0,61.0,73.0,72.0,24.0,104.0,70.0,40.0,13.0,11.0,18.0,8.0,71.0,84.0,79.0
2015-01-05 14:15:00,32.0,18.0,82.0,79.0,25.0,33.0,33.0,30.0,66.0,79.0,81.0,24.0,106.0,72.0,43.0,15.0,11.0,19.0,7.0,75.0,91.0,90.0
2015-01-05 14:30:00,34.0,21.0,83.0,80.0,25.0,35.0,35.0,33.0,69.0,89.0,96.0,26.0,109.0,77.0,45.0,17.0,14.0,19.0,8.0,81.0,107.0,107.0
2015-01-05 14:45:00,35.0,24.0,83.0,83.0,28.0,35.0,34.0,35.0,82.0,91.0,108.0,27.0,109.0,75.0,47.0,17.0,15.0,19.0,7.0,98.0,106.0,120.0
2015-01-05 15:00:00,35.0,22.0,89.0,92.0,30.0,33.0,38.0,40.0,71.0,79.5,87.0,26.0,119.0,87.0,54.0,16.0,14.0,20.0,8.0,86.0,95.0,100.0
2015-01-05 15:15:00,34.5,19.0,92.0,98.5,29.0,34.0,40.0,41.0,68.0,81.0,88.0,29.0,124.0,93.5,53.0,15.0,13.0,21.0,7.0,77.0,97.0,100.0
2015-01-05 15:30:00,34.0,18.0,91.0,92.0,28.0,34.0,37.0,39.0,68.0,87.0,95.0,32.0,118.0,87.0,50.0,16.0,12.5,22.0,8.0,77.0,103.0,106.0
2015-01-05 15:45:00,35.0,19.0,83.0,83.0,29.0,36.0,35.0,34.0,70.5,93.0,105.0,35.0,109.0,78.0,46.0,16.0,13.0,22.5,7.0,79.0,108.0,116.0
2015-01-05 16:00:00,34.0,20.0,83.0,82.0,27.0,36.0,36.0,36.0,72.0,102.0,114.0,37.0,112.0,81.0,43.0,16.0,14.0,24.0,7.0,82.0,117.0,125.0
2015-01-05 16:15:00,35.0,21.0,84.5,84.0,28.0,34.0,35.0,34.5,74.0,109.0,122.5,37.0,112.5,82.0,42.5,16.0,13.0,22.0,6.0,85.0,127.5,136.0
2015-01-05 16:30:00,34.0,20.0,85.0,83.0,29.0,32.0,37.0,36.0,77.0,110.0,122.0,39.0,114.0,84.0,43.0,17.0,14.0,21.0,7.0,87.0,129.0,136.0
2015-01-05 16:45:00,33.0,20.0,86.0,88.0,29.0,30.0,33.0,32.0,78.0,116.0,129.0,39.0,112.0,83.0,44.0,15.0,13.0,21.0,6.0,87.0,133.0,141.0
2015-01-05 17:00:00,33.5,21.0,89.0,90.0,30.0,32.0,34.0,35.0,80.0,125.0,138.5,39.0,117.0,87.5,43.0,19.0,16.0,21.0,7.0,91.0,148.0,153.0
2015-01-05 17:15:00,35.0,24.0,83.0,83.0,28.5,34.0,33.0,33.0,85.5,138.5,154.0,39.0,108.0,77.0,43.0,17.0,16.0,21.0,7.0,97.0,156.0,169.0
2015-01-05 17:30:00,33.0,24.0,77.0,74.0,27.0,32.0,33.0,33.5,91.0,131.0,149.0,40.0,103.5,73.0,40.0,17.0,16.0,21.0,7.0,102.5,151.5,163.0
2015-01-05 17:45:00,32.0,24.0,73.0,70.0,27.0,31.0,29.0,27.0,93.0,127.0,144.5,41.0,97.0,65.0,40.0,15.0,13.0,19.0,6.0,104.0,144.0,158.0
2015-01-05 18:00:00,32.0,21.0,73.0,70.0,27.0,27.0,28.0,26.0,91.0,114.0,134.0,40.0,96.0,63.0,37.0,15.0,13.0,19.0,6.0,97.0,132.0,147.0
2015-01-05 18:15:00,31.0,19.0,69.5,64.0,25.5,26.0,25.5,23.0,87.0,104.0,120.0,39.0,91.0,56.0,36.0,12.0,10.0,18.0,5.0,94.0,116.5,128.0
2015-01-05 18:30:00,29.0,17.0,62.0,55.0,23.0,25.0,25.0,22.0,77.0,87.0,97.0,31.0,83.0,51.0,30.0,10.0,8.0,15.0,5.0,85.0,97.0,105.0
2015-01-05 18:45:00,28.5,17.0,56.0,45.0,22.0,24.5,24.0,21.0,72.0,76.0,85.0,30.0,76.0,44.0,26.5,9.0,7.0,15.0,5.0,80.0,85.0,91.0
2015-01-05 19:00:00,25.0,14.0,56.0,44.0,22.0,24.0,24.0,19.0,67.0,66.0,73.0,27.0,76.0,41.5,24.0,9.0,7.0,14.0,5.0,73.0,74.0,78.0
2015-01-05 19:15:00,25.0,16.0,58.0,49.0,25.0,21.0,23.0,19.0,67.0,61.0,61.0,26.0,76.0,44.0,28.0,9.0,6.0,14.0,5.0,76.0,67.0,66.0
2015-01-05 19:30:00,24.0,14.0,59.0,46.0,21.0,23.0,24.0,19.0,59.0,55.0,52.0,20.0,78.0,44.0,25.0,8.0,5.0,14.0,5.0,66.0,61.0,56.0
2015-01-05 19:45:00,23.0,13.0,50.0,41.0,18.0,22.0,21.0,16.0,52.0,51.0,49.0,17.0,69.0,36.0,25.0,7.0,5.0,13.0,4.0,59.0,58.0,53.0
2015-01-05 20:00:00,20.0,10.0,45.0,31.0,15.0,21.0,20.0,15.0,40.5,44.0,37.0,14.5,62.0,30.0,18.0,8.0,4.0,13.0,4.0,46.0,49.0,42.0
2015-01-05 20:15:00,19.0,11.0,41.0,29.0,13.0,22.0,18.0,13.0,36.5,43.0,35.0,13.0,55.0,26.0,17.0,6.0,3.0,11.0,3.5,43.0,48.0,38.5
2015-01-05 20:30:00,17.0,9.0,39.0,24.0,12.0,18.0,18.0,14.0,35.0,40.0,32.0,12.0,55.0,25.0,15.0,5.0,3.0,11.0,3.0,40.0,45.0,34.0
2015-01-05 20:45:00,16.0,8.0,37.0,23.0,11.0,18.0,17.0,12.0,30.0,38.5,31.0,13.0,52.0,23.0,13.5,5.0,3.0,11.0,3.0,35.0,44.0,34.0
2015-01-05 21:00:00,16.0,7.0,37.0,22.0,10.0,19.0,19.0,13.0,27.5,38.0,27.0,11.0,53.0,23.0,13.0,4.0,3.0,10.0,3.0,31.0,42.0,29.0
2015-01-05 21:15:00,14.5,7.0,35.5,21.0,9.0,17.0,17.0,12.0,27.0,37.0,27.0,11.0,52.0,24.0,12.0,4.0,3.0,10.0,3.0,30.5,42.0,29.0
2015-01-05 21:30:00,14.0,6.0,32.0,18.0,8.0,16.0,17.5,13.0,27.0,36.5,28.0,11.0,47.5,21.0,11.0,4.0,2.0,9.0,2.0,29.0,40.0,29.0
2015-01-05 21:45:00,13.0,6.0,30.0,15.0,7.0,17.0,16.0,11.0,27.0,36.0,25.0,11.0,44.0,18.0,9.0,4.0,2.0,9.0,2.0,29.0,40.0,26.0
2015-01-05 22:00:00,13.0,5.0,30.0,16.0,7.0,17.0,20.0,14.0,25.0,36.0,25.0,11.0,48.0,20.0,10.0,4.0,3.0,9.0,2.0,28.0,41.0,28.0
2015-01-05 22:15:00,11.0,4.0,31.0,16.0,6.0,16.0,19.0,13.0,24.0,37.0,26.0,10.0,49.0,22.0,8.0,3.0,2.0,8.0,3.0,25.0,41.0,28.0
2015-01-05 22:30:00,10.0,4.0,25.0,12.5,5.0,14.0,16.0,11.0,22.0,34.0,22.0,10.0,40.0,17.0,8.0,2.0,1.0,7.0,1.5,23.0,36.5,23.0
2015-01-05 22:45:00,9.5,4.0,21.0,9.0,4.0,12.0,12.0,7.0,18.0,29.0,18.0,9.0,33.0,12.0,6.0,2.0,1.0,7.0,1.0,20.0,32.0,18.0
2015-01-05 23:00:00,8.0,3.0,20.0,9.0,4.0,11.0,13.0,9.0,16.5,28.0,16.0,9.0,32.0,12.0,7.0,2.0,1.0,6.0,1.0,18.0,29.0,16.0
2015-01-05 23:15:00,7.0,2.0,16.0,7.0,3.0,10.0,12.0,6.0,13.0,23.0,12.0,7.0,28.0,9.0,5.0,2.0,1.0,6.0,1.0,14.0,25.0,12.0
2015-01-05 23:30:00,6.0,2.0,12.0,5.0,2.0,8.0,10.0,5.0,12.0,20.0,9.0,7.0,21.0,6.0,5.0,2.0,1.0,4.0,1.0,13.0,21.0,10.0
2015-01-05 23:45:00,5.0,2.0,9.0,4.0,2.0,6.0,7.0,3.0,9.0,17.0,6.0,5.0,16.0,4.0,2.0,1.0,0.0,4.0,0.0,10.0,18.0,7.0
2015-01-06 00:00:00,4.0,1.0,7.0,2.0,2.0,6.0,6.0,3.0,8.0,15.0,5.0,4.0,12.0,4.0,3.0,1.0,0.0,4.0,0.0,8.0,15.0,5.0
2015-01-06 00:15:00,4.0,1.0,5.0,2.0,1.0,5.0,4.0,2.0,5.0,11.0,3.0,3.0,9.0,2.0,2.0,1.0,0.0,3.0,0.0,6.0,11.0,3.0
2015-01-06 00:30:00,3.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,8.0,2.0,2.0,8.0,2.0,1.0,1.0,0.0,3.0,0.0,5.0,8.0,2.0
2015-01-06 00:45:00,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,7.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,7.0,2.0
2015-01-06 01:00:00,2.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,3.0,6.0,1.0,1.0,5.0,1.5,1.0,0.0,0.0,2.0,0.0,3.0,6.0,1.0
2015-01-06 01:15:00,2.0,1.0,2.0,1.0,1.0,3.0,1.5,0.0,2.0,5.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0
2015-01-06 01:30:00,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0
2015-01-06 01:45:00,1.0,0.0,1.0,0.5,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0
2015-01-06 02:00:00,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0
2015-01-06 02:15:00,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
2015-01-06 02:30:00,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-06 02:45:00,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-06 03:00:00,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
2015-01-06 03:15:00,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-06 03:30:00,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-06 03:45:00,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2015-01-06 04:00:00,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2015-01-06 04:15:00,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2015-01-06 04:30:00,2.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,7.0,1.5,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2015-01-06 04:45:00,2.0,0.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-06 05:00:00,3.0,1.0,9.0,2.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
2015-01-06 05:15:00,3.0,1.0,13.0,4.0,1.0,2.0,6.0,2.0,2.0,3.0,0.0,1.0,19.0,5.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
2015-01-06 05:30:00,4.0,1.0,20.0,5.5,2.0,2.0,8.0,2.0,4.0,6.0,0.0,1.0,27.0,9.0,2.0,0.0,0.0,2.0,1.0,5.0,5.0,1.0
2015-01-06 05:45:00,5.0,1.0,30.0,9.0,3.0,2.0,12.0,4.0,5.0,7.0,1.0,2.0,40.0,14.0,2.0,0.0,0.0,2.0,2.0,6.0,7.0,1.0
2015-01-06 06:00:00,7.0,2.0,42.0,18.0,3.0,3.0,18.5,8.5,9.0,10.0,1.0,3.0,57.0,28.0,3.0,0.0,1.0,3.0,2.0,10.0,9.0,1.0
2015-01-06 06:15:00,9.0,3.0,59.0,33.0,5.0,5.0,20.0,11.0,16.0,20.0,5.0,5.0,72.0,44.0,6.0,1.0,1.0,4.0,3.0,19.0,19.0,5.0
2015-01-06 06:30:00,14.0,5.0,82.0,69.0,8.0,8.0,22.0,16.0,28.0,30.0,14.0,7.0,98.0,81.0,9.0,3.0,1.0,5.0,6.0,32.0,30.0,13.0
2015-01-06 06:45:00,19.0,7.0,104.0,98.0,10.0,9.0,24.0,19.0,32.0,33.0,20.0,10.0,120.0,109.0,13.0,2.0,1.0,5.0,5.0,39.0,33.0,20.0
2015-01-06 07:00:00,23.0,8.0,115.5,117.0,10.0,8.0,32.0,29.0,33.5,38.0,25.0,12.5,140.5,136.0,15.0,3.0,2.0,8.0,6.0,38.0,42.0,24.0
2015-01-06 07:15:00,27.0,9.0,126.0,140.0,14.0,11.0,34.0,32.0,47.0,45.0,35.0,15.0,153.0,152.0,27.0,5.0,3.0,10.0,8.0,53.0,52.0,35.0
2015-01-06 07:30:00,30.0,11.0,136.5,154.0,19.0,15.0,39.0,39.0,52.0,58.0,49.0,19.0,166.0,163.0,35.0,8.0,6.0,16.0,9.0,58.0,69.0,51.0
2015-01-06 07:45:00,34.5,18.0,139.0,159.5,24.0,18.0,37.5,38.0,59.0,78.5,80.0,22.0,164.5,161.0,47.5,14.0,10.0,19.0,12.0,69.0,98.0,87.0
2015-01-06 08:00:00,37.0,22.0,129.0,151.0,27.0,21.0,38.0,40.0,64.0,76.0,81.0,18.0,157.0,150.0,55.0,14.0,12.0,20.0,11.0,77.0,97.0,91.0
2015-01-06 08:15:00,41.0,28.0,127.0,150.0,26.0,26.0,41.0,44.0,60.0,68.0,74.0,20.0,152.0,146.0,62.0,15.0,18.0,24.0,13.0,78.0,92.0,91.0
2015-01-06 08:30:00,37.0,22.0,126.5,148.0,29.0,25.5,44.0,49.0,59.0,64.0,71.0,23.0,157.0,152.5,69.0,12.0,13.0,23.0,12.0,72.0,79.0,83.0
2015-01-06 08:45:00,38.0,24.0,128.5,149.5,35.0,21.0,40.0,45.0,60.0,57.0,55.0,21.0,154.0,142.0,81.0,10.0,8.0,20.0,9.0,78.0,68.0,62.0
2015-01-06 09:00:00,39.0,19.0,116.0,135.0,29.0,21.0,37.0,36.0,55.0,52.0,50.0,20.0,142.0,124.0,63.0,9.0,6.0,16.0,9.0,66.0,60.0,56.0
2015-01-06 09:15:00,35.0,15.0,100.0,111.5,25.0,22.0,33.0,32.0,52.0,52.0,48.0,19.0,124.0,100.0,53.0,10.0,7.0,15.0,8.0,61.0,60.0,53.0
2015-01-06 09:30:00,31.5,15.0,95.0,100.0,25.5,23.0,33.0,31.0,52.0,54.0,52.0,21.0,120.0,94.0,46.0,10.0,7.0,15.0,8.0,61.0,63.0,55.0
2015-01-06 09:45:00,33.0,15.0,92.0,95.0,26.0,26.0,32.0,29.0,54.0,57.0,58.0,21.0,114.0,84.0,47.0,10.0,8.0,15.0,8.0,66.0,65.0,63.5
2015-01-06 10:00:00,29.0,15.0,83.0,82.0,26.0,26.0,31.0,28.0,51.0,55.0,53.0,19.0,106.0,75.5,41.5,10.0,7.0,15.0,8.0,61.0,63.0,58.0
2015-01-06 10:15:00,29.0,14.0,82.0,81.0,25.0,27.0,30.0,28.0,53.0,56.0,53.0,19.0,106.0,71.0,42.0,10.0,7.0,15.0,7.0,61.0,66.0,57.0
2015-01-06 10:30:00,29.0,15.0,83.0,79.0,23.0,26.0,30.0,27.0,52.0,57.0,55.0,19.0,105.0,72.0,41.0,11.0,7.0,16.0,7.0,60.0,66.0,60.0
2015-01-06 10:45:00,29.0,15.0,79.0,79.0,25.0,26.0,30.0,28.0,57.0,61.0,61.0,21.0,101.0,68.0,43.0,11.0,8.0,16.0,7.0,64.0,69.0,67.0
2015-01-06 11:00:00,29.5,15.0,75.5,71.0,26.0,28.0,30.0,28.0,53.0,58.0,56.0,19.0,98.5,66.0,40.0,11.0,8.0,16.0,7.0,62.0,67.0,63.0
2015-01-06 11:15:00,30.0,15.0,76.0,73.5,26.0,29.0,31.0,28.0,54.0,58.0,58.0,19.0,100.0,65.5,41.0,12.0,9.0,16.0,7.0,63.0,68.0,64.5
2015-01-06 11:30:00,32.0,16.0,78.0,75.0,27.0,29.0,32.0,29.0,54.0,61.0,61.0,20.0,102.0,69.0,41.0,12.0,9.0,16.0,7.0,62.0,72.0,67.0
