,02_1,03_1,05_1,05_2,06_1,07_1,09_1,09_2,11_1,11_2,11_3,12_1,65_1,65_2,66_1,67_1,67_2,68_1,69_1,70_1,71_1,71_2
2015-01-06 11:45:00,32.0,16.0,79.0,76.0,27.0,29.0,31.0,29.0,59.0,63.0,67.0,22.0,101.0,67.0,44.0,13.0,9.0,16.0,7.0,66.0,74.0,73.0
2015-01-06 12:00:00,31.0,15.0,78.0,75.0,27.0,30.0,31.0,30.0,60.0,65.0,67.0,22.0,102.0,68.0,42.0,14.0,10.0,17.0,8.0,67.0,76.0,74.0
2015-01-06 12:15:00,31.0,16.0,81.0,78.0,27.0,30.0,31.0,30.0,61.0,68.0,69.0,23.0,106.0,71.0,43.0,14.0,10.0,16.0,7.0,70.0,78.0,76.0
2015-01-06 12:30:00,32.0,16.0,84.0,77.0,26.5,31.0,30.0,29.0,61.0,69.0,72.0,25.0,106.0,70.0,41.0,13.0,9.0,18.0,7.0,68.0,81.0,79.0
2015-01-06 12:45:00,32.0,16.0,83.0,80.0,26.5,31.0,30.5,29.5,65.0,71.0,74.0,25.0,106.5,72.0,45.0,14.0,10.0,19.0,8.0,74.0,81.0,81.5
2015-01-06 13:00:00,30.0,15.5,82.0,79.5,26.0,31.0,32.0,30.0,61.0,68.0,71.0,24.0,104.0,71.0,43.0,14.0,10.0,19.0,8.0,69.0,80.0,79.0
2015-01-06 13:15:00,30.0,16.0,81.0,79.0,26.0,30.0,31.0,28.0,62.0,70.0,74.0,25.0,105.0,71.0,41.0,12.0,10.0,17.0,7.0,71.0,81.0,82.0
2015-01-06 13:30:00,32.0,16.0,84.0,82.0,27.0,32.0,32.5,30.0,58.0,69.0,72.0,24.0,108.0,73.0,43.0,14.0,10.0,18.0,8.0,67.0,81.0,80.0
2015-01-06 13:45:00,31.0,17.0,82.5,83.0,27.5,33.0,32.0,31.0,64.0,74.0,76.0,24.0,107.0,73.0,46.0,13.0,11.0,18.0,7.0,72.0,84.0,85.0
2015-01-06 14:00:00,32.0,17.0,81.0,78.0,27.0,32.0,33.0,32.0,61.0,76.0,77.0,25.0,107.0,74.0,41.0,14.0,11.0,18.0,8.0,70.0,88.0,86.0
2015-01-06 14:15:00,32.0,17.0,87.0,84.5,27.0,33.0,32.0,32.0,64.0,79.5,84.0,25.0,112.0,76.0,45.0,15.0,12.0,18.0,8.0,72.0,94.0,94.0
2015-01-06 14:30:00,34.0,21.0,88.0,87.0,26.0,35.0,34.0,34.0,69.0,91.5,98.0,26.0,114.0,80.0,47.0,19.0,15.0,19.0,9.0,80.0,109.0,111.0
2015-01-06 14:45:00,35.0,22.0,85.0,87.0,27.0,36.0,35.0,36.0,83.0,92.0,112.0,28.0,112.0,80.0,49.0,17.0,16.0,19.0,8.0,98.0,107.0,128.0
2015-01-06 15:00:00,35.0,21.0,92.0,94.0,30.0,33.0,39.0,42.0,70.0,85.0,94.5,28.0,122.0,90.5,55.0,17.0,15.0,21.5,9.0,81.0,100.0,107.5
2015-01-06 15:15:00,34.0,19.0,95.0,104.5,31.5,34.5,38.5,42.0,68.0,85.0,92.0,30.0,126.5,95.0,58.0,16.0,14.0,21.0,8.0,77.0,101.0,107.0
2015-01-06 15:30:00,34.0,18.0,91.0,91.0,28.0,35.0,36.0,38.0,68.0,89.0,96.0,33.0,120.0,89.0,50.0,16.0,14.0,22.0,8.0,77.0,104.0,109.0
2015-01-06 15:45:00,36.0,20.0,88.0,85.5,28.0,36.0,34.5,35.5,70.0,96.5,110.0,37.0,113.0,83.0,47.0,15.0,14.0,22.0,8.0,79.0,114.5,121.0
2015-01-06 16:00:00,35.0,20.0,88.0,89.0,28.0,35.0,37.0,36.0,72.0,107.0,120.0,38.0,116.0,85.0,43.0,17.0,14.0,24.0,7.0,82.0,125.0,132.0
2015-01-06 16:15:00,34.0,21.0,90.0,89.0,27.0,33.0,36.0,36.0,72.0,112.0,124.0,38.0,118.0,87.0,44.0,16.0,14.0,23.0,7.0,82.0,130.0,139.0
2015-01-06 16:30:00,33.0,21.0,93.0,93.0,29.0,32.0,36.0,36.0,78.0,117.0,131.0,38.0,119.5,93.0,44.5,16.0,15.0,22.0,7.0,88.0,135.5,142.0
2015-01-06 16:45:00,35.0,21.0,91.0,93.5,28.0,31.0,34.5,33.0,80.0,124.0,138.0,41.0,118.0,85.5,46.0,16.0,14.0,21.0,7.0,93.5,141.5,152.0
2015-01-06 17:00:00,35.5,22.0,93.0,94.0,28.0,33.0,36.0,36.0,83.0,130.0,145.5,40.5,121.0,92.0,45.0,20.0,18.0,23.0,8.0,95.0,152.0,162.0
2015-01-06 17:15:00,36.0,25.0,89.0,91.0,29.0,34.0,33.0,34.0,88.0,140.0,159.0,40.0,115.0,86.0,43.0,18.0,17.0,22.0,7.0,98.0,161.0,173.0
2015-01-06 17:30:00,35.5,24.0,87.0,89.5,29.0,32.5,32.0,32.0,91.0,136.0,153.5,41.0,113.0,81.0,44.0,17.0,17.5,21.5,7.0,101.0,156.5,172.5
2015-01-06 17:45:00,35.0,25.0,82.0,82.0,32.0,33.0,30.0,31.0,94.0,133.0,156.0,40.0,106.0,73.0,45.0,16.0,15.0,22.0,7.0,107.0,152.0,170.0
2015-01-06 18:00:00,34.0,22.0,79.5,78.0,28.0,31.0,29.0,28.0,95.0,124.0,142.0,41.0,102.0,70.5,40.0,16.0,15.0,20.0,6.0,105.0,139.0,157.0
2015-01-06 18:15:00,33.0,20.0,75.0,72.0,27.0,27.0,25.0,24.0,91.5,111.0,130.0,40.5,95.0,64.0,36.0,13.0,12.0,20.0,6.0,102.0,125.0,140.0
2015-01-06 18:30:00,30.0,18.0,66.0,61.0,26.0,26.0,25.0,23.0,84.0,92.0,108.0,37.0,87.0,56.0,31.0,11.0,9.0,18.0,5.0,90.0,103.0,115.0
2015-01-06 18:45:00,29.0,18.0,63.0,55.0,25.0,26.0,24.0,20.0,81.0,84.0,95.0,33.0,83.0,51.0,29.0,10.0,9.0,16.0,5.0,89.0,94.0,104.0
2015-01-06 19:00:00,26.0,16.0,64.0,53.0,23.0,24.5,25.0,22.0,73.0,75.0,82.5,28.0,85.0,52.0,26.5,10.0,7.5,16.0,5.5,81.0,83.0,88.0
2015-01-06 19:15:00,26.0,16.0,65.0,53.0,23.0,24.0,24.0,20.0,70.0,69.0,78.0,25.0,84.0,49.0,27.0,10.0,7.0,15.0,5.0,75.0,77.0,83.0
2015-01-06 19:30:00,24.0,14.0,62.0,49.0,21.0,23.0,25.0,20.0,62.0,62.0,63.0,22.0,83.0,51.0,24.0,9.0,6.0,14.0,5.0,67.0,69.0,67.0
2015-01-06 19:45:00,23.0,13.0,55.0,45.0,19.0,23.0,23.0,18.0,52.0,57.0,55.0,19.0,75.0,44.0,23.0,8.0,5.0,13.0,5.0,59.0,63.0,59.0
2015-01-06 20:00:00,21.0,11.0,45.0,34.0,17.0,22.0,22.0,16.0,43.0,49.0,43.0,16.0,62.0,32.0,20.0,7.0,4.0,13.0,4.0,48.0,55.0,47.0
2015-01-06 20:15:00,20.0,11.0,42.0,30.0,15.0,22.0,19.0,13.0,42.0,46.0,40.0,15.0,58.0,29.0,17.0,6.0,4.0,11.0,3.0,46.0,53.0,43.0
2015-01-06 20:30:00,18.0,9.5,42.0,27.0,12.0,19.0,19.0,13.5,37.0,44.0,38.0,14.0,58.0,28.0,16.0,6.0,3.0,11.0,3.0,41.0,50.0,40.0
2015-01-06 20:45:00,17.0,9.0,41.0,25.0,12.0,19.0,18.0,12.0,34.0,41.0,33.0,13.0,56.0,27.0,14.0,6.0,4.0,10.0,3.0,38.0,47.0,35.0
2015-01-06 21:00:00,16.0,7.0,39.0,23.0,10.0,19.0,22.0,15.0,30.0,40.0,31.0,13.0,57.0,27.0,13.0,5.0,3.0,10.0,3.0,34.0,44.0,33.0
2015-01-06 21:15:00,15.0,7.0,38.0,22.0,10.0,18.0,20.0,14.0,30.0,39.0,29.0,12.0,56.0,26.0,13.0,5.0,3.0,10.0,2.0,33.0,44.0,32.0
2015-01-06 21:30:00,16.0,6.0,37.0,21.0,8.0,18.0,19.0,14.0,30.0,40.0,31.0,13.0,53.0,24.0,12.0,5.0,3.0,10.0,2.0,32.0,44.0,32.0
2015-01-06 21:45:00,15.0,6.0,35.5,20.5,8.0,18.0,18.0,12.0,31.0,39.5,30.0,11.5,52.0,24.0,11.0,5.0,3.0,10.0,2.0,33.0,44.0,32.0
2015-01-06 22:00:00,14.0,5.0,39.0,21.0,7.0,18.5,18.0,14.0,28.0,40.0,30.5,12.0,56.0,25.0,11.0,4.0,3.0,10.0,3.0,30.0,45.0,32.0
2015-01-06 22:15:00,13.0,6.0,35.0,18.0,7.0,16.0,18.0,13.0,28.0,41.0,30.0,11.0,52.0,24.0,9.0,4.0,2.0,9.0,2.0,30.0,45.0,32.0
2015-01-06 22:30:00,12.0,5.0,30.0,17.0,6.0,14.0,16.0,12.0,30.0,37.0,27.0,11.0,46.0,20.0,11.0,3.0,2.0,7.5,2.0,31.0,40.0,27.5
2015-01-06 22:45:00,11.0,5.0,26.0,12.0,5.0,13.0,14.0,9.0,24.0,34.0,24.0,11.0,40.0,16.0,8.0,3.0,2.0,7.0,2.0,25.0,38.0,25.0
2015-01-06 23:00:00,10.0,4.0,23.0,10.0,4.0,12.0,14.0,9.0,20.0,33.0,21.0,11.0,35.0,14.0,7.0,2.0,1.0,7.0,2.0,22.0,35.0,22.0
2015-01-06 23:15:00,8.0,3.0,20.0,9.0,4.0,10.0,12.0,8.0,16.0,28.0,16.0,8.0,32.0,11.0,6.0,2.0,1.0,6.0,1.0,17.0,31.0,16.5
2015-01-06 23:30:00,7.0,3.0,16.0,7.0,3.0,9.0,11.0,7.0,14.0,24.0,12.0,7.0,26.0,9.0,6.0,2.0,1.0,5.0,1.0,15.0,25.0,12.0
2015-01-06 23:45:00,6.0,2.0,12.0,4.0,2.0,7.0,8.0,4.0,10.0,19.0,8.0,6.0,20.0,6.0,4.0,2.0,1.0,5.0,1.0,11.0,20.5,8.5
2015-01-07 00:00:00,5.0,1.0,9.0,3.0,2.0,6.0,6.0,3.0,8.0,17.5,6.0,4.0,14.0,4.0,3.0,1.0,0.0,4.0,1.0,9.0,18.0,6.0
2015-01-07 00:15:00,4.0,1.0,7.0,2.0,1.0,5.0,4.0,2.0,6.0,11.0,4.0,3.0,11.0,3.0,2.0,1.0,0.0,3.0,0.0,7.0,12.0,4.0
2015-01-07 00:30:00,3.0,1.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,10.0,2.0,2.0,8.0,2.0,1.0,1.0,0.0,3.0,0.0,6.0,10.0,3.0
2015-01-07 00:45:00,3.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,8.0,2.0,2.0,7.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,8.0,2.0
2015-01-07 01:00:00,2.0,1.0,3.5,1.0,1.0,3.0,2.0,1.0,3.0,6.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,3.0,0.0,4.0,7.0,1.0
2015-01-07 01:15:00,2.0,0.5,3.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,0.5,0.0,2.0,0.0,3.0,6.0,1.0
2015-01-07 01:30:00,2.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0
2015-01-07 01:45:00,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0
2015-01-07 02:00:00,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0
2015-01-07 02:15:00,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0
2015-01-07 02:30:00,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-07 02:45:00,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
2015-01-07 03:00:00,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
2015-01-07 03:15:00,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-07 03:30:00,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
2015-01-07 03:45:00,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2015-01-07 04:00:00,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2015-01-07 04:15:00,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2015-01-07 04:30:00,2.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2015-01-07 04:45:00,2.0,0.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
2015-01-07 05:00:00,2.5,1.0,9.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,14.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
2015-01-07 05:15:00,3.0,1.0,13.0,3.0,1.0,2.0,6.0,2.0,2.0,3.0,0.0,0.0,19.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0
2015-01-07 05:30:00,4.0,1.0,19.0,5.0,2.0,2.0,8.0,2.0,4.0,7.0,1.0,1.0,25.0,7.0,2.0,0.0,0.0,2.0,1.0,5.0,6.0,1.0
2015-01-07 05:45:00,5.0,1.0,28.0,9.0,4.0,3.0,12.0,4.0,6.0,8.0,1.0,2.0,38.0,13.0,2.0,0.0,0.0,2.0,1.0,7.0,7.0,1.0
2015-01-07 06:00:00,7.0,2.0,41.0,17.0,3.0,4.0,17.0,7.0,10.0,12.0,2.0,4.0,55.0,26.0,3.0,1.0,0.0,3.0,2.0,12.0,11.0,2.0
2015-01-07 06:15:00,9.0,3.0,55.0,31.0,6.0,5.0,20.0,10.0,16.0,20.0,5.0,4.0,69.0,41.0,6.0,1.0,1.0,4.0,3.0,19.0,18.5,4.0
2015-01-07 06:30:00,14.0,5.0,73.0,58.0,9.0,8.0,22.0,14.0,28.0,32.0,15.0,7.5,88.0,71.0,7.0,3.0,1.0,5.0,5.0,32.0,32.0,14.0
2015-01-07 06:45:00,17.0,7.0,94.0,83.0,11.0,9.0,23.0,17.0,33.0,33.0,20.0,11.0,108.0,97.0,11.0,2.0,1.0,6.0,5.0,39.0,33.0,20.0
2015-01-07 07:00:00,22.0,8.0,109.0,102.0,9.0,9.0,30.0,26.0,33.0,38.0,24.0,11.0,128.0,120.0,13.0,4.0,2.0,7.0,5.0,39.0,40.0,23.0
2015-01-07 07:15:00,26.0,8.0,116.0,122.0,13.0,11.0,32.0,30.0,44.0,43.0,31.0,13.0,142.0,136.0,22.0,5.0,2.0,9.0,8.0,49.0,47.0,31.0
2015-01-07 07:30:00,28.0,11.0,127.0,142.0,18.0,13.0,36.0,35.0,48.0,56.0,47.0,17.0,153.0,148.0,35.0,8.0,5.0,13.0,9.0,54.0,67.0,50.0
2015-01-07 07:45:00,32.0,17.0,130.0,151.0,21.0,18.0,35.0,36.0,58.0,73.0,74.0,20.0,155.0,148.0,47.0,13.0,9.0,17.0,10.0,67.0,89.0,82.0
2015-01-07 08:00:00,38.0,23.0,126.0,147.5,27.0,23.0,34.5,37.0,60.0,75.0,78.0,17.0,151.0,144.0,51.0,13.0,11.0,18.0,10.0,71.0,95.0,89.0
2015-01-07 08:15:00,41.0,28.0,123.5,148.0,29.0,28.0,38.0,40.0,59.0,67.0,75.0,21.0,150.0,141.5,59.0,16.0,18.0,21.5,13.0,79.0,87.0,92.5
2015-01-07 08:30:00,38.0,22.0,132.0,151.0,34.0,27.0,41.0,45.0,57.0,63.0,70.0,22.0,161.0,148.0,71.0,13.0,13.0,20.0,11.0,70.0,77.0,83.0
2015-01-07 08:45:00,40.0,23.0,129.0,143.0,36.0,22.0,38.0,40.0,57.0,56.0,56.0,21.0,152.0,132.0,80.0,11.0,8.0,20.0,10.0,72.0,67.0,64.0
2015-01-07 09:00:00,34.0,18.0,108.0,122.0,26.0,22.0,34.0,34.0,49.0,52.0,50.0,19.0,131.0,111.0,58.0,10.0,6.5,16.0,8.0,61.0,61.0,54.0
2015-01-07 09:15:00,32.0,17.0,98.0,109.0,24.0,24.0,33.0,33.0,52.0,51.0,49.0,19.0,123.0,99.0,52.0,10.0,7.0,16.0,8.0,61.0,58.0,54.0
2015-01-07 09:30:00,31.0,17.0,93.5,97.5,25.0,24.0,34.0,31.0,51.0,54.0,51.0,19.0,118.0,91.0,46.0,11.5,7.0,15.0,9.0,61.0,64.0,56.0
2015-01-07 09:45:00,33.0,16.0,89.0,94.0,28.0,25.0,32.0,29.0,55.0,57.0,57.0,22.0,112.0,82.0,48.0,11.0,8.0,16.0,8.0,64.0,66.0,63.0
2015-01-07 10:00:00,30.0,15.0,81.0,84.0,25.0,26.0,32.0,29.0,50.0,55.0,54.0,19.0,106.0,76.0,43.0,12.0,8.0,15.0,8.0,59.0,66.0,60.0
2015-01-07 10:15:00,29.0,15.0,83.0,81.5,25.0,26.0,32.0,28.0,51.0,57.0,53.0,18.0,107.0,74.0,44.0,11.5,8.0,15.0,7.0,59.0,66.0,60.0
2015-01-07 10:30:00,31.0,15.0,81.0,81.0,26.0,29.0,31.0,29.0,52.0,58.0,57.0,19.0,106.0,73.0,43.0,12.0,8.0,16.0,7.0,60.0,69.0,62.0
2015-01-07 10:45:00,32.0,15.0,82.0,81.0,27.0,29.0,31.0,28.0,58.5,63.0,62.0,21.0,106.0,69.0,45.5,12.0,8.0,17.0,7.0,66.0,72.0,67.0
2015-01-07 11:00:00,31.0,14.0,77.0,76.0,26.5,30.0,30.0,29.0,54.0,61.0,58.0,20.0,100.5,66.0,43.0,12.0,8.0,16.0,7.5,61.0,69.0,66.0
2015-01-07 11:15:00,31.0,16.0,79.0,77.0,26.0,30.0,32.0,30.0,56.0,62.0,62.0,20.0,103.0,67.0,44.0,13.0,9.0,16.0,7.0,64.0,73.0,69.0
2015-01-07 11:30:00,33.0,18.0,83.0,80.0,28.0,31.0,31.0,31.0,61.0,67.0,69.0,20.0,107.0,72.0,44.0,15.0,10.0,17.0,8.0,71.0,79.0,77.0
2015-01-07 11:45:00,34.0,20.0,82.0,81.0,29.0,32.0,32.0,31.0,71.0,74.0,81.5,22.0,105.0,72.0,46.0,17.0,11.0,19.0,8.0,84.0,88.0,91.0
2015-01-07 12:00:00,34.0,22.0,88.0,87.0,28.0,32.0,35.0,35.0,70.0,80.0,87.0,22.0,114.0,78.0,50.0,17.0,13.0,19.0,8.0,83.0,98.0,98.0
2015-01-07 12:15:00,39.0,21.0,91.0,94.0,29.0,33.0,37.0,36.0,70.0,80.0,91.0,25.0,118.0,85.0,53.0,17.0,14.0,19.0,10.0,81.0,96.0,103.0
2015-01-07 12:30:00,37.0,22.0,92.0,96.0,31.0,35.0,35.0,35.0,68.0,81.0,99.5,26.0,119.0,86.0,51.0,17.0,17.0,22.0,9.0,80.0,98.0,116.0
2015-01-07 12:45:00,36.0,19.5,109.0,120.0,37.0,32.5,35.0,36.0,70.0,81.0,91.0,28.0,131.5,99.0,64.5,17.0,13.0,22.0,8.0,82.0,93.0,103.0
2015-01-07 13:00:00,36.0,18.0,100.0,107.5,35.5,31.0,35.0,35.0,67.0,75.0,82.0,26.5,127.0,91.0,58.0,15.0,11.0,19.0,8.0,76.0,86.5,90.0
2015-01-07 13:15:00,35.0,18.0,91.0,92.0,30.0,32.0,33.0,31.0,65.0,74.0,78.0,25.0,116.0,79.0,49.0,14.0,11.0,19.0,8.0,74.0,87.0,87.0
2015-01-07 13:30:00,35.0,18.0,92.0,92.0,30.0,33.0,35.0,33.0,60.0,74.0,79.0,24.5,119.0,84.0,49.0,15.0,12.0,19.0,9.0,71.0,87.0,89.0
2015-01-07 13:45:00,35.0,18.0,89.0,91.5,29.0,34.0,34.0,34.0,65.0,74.0,81.0,26.0,115.0,79.0,51.0,15.0,12.0,20.0,8.0,74.5,87.0,90.5
2015-01-07 14:00:00,34.0,17.5,87.0,89.0,30.0,33.0,34.0,34.0,65.0,76.0,81.0,25.0,113.0,81.0,51.0,15.0,12.0,19.0,8.0,73.0,88.0,90.0
2015-01-07 14:15:00,35.0,19.0,88.0,88.5,28.0,33.0,33.5,33.0,63.0,77.0,81.5,25.0,113.0,79.0,50.0,15.0,12.0,19.0,9.0,73.0,90.0,92.0
2015-01-07 14:30:00,34.0,19.0,89.0,89.0,28.0,33.0,34.0,35.0,66.0,80.0,84.0,26.0,117.0,81.0,49.0,16.0,13.0,20.0,9.0,74.0,95.0,95.0
2015-01-07 14:45:00,35.0,20.0,87.0,87.0,29.0,34.0,35.0,36.0,68.0,81.0,87.0,26.0,114.0,77.0,51.0,16.0,13.0,19.0,9.0,79.0,94.0,99.0
2015-01-07 15:00:00,34.0,19.0,84.0,83.0,27.0,35.0,37.0,38.0,67.0,80.0,88.0,28.0,113.0,79.0,47.0,16.0,13.0,20.0,9.0,76.0,96.0,99.5
2015-01-07 15:15:00,34.0,19.0,89.0,90.0,28.0,36.0,37.0,39.0,68.0,86.0,96.0,29.0,118.0,87.5,48.0,16.0,13.0,20.5,9.0,77.0,102.5,107.0
2015-01-07 15:30:00,36.0,18.0,90.0,91.0,28.0,36.0,36.0,39.0,69.0,90.0,100.0,32.0,118.0,88.0,46.0,17.0,14.0,21.0,9.0,77.0,108.0,111.0
2015-01-07 15:45:00,36.0,20.0,91.0,92.0,28.0,36.0,35.0,37.0,72.0,101.0,113.0,35.0,118.0,86.5,50.0,17.0,15.0,22.0,8.0,82.0,116.0,126.0
2015-01-07 16:00:00,35.0,21.0,91.0,93.0,29.0,37.0,37.0,38.0,77.0,104.0,117.0,38.5,119.0,90.0,47.0,18.0,15.0,24.0,8.0,87.0,122.0,132.0
2015-01-07 16:15:00,34.0,22.0,91.0,91.0,31.0,35.0,36.0,36.0,81.0,114.0,128.0,41.0,119.0,91.0,48.0,18.0,15.0,23.0,7.0,91.0,133.0,143.0
2015-01-07 16:30:00,34.0,21.0,94.0,93.0,30.0,34.0,37.0,37.0,78.0,117.0,130.0,40.0,121.0,90.0,46.0,18.0,15.0,22.0,8.0,88.0,137.0,144.0
2015-01-07 16:45:00,36.0,21.0,94.5,96.0,30.0,32.0,33.0,32.0,80.0,118.0,132.0,41.0,119.0,86.0,48.0,16.0,14.0,23.0,7.0,92.0,133.0,145.0
2015-01-07 17:00:00,33.0,22.0,93.0,96.0,30.0,32.0,34.0,34.0,84.0,125.0,140.0,41.0,119.0,90.0,47.0,20.0,17.0,22.0,7.0,93.0,145.0,156.0
2015-01-07 17:15:00,34.0,24.0,88.0,91.0,31.0,33.5,31.0,32.0,87.0,132.0,150.0,41.0,111.0,83.0,47.0,17.0,16.0,21.0,7.0,100.0,151.0,164.5
2015-01-07 17:30:00,34.5,22.5,87.0,88.5,31.0,32.0,32.0,33.0,88.0,126.0,144.0,41.0,111.5,82.5,44.5,17.0,16.0,19.0,8.0,99.0,144.5,161.0
2015-01-07 17:45:00,36.0,23.0,82.0,82.0,31.0,30.0,29.0,29.0,92.0,124.0,143.0,40.0,104.0,72.0,46.0,15.0,13.0,21.0,7.0,103.0,140.0,156.0
2015-01-07 18:00:00,33.5,23.0,77.0,75.5,29.0,29.0,29.0,27.0,92.0,114.0,136.0,42.0,101.0,68.0,39.5,16.0,15.0,20.0,6.0,100.5,130.0,148.0
2015-01-07 18:15:00,31.0,20.0,72.0,67.0,28.0,27.0,26.0,24.0,88.0,105.0,124.0,38.0,93.0,58.0,36.0,13.0,10.0,18.0,5.0,96.0,117.0,133.0
2015-01-07 18:30:00,29.0,19.0,68.0,60.0,24.0,26.0,26.0,22.0,82.0,90.0,102.0,34.0,89.0,53.0,32.0,11.0,9.0,16.0,6.0,90.0,100.0,110.0
2015-01-07 18:45:00,29.0,18.0,64.0,53.0,25.0,25.0,25.0,21.0,74.0,81.0,90.0,31.0,83.0,49.0,29.0,12.0,10.0,16.0,5.0,83.0,91.5,101.0
2015-01-07 19:00:00,27.0,16.0,64.0,52.0,23.0,25.0,25.0,21.0,71.0,73.0,80.0,26.0,84.0,49.0,26.0,10.0,8.0,16.0,5.0,79.0,82.0,86.5
2015-01-07 19:15:00,26.0,15.0,65.0,54.0,23.0,23.0,24.0,19.0,68.0,69.0,75.0,25.0,83.0,48.0,28.0,10.0,8.0,15.0,5.0,77.0,76.0,81.0
2015-01-07 19:30:00,26.0,14.0,59.0,47.0,22.0,24.0,24.0,19.0,62.0,64.0,64.0,21.0,79.0,45.0,25.0,10.0,7.0,14.0,5.0,68.0,71.0,70.0
2015-01-07 19:45:00,24.0,14.0,55.0,47.0,21.0,23.0,23.0,19.0,55.0,55.0,56.0,19.0,75.0,43.0,26.0,8.0,6.0,13.0,5.0,62.0,61.0,59.0
2015-01-07 20:00:00,21.0,11.0,50.0,37.0,16.0,23.0,22.0,17.0,42.0,49.0,44.0,16.0,67.0,35.0,22.0,7.0,4.0,13.0,4.0,48.0,56.0,48.0
2015-01-07 20:15:00,20.0,11.0,47.0,32.0,16.0,21.0,20.0,15.0,41.0,47.0,40.0,15.0,63.0,31.0,18.0,7.0,4.0,12.0,4.0,46.0,53.0,43.0
2015-01-07 20:30:00,18.0,9.0,44.0,30.0,13.0,20.0,19.0,14.0,35.0,42.0,35.0,13.0,60.0,29.0,17.0,6.0,3.0,11.0,3.0,41.0,47.0,37.0
2015-01-07 20:45:00,17.0,9.0,42.0,26.0,12.0,19.5,19.0,14.0,34.0,42.0,34.0,12.5,58.0,27.0,15.0,6.0,4.0,10.0,3.0,40.0,48.0,36.5
2015-01-07 21:00:00,16.0,8.0,39.0,25.0,11.0,18.0,20.0,15.0,32.0,41.0,32.0,12.0,55.0,27.0,16.0,5.0,4.0,11.0,3.0,36.0,47.0,34.0
2015-01-07 21:15:00,16.0,7.0,39.0,25.5,10.0,20.0,18.0,13.0,29.0,39.0,30.0,13.0,55.0,25.0,14.0,5.0,3.0,11.0,3.0,33.5,45.0,31.0
2015-01-07 21:30:00,14.0,7.0,37.0,21.5,9.0,19.0,18.0,15.0,29.0,41.0,30.0,13.0,53.0,26.0,13.0,5.0,3.0,11.0,3.0,31.5,45.5,32.0
2015-01-07 21:45:00,14.0,6.0,35.0,21.0,8.0,20.0,19.0,15.0,29.0,39.0,30.0,12.0,53.0,25.0,11.0,5.0,3.0,10.0,3.0,32.0,46.0,32.0
