,11,111,112,113,121,21,31,51,52,53,61,V081,V082,V091
2015-10-30 05:00:00,10.0,2.0,9.0,2.0,4.0,7.0,5.0,17.0,19.0,3.0,4.0,5.0,1.0,1.0
2015-10-30 05:15:00,16.0,3.0,10.0,2.0,4.0,12.0,8.0,25.0,28.0,5.0,5.0,6.0,1.0,2.0
2015-10-30 05:30:00,19.0,4.0,12.0,2.0,4.0,9.0,9.0,35.0,37.0,10.0,7.0,7.0,1.0,2.0
2015-10-30 05:45:00,21.0,4.0,15.0,3.0,5.0,11.0,9.0,42.0,48.0,14.0,9.0,7.0,2.0,3.0
2015-10-30 06:00:00,29.0,6.0,18.0,6.0,5.0,15.0,13.0,49.0,60.0,21.0,9.0,9.0,2.0,4.0
2015-10-30 06:15:00,29.0,10.0,25.0,9.0,7.0,23.0,16.0,55.5,66.0,30.0,11.0,10.0,3.0,4.0
2015-10-30 06:30:00,29.0,17.0,34.0,16.5,8.0,19.0,22.0,64.0,76.0,36.5,13.0,9.5,2.0,4.0
2015-10-30 06:45:00,28.0,25.0,40.0,24.0,9.0,23.0,25.0,68.0,79.0,41.0,17.0,10.0,3.0,5.0
2015-10-30 07:00:00,27.0,21.0,42.0,26.5,10.0,22.0,23.0,63.5,77.0,38.0,23.0,11.0,4.0,6.0
2015-10-30 07:15:00,31.0,23.0,44.0,28.0,12.0,25.0,27.0,71.0,87.0,49.0,24.0,11.0,4.0,6.0
2015-10-30 07:30:00,33.0,26.0,48.5,34.0,14.0,31.0,30.0,77.5,92.0,57.0,28.0,11.0,5.0,8.0
2015-10-30 07:45:00,33.0,33.0,54.0,45.0,20.0,31.0,33.0,84.0,94.5,64.0,32.5,12.0,6.0,9.0
2015-10-30 08:00:00,35.0,36.0,56.0,44.0,22.0,36.0,39.0,80.0,95.0,66.0,37.0,12.0,8.0,10.0
2015-10-30 08:15:00,36.0,39.5,54.0,44.0,24.0,43.0,41.0,82.0,94.0,68.0,40.0,12.0,9.0,10.0
2015-10-30 08:30:00,42.0,40.0,54.0,43.0,22.0,46.0,39.0,87.0,103.0,77.0,45.0,11.0,9.0,11.0
2015-10-30 08:45:00,39.0,39.0,54.5,43.0,25.0,41.0,35.0,88.0,105.0,81.5,43.5,12.0,9.0,11.0
2015-10-30 09:00:00,35.0,37.0,54.0,45.5,27.0,42.0,38.0,73.0,83.0,61.0,36.0,14.0,9.0,12.0
2015-10-30 09:15:00,36.0,35.0,56.0,43.0,26.0,39.0,42.0,65.0,74.0,52.0,29.0,14.0,9.0,13.0
2015-10-30 09:30:00,38.0,34.0,59.0,47.0,27.0,38.0,43.5,65.5,72.5,49.0,29.0,14.0,9.0,12.0
2015-10-30 09:45:00,39.0,35.0,60.0,48.0,28.0,40.0,44.0,65.5,73.0,48.5,27.0,14.0,9.0,13.0
2015-10-30 10:00:00,37.0,34.0,60.0,45.0,30.0,39.0,45.0,65.0,69.0,45.0,25.0,15.0,10.0,13.0
2015-10-30 10:15:00,38.0,33.0,61.0,48.0,31.0,40.0,47.0,65.0,70.0,44.0,26.0,15.0,10.0,15.0
2015-10-30 10:30:00,40.0,35.0,63.0,50.0,31.0,40.0,47.0,69.0,74.0,46.0,25.0,14.0,11.0,15.0
2015-10-30 10:45:00,41.0,34.0,64.0,51.0,32.0,39.0,48.0,67.0,72.0,47.0,25.0,14.0,11.0,15.0
2015-10-30 11:00:00,42.0,33.0,63.0,51.0,34.0,40.0,52.0,69.0,72.0,45.0,26.0,15.0,11.0,16.0
2015-10-30 11:15:00,41.0,33.0,65.0,54.0,33.0,42.0,52.0,70.0,75.0,49.0,26.0,16.0,12.0,16.0
2015-10-30 11:30:00,44.0,34.0,65.0,53.0,33.5,46.0,56.0,72.0,77.0,49.0,27.0,15.0,13.0,17.0
2015-10-30 11:45:00,42.0,35.5,67.0,56.0,37.0,46.0,54.0,73.0,76.5,51.0,27.0,15.0,13.0,17.0
2015-10-30 12:00:00,43.0,36.0,67.0,58.0,41.0,46.0,56.0,75.0,77.0,48.0,27.0,14.0,14.0,17.0
2015-10-30 12:15:00,45.0,37.0,70.0,61.0,40.0,49.0,58.0,77.0,82.0,55.0,30.0,14.0,14.0,18.0
2015-10-30 12:30:00,47.0,38.0,74.5,65.0,42.0,52.0,60.0,78.0,81.0,55.0,31.0,14.0,14.0,19.0
2015-10-30 12:45:00,47.0,40.0,74.0,66.0,43.0,52.0,60.0,78.0,82.0,55.0,31.0,15.0,15.0,18.0
2015-10-30 13:00:00,48.0,39.0,73.0,65.0,44.0,51.0,58.0,78.0,80.0,55.0,29.0,15.0,15.0,18.0
2015-10-30 13:15:00,47.0,41.0,73.0,66.5,43.0,50.5,58.0,76.0,80.0,57.0,29.0,15.0,14.0,17.5
2015-10-30 13:30:00,50.0,40.0,75.0,69.0,43.0,53.0,61.0,76.0,83.0,59.0,31.0,14.0,15.0,18.0
2015-10-30 13:45:00,50.0,39.0,76.0,69.0,43.0,54.0,61.0,77.0,83.0,59.0,30.5,14.0,17.0,18.0
2015-10-30 14:00:00,51.0,40.0,78.0,71.0,48.0,51.0,61.0,80.0,86.0,62.0,32.0,14.0,17.0,19.0
2015-10-30 14:15:00,51.0,39.0,80.0,74.0,46.0,51.0,59.0,82.0,89.0,64.0,31.0,14.0,16.0,18.5
2015-10-30 14:30:00,54.0,41.0,83.0,78.0,48.0,56.0,65.0,81.0,89.0,66.0,32.0,13.0,16.0,20.0
2015-10-30 14:45:00,53.0,41.0,80.5,75.0,48.0,57.0,66.0,81.0,89.0,68.0,36.0,13.0,17.0,21.0
2015-10-30 15:00:00,49.0,45.0,85.0,82.0,53.0,53.0,62.0,84.0,91.0,70.0,36.0,13.0,16.0,21.0
2015-10-30 15:15:00,51.0,46.0,89.0,86.0,55.0,55.0,61.0,85.0,92.5,71.0,35.0,13.0,17.0,20.0
2015-10-30 15:30:00,50.0,47.5,90.0,90.0,58.0,55.5,64.5,86.0,96.0,75.0,38.0,12.0,18.0,20.0
2015-10-30 15:45:00,50.0,52.0,98.0,95.0,61.0,54.0,64.5,87.0,96.0,78.0,37.0,12.0,18.0,20.0
2015-10-30 16:00:00,47.0,53.0,109.0,106.0,64.0,54.0,63.0,89.5,99.5,73.0,38.0,10.0,18.0,20.0
2015-10-30 16:15:00,49.0,54.0,108.0,110.0,66.0,55.0,62.0,86.0,95.0,70.0,37.0,8.0,19.0,20.0
2015-10-30 16:30:00,48.0,54.0,110.0,111.0,65.0,55.0,64.0,86.0,94.0,71.0,37.0,8.0,18.0,20.0
2015-10-30 16:45:00,47.5,51.0,106.5,106.0,66.0,56.0,63.0,84.0,90.5,66.5,37.0,9.0,18.0,20.0
2015-10-30 17:00:00,47.0,51.0,111.0,114.0,67.0,55.0,62.0,84.0,91.0,64.0,36.0,9.0,17.0,21.0
2015-10-30 17:15:00,46.0,51.0,111.0,112.0,66.0,55.0,64.0,83.0,89.0,64.0,35.0,9.0,19.0,20.0
2015-10-30 17:30:00,47.0,50.0,105.0,104.0,61.0,57.0,65.0,81.0,85.0,59.0,34.0,10.0,17.0,19.0
2015-10-30 17:45:00,48.0,47.0,97.0,92.0,59.0,58.0,63.0,80.0,81.0,57.0,32.0,10.0,17.0,19.0
2015-10-30 18:00:00,50.0,42.0,90.0,81.0,54.0,58.0,65.0,75.0,78.0,53.0,31.0,11.0,16.0,17.0
2015-10-30 18:15:00,44.5,40.0,86.0,76.5,51.0,53.5,63.5,73.0,73.0,49.0,29.0,13.0,16.0,16.0
2015-10-30 18:30:00,41.5,35.0,78.0,66.0,46.0,52.0,62.5,70.0,68.0,42.0,27.5,15.0,16.0,16.0
2015-10-30 18:45:00,39.0,32.0,69.0,56.0,42.0,51.0,60.5,66.0,67.0,40.5,27.0,16.0,15.0,15.0
2015-10-30 19:00:00,38.0,30.0,64.0,48.0,38.0,48.0,61.0,64.0,62.0,34.5,26.0,16.0,14.0,15.0
2015-10-30 19:15:00,37.0,27.0,58.0,44.0,34.0,49.0,57.0,61.0,61.0,34.0,26.0,17.0,14.0,13.0
2015-10-30 19:30:00,34.5,25.0,55.0,37.0,32.0,46.0,55.0,58.0,55.5,32.0,23.0,17.0,13.0,13.0
2015-10-30 19:45:00,31.0,24.0,53.0,35.0,31.0,47.0,51.0,55.0,53.0,29.0,23.0,17.0,13.0,11.0
2015-10-30 20:00:00,28.0,22.0,49.0,32.0,28.0,43.0,51.0,51.0,49.0,25.0,23.0,17.0,12.0,10.0
2015-10-30 20:15:00,26.0,21.0,46.0,28.0,27.0,40.0,46.0,49.0,45.0,23.0,20.0,18.0,12.0,10.0
2015-10-30 20:30:00,25.0,18.0,44.0,26.0,25.0,39.0,42.0,46.0,43.0,21.0,21.0,18.0,11.0,9.0
2015-10-30 20:45:00,23.0,18.0,43.0,24.0,24.0,38.0,39.0,45.0,41.0,20.0,19.0,18.0,11.0,9.0
2015-10-30 21:00:00,23.0,17.0,41.0,24.0,23.0,37.0,37.0,43.0,40.0,18.0,19.0,17.0,11.0,8.0
2015-10-30 21:15:00,21.0,17.0,43.0,24.0,24.0,37.0,34.0,43.0,40.0,18.0,19.0,18.0,11.0,9.0
2015-10-30 21:30:00,21.5,17.0,43.0,24.0,22.5,35.0,33.0,42.5,40.0,18.0,18.0,18.0,11.0,9.0
2015-10-30 21:45:00,19.0,17.0,41.0,24.0,22.0,36.0,33.0,39.0,38.0,16.5,17.0,18.0,11.0,8.0
2015-10-30 22:00:00,18.0,16.0,43.0,23.0,23.0,33.0,31.0,40.0,39.0,16.0,16.0,18.0,10.0,8.0
2015-10-30 22:15:00,17.0,16.0,43.0,24.0,22.0,31.0,29.0,40.0,38.0,16.0,17.0,18.0,10.0,8.0
2015-10-30 22:30:00,17.0,16.0,41.0,21.0,21.0,30.0,27.0,38.0,36.0,15.0,16.0,18.0,10.0,8.0
2015-10-30 22:45:00,15.0,16.0,39.0,20.0,21.0,29.0,26.0,37.0,35.0,14.0,16.0,18.0,10.0,7.0
2015-10-30 23:00:00,14.0,15.0,39.0,20.0,21.0,28.0,24.0,39.0,37.0,15.0,15.0,18.0,10.0,7.0
2015-10-30 23:15:00,14.0,14.0,38.0,19.0,19.0,28.0,24.0,36.0,34.0,13.0,15.0,18.0,10.0,7.0
2015-10-30 23:30:00,12.0,13.0,36.0,16.0,18.0,25.0,21.0,34.0,32.0,12.0,12.0,17.0,9.0,6.0
2015-10-30 23:45:00,11.0,12.0,34.0,15.0,17.0,24.0,19.0,31.0,29.0,10.0,12.0,17.0,8.0,6.0
2015-10-31 00:00:00,11.0,11.0,30.0,14.0,15.0,22.0,17.0,28.0,27.0,8.0,11.0,16.0,7.0,6.0
2015-10-31 00:15:00,10.0,10.0,30.0,12.0,14.0,20.0,16.0,26.0,24.0,7.0,10.0,16.0,7.0,5.0
2015-10-31 00:30:00,9.0,8.0,26.0,10.0,13.0,19.0,15.0,25.0,22.0,7.0,10.0,17.0,7.0,5.0
2015-10-31 00:45:00,8.0,8.0,24.0,8.0,12.0,19.0,12.0,22.0,21.0,5.0,8.0,17.0,6.0,5.0
2015-10-31 01:00:00,7.0,7.0,24.0,8.0,10.0,17.5,12.0,20.0,19.0,5.0,8.0,17.0,6.0,4.0
2015-10-31 01:15:00,6.0,6.0,22.0,7.0,9.0,16.0,10.5,17.0,17.0,4.0,7.0,16.0,5.0,4.0
2015-10-31 01:30:00,6.0,6.0,19.0,6.0,8.0,16.0,10.0,16.0,16.0,3.0,6.0,14.0,5.0,3.0
2015-10-31 01:45:00,5.0,6.0,17.0,5.0,7.0,13.0,8.0,14.0,15.0,3.0,5.0,13.0,4.0,3.0
2015-10-31 02:00:00,5.0,5.0,17.0,5.0,7.0,13.0,8.0,14.0,13.0,3.0,5.0,14.0,4.0,2.0
2015-10-31 02:15:00,4.0,4.0,14.0,4.0,6.0,13.0,7.0,13.0,14.0,3.0,5.0,13.0,4.0,2.0
2015-10-31 02:30:00,4.0,4.0,14.0,4.0,6.0,13.0,7.0,12.0,13.0,3.0,5.0,13.0,3.0,2.0
2015-10-31 02:45:00,3.0,3.0,13.0,3.0,5.0,11.0,6.0,10.0,11.0,2.0,4.0,11.0,3.0,2.0
2015-10-31 03:00:00,2.0,2.0,11.0,3.0,4.0,9.0,5.0,8.0,9.0,1.0,3.0,10.0,3.0,1.0
2015-10-31 03:15:00,2.0,2.0,11.0,3.0,5.0,8.0,4.0,7.0,8.0,1.0,3.0,9.0,2.0,1.0
2015-10-31 03:30:00,3.0,2.0,8.0,2.0,4.0,7.0,4.0,7.0,8.0,1.0,3.0,9.0,2.0,1.0
2015-10-31 03:45:00,2.0,2.0,8.0,2.0,3.0,7.0,4.0,6.0,7.0,1.0,3.0,9.0,2.0,1.0
2015-10-31 04:00:00,3.0,2.0,8.0,2.0,3.0,7.0,3.0,7.0,7.0,1.0,2.0,8.0,1.0,1.0
2015-10-31 04:15:00,3.0,2.0,9.0,2.0,3.0,7.0,3.0,7.0,8.0,1.0,2.0,8.0,1.0,1.0
2015-10-31 04:30:00,3.0,2.0,9.0,2.0,3.0,6.0,3.0,9.0,9.0,1.0,2.0,8.0,2.0,1.0
2015-10-31 04:45:00,3.0,2.0,9.0,2.0,3.0,6.0,3.0,9.0,10.0,1.0,2.0,7.0,2.0,1.0
2015-10-31 05:00:00,6.0,2.0,9.0,2.0,3.0,7.5,4.0,11.0,12.0,1.0,2.5,8.5,2.0,1.0
2015-10-31 05:15:00,8.0,2.0,9.0,2.0,4.0,9.0,6.0,14.0,16.0,2.0,3.0,8.0,2.0,1.0
2015-10-31 05:30:00,8.0,2.0,10.0,2.0,3.0,7.0,5.0,16.0,17.0,2.0,3.0,8.0,2.0,2.0
2015-10-31 05:45:00,9.0,3.0,11.5,2.0,3.0,8.0,6.0,15.0,17.0,2.0,3.0,8.0,2.0,1.0
2015-10-31 06:00:00,9.0,3.0,12.0,3.0,4.0,8.0,5.0,18.0,20.0,3.0,4.0,8.0,2.0,2.0
2015-10-31 06:15:00,9.0,3.0,13.0,3.0,4.0,10.0,7.0,19.0,23.0,4.0,4.0,7.0,2.0,1.0
2015-10-31 06:30:00,10.0,4.0,17.0,4.0,4.0,9.0,8.0,21.0,25.0,5.0,4.0,7.0,1.0,2.0
2015-10-31 06:45:00,8.0,4.0,21.0,5.0,5.0,9.0,9.5,21.0,25.0,5.0,6.0,7.0,2.0,2.0
2015-10-31 07:00:00,11.0,6.0,21.0,6.0,5.0,9.0,9.0,23.0,26.0,6.0,5.0,7.0,2.0,2.0
2015-10-31 07:15:00,11.0,5.0,17.0,4.0,5.0,10.0,11.0,23.0,29.0,7.0,7.0,8.0,2.0,3.0
2015-10-31 07:30:00,15.0,5.0,19.0,5.0,6.0,11.0,12.0,29.0,33.0,9.0,8.0,8.0,2.0,3.0
2015-10-31 07:45:00,18.0,7.0,22.0,6.0,7.0,11.0,11.0,37.0,40.0,13.0,9.0,9.0,2.0,3.0
2015-10-31 08:00:00,16.0,8.0,22.0,7.0,8.0,12.0,13.0,35.0,38.0,11.0,9.0,9.0,2.0,4.0
2015-10-31 08:15:00,18.0,9.0,26.0,9.0,9.0,13.0,15.0,36.0,39.0,13.0,9.0,8.0,2.0,7.0
2015-10-31 08:30:00,21.0,10.0,29.0,11.0,11.0,17.0,20.0,42.0,44.0,17.0,11.0,10.0,3.0,6.0
2015-10-31 08:45:00,23.0,12.0,35.0,15.0,14.0,20.0,24.0,45.0,46.0,20.0,13.0,11.0,4.0,7.0
2015-10-31 09:00:00,25.0,15.0,36.0,15.5,16.0,21.0,27.0,46.0,46.5,20.0,14.0,12.0,4.0,8.0
2015-10-31 09:15:00,28.0,17.0,40.0,19.0,18.0,24.0,31.0,50.0,49.0,23.0,17.0,13.0,5.0,9.0
2015-10-31 09:30:00,33.0,20.0,43.0,24.0,21.0,28.0,38.0,53.0,53.0,26.0,19.0,14.0,6.0,10.0
2015-10-31 09:45:00,33.0,23.0,50.0,28.0,25.0,32.0,46.0,61.0,59.0,31.0,21.0,15.0,8.0,11.0
2015-10-31 10:00:00,38.0,23.0,51.0,29.0,26.0,35.0,48.0,60.0,59.0,31.0,20.0,15.0,8.0,11.0
2015-10-31 10:15:00,38.0,23.0,54.0,32.0,27.0,34.0,48.0,63.0,64.0,34.0,21.0,15.0,8.0,11.0
2015-10-31 10:30:00,41.0,25.0,57.0,35.0,29.0,35.0,53.0,67.0,65.0,37.0,22.0,14.0,9.0,12.0
2015-10-31 10:45:00,43.0,26.0,61.0,40.0,31.0,40.0,57.0,70.0,69.0,39.0,24.0,15.0,10.0,14.0
2015-10-31 11:00:00,45.0,28.0,61.0,39.0,33.0,41.0,59.0,71.0,71.0,40.0,23.0,15.0,9.0,14.0
2015-10-31 11:15:00,47.0,29.0,62.0,40.0,33.0,44.5,62.0,73.0,71.0,43.0,24.0,15.0,10.0,14.0
2015-10-31 11:30:00,49.0,30.0,64.5,43.0,36.0,46.0,64.0,75.0,76.0,45.0,27.0,15.0,12.0,15.0
2015-10-31 11:45:00,50.0,30.0,67.0,47.0,39.0,49.0,67.0,77.0,78.0,48.0,27.0,15.0,12.0,15.0
2015-10-31 12:00:00,51.0,32.0,69.0,50.0,39.5,49.5,69.0,78.5,78.0,47.0,28.0,15.0,13.0,16.0
2015-10-31 12:15:00,53.0,32.0,72.0,53.0,39.0,53.0,69.0,81.0,81.0,50.0,28.0,15.0,13.0,16.0
2015-10-31 12:30:00,54.0,33.0,73.5,56.0,42.0,56.0,73.0,84.0,83.5,55.0,30.0,15.0,13.0,17.0
2015-10-31 12:45:00,53.0,36.0,77.0,58.0,42.0,56.0,75.0,85.0,85.0,54.0,32.0,14.0,14.0,17.0
2015-10-31 13:00:00,57.0,35.0,75.0,59.0,42.0,57.0,76.0,83.0,84.0,55.0,32.0,15.0,14.0,18.0
2015-10-31 13:15:00,57.0,37.0,78.0,62.0,43.0,59.0,76.0,86.0,87.0,59.0,31.0,15.0,14.0,18.0
2015-10-31 13:30:00,58.0,37.0,78.0,61.0,45.0,59.5,76.5,87.0,89.0,59.5,32.0,14.0,14.0,18.0
2015-10-31 13:45:00,58.0,36.0,78.0,62.0,45.0,59.0,76.0,87.0,89.0,59.0,35.0,15.0,15.0,18.0
2015-10-31 14:00:00,57.0,37.0,78.0,61.0,45.0,61.0,78.0,86.0,87.0,58.0,35.0,14.0,15.0,19.0
2015-10-31 14:15:00,55.0,38.0,79.0,64.0,45.0,60.0,77.0,87.0,92.0,61.0,34.0,14.0,15.0,19.0
2015-10-31 14:30:00,57.0,37.0,76.0,60.0,44.0,61.0,78.0,88.0,91.0,61.0,35.0,13.0,15.0,18.0
2015-10-31 14:45:00,55.0,39.0,76.0,61.0,46.0,59.0,79.0,88.0,91.0,63.0,35.0,13.0,15.0,18.0
2015-10-31 15:00:00,54.0,39.0,76.0,61.0,46.0,59.0,79.0,86.0,89.0,60.0,34.0,14.0,16.0,19.0
2015-10-31 15:15:00,54.0,38.0,75.0,61.0,45.0,61.0,78.0,85.0,89.0,60.0,33.0,14.0,14.0,18.0
2015-10-31 15:30:00,55.0,38.0,75.0,60.0,45.0,60.0,79.0,86.0,88.0,60.5,34.0,14.0,15.0,18.5
2015-10-31 15:45:00,54.0,36.0,73.0,58.0,44.0,57.5,79.0,86.0,87.0,59.0,31.0,14.0,15.0,18.0
2015-10-31 16:00:00,55.0,35.0,69.0,53.0,45.0,57.0,79.0,86.0,88.0,56.0,32.0,14.0,15.0,18.0
2015-10-31 16:15:00,52.0,34.0,69.0,52.0,43.0,59.0,77.0,86.0,86.0,56.0,34.0,15.0,15.0,19.0
2015-10-31 16:30:00,53.0,33.0,67.0,51.0,41.0,58.0,79.0,86.0,85.0,57.0,31.0,14.0,15.0,18.0
2015-10-31 16:45:00,49.0,30.0,66.5,51.0,40.0,57.0,73.0,84.0,85.0,55.5,32.5,15.0,15.0,17.0
2015-10-31 17:00:00,50.0,30.0,66.0,50.0,43.0,59.0,73.0,83.5,83.5,53.0,31.5,15.0,15.0,18.0
2015-10-31 17:15:00,49.0,30.0,66.0,50.0,42.0,57.0,72.0,82.0,83.0,52.0,31.0,15.0,14.0,17.0
2015-10-31 17:30:00,47.0,27.0,64.0,47.0,39.0,57.0,70.0,77.0,77.0,48.0,29.0,15.0,15.0,15.0
2015-10-31 17:45:00,45.0,26.0,62.0,44.0,36.0,57.0,69.0,72.0,71.0,42.0,29.0,15.0,14.0,14.0
2015-10-31 18:00:00,46.0,24.0,59.0,42.0,34.0,57.0,72.0,67.0,66.0,38.0,28.0,16.0,14.0,12.0
2015-10-31 18:15:00,39.0,25.0,58.0,42.0,34.0,52.0,63.0,65.5,62.5,35.0,26.0,16.0,14.0,13.0
2015-10-31 18:30:00,35.5,22.0,54.0,36.0,31.0,49.0,54.0,61.0,58.0,32.0,25.0,17.0,13.0,12.0
2015-10-31 18:45:00,31.0,21.0,52.0,32.5,28.5,47.0,52.0,58.0,56.0,29.0,24.0,17.0,14.0,11.0
2015-10-31 19:00:00,31.0,21.0,51.0,32.0,27.0,45.0,50.0,55.0,52.0,27.0,24.0,17.0,13.0,11.0
2015-10-31 19:15:00,30.0,20.0,49.0,29.0,26.0,42.0,46.0,53.5,52.0,26.0,23.0,17.0,12.0,10.0
2015-10-31 19:30:00,28.0,18.0,47.0,27.0,25.0,42.0,45.0,52.0,51.0,25.0,23.0,17.0,12.0,9.0
2015-10-31 19:45:00,25.0,17.0,44.0,26.0,23.0,42.0,41.0,49.0,49.0,24.0,22.0,18.0,12.0,9.0
2015-10-31 20:00:00,24.0,17.0,43.0,24.0,23.0,38.0,40.0,47.5,45.0,22.0,22.0,18.0,12.0,9.0
2015-10-31 20:15:00,22.0,16.0,42.0,23.0,22.0,38.0,38.0,45.0,44.0,20.0,19.0,17.0,12.0,9.0
2015-10-31 20:30:00,21.0,16.0,40.0,21.5,21.0,37.0,37.0,43.5,43.0,19.0,18.0,18.0,11.0,8.0
2015-10-31 20:45:00,22.0,16.0,40.0,21.0,20.0,35.0,35.0,43.0,42.0,19.0,18.0,18.0,11.0,8.0
2015-10-31 21:00:00,21.0,15.0,38.0,19.0,20.0,36.0,35.0,42.0,42.0,17.0,19.0,17.0,10.0,8.0
2015-10-31 21:15:00,20.0,15.0,40.0,20.0,21.0,34.0,32.0,41.0,40.0,18.0,18.0,18.0,11.0,8.0
2015-10-31 21:30:00,19.0,14.0,39.0,20.0,21.0,34.0,32.0,42.0,39.0,17.0,18.0,18.0,11.0,8.0
2015-10-31 21:45:00,18.0,15.0,38.0,20.0,20.0,33.0,31.0,40.0,40.0,17.0,17.0,18.0,10.0,7.0
2015-10-31 22:00:00,18.0,15.0,40.0,20.0,21.0,32.0,29.0,41.0,41.0,16.0,16.0,18.0,10.0,7.0
2015-10-31 22:15:00,17.0,15.0,42.0,21.0,20.0,31.0,29.0,40.0,40.0,16.0,16.5,17.0,10.0,8.0
2015-10-31 22:30:00,16.0,15.0,41.0,21.0,19.0,30.5,28.0,39.0,39.0,16.0,16.0,17.5,10.0,7.0
2015-10-31 22:45:00,16.0,16.0,38.0,20.0,19.0,30.0,27.0,39.0,39.0,15.0,15.0,18.0,10.0,8.0
2015-10-31 23:00:00,15.5,15.0,40.5,20.0,20.0,30.0,26.0,40.5,40.0,16.0,16.0,18.0,9.0,7.0
2015-10-31 23:15:00,15.0,14.0,38.0,19.0,20.0,29.0,25.0,40.0,38.0,16.0,16.0,17.0,10.0,7.0
2015-10-31 23:30:00,14.0,14.0,38.0,17.0,18.0,28.0,23.0,38.0,36.5,13.0,15.0,18.0,9.0,7.0
2015-10-31 23:45:00,13.0,12.0,37.0,17.0,18.0,27.0,22.0,36.0,34.0,12.0,14.0,17.0,10.0,6.0
2015-11-01 00:00:00,12.0,13.0,35.0,16.0,17.0,24.0,21.0,33.0,32.0,11.0,13.0,18.0,8.0,6.0
2015-11-01 00:15:00,11.0,11.0,33.0,13.0,15.0,23.0,21.0,31.0,30.0,11.0,13.0,17.0,8.0,5.0
2015-11-01 00:30:00,11.0,10.0,30.5,12.0,15.0,23.0,18.0,29.0,28.0,9.0,11.0,18.0,8.0,5.5
2015-11-01 00:45:00,10.0,9.0,29.0,11.0,14.0,22.0,16.0,25.0,25.0,7.0,11.0,18.0,8.0,5.0
2015-11-01 01:00:00,9.0,9.0,27.0,10.0,12.0,20.0,14.0,24.0,23.0,7.0,9.0,18.0,8.0,5.0
2015-11-01 01:15:00,8.0,8.0,26.0,9.0,12.0,19.0,13.0,22.0,21.0,7.0,9.0,16.0,7.0,4.0
2015-11-01 01:30:00,8.0,7.0,24.0,8.0,10.0,18.0,11.0,20.0,20.0,5.0,8.0,16.0,5.0,4.0
2015-11-01 01:45:00,6.0,7.0,22.5,6.0,9.0,16.0,11.0,17.0,18.0,4.0,7.0,14.0,5.0,3.0
2015-11-01 02:00:00,6.0,6.0,20.0,6.0,8.0,14.5,10.0,17.0,16.0,4.0,6.5,14.0,5.0,3.0
2015-11-01 02:15:00,5.0,5.0,18.0,5.0,8.0,14.0,9.0,16.0,16.0,4.0,6.0,13.0,4.0,3.0
2015-11-01 02:30:00,5.0,4.0,16.0,5.0,7.0,14.0,8.0,14.0,15.0,3.0,6.0,14.0,4.0,3.0
2015-11-01 02:45:00,4.0,3.0,15.0,4.0,6.0,12.0,7.0,12.0,12.0,3.0,5.0,13.0,4.0,2.0
2015-11-01 03:00:00,3.0,3.0,13.5,4.0,6.0,11.0,6.5,10.0,11.0,2.0,4.0,12.0,3.0,2.0
2015-11-01 03:15:00,3.0,3.0,14.0,3.0,6.0,11.0,5.0,8.0,9.0,2.0,3.0,11.0,3.0,1.0
2015-11-01 03:30:00,3.0,3.0,11.0,3.0,4.0,10.0,5.0,8.0,8.0,2.0,3.0,11.0,2.0,1.0
2015-11-01 03:45:00,2.0,2.0,9.0,2.0,4.0,9.0,5.0,7.0,8.0,1.0,3.0,11.0,2.0,1.0
2015-11-01 04:00:00,3.0,2.0,10.0,2.0,4.0,9.0,4.0,6.0,8.0,1.0,3.0,11.0,2.0,1.0
2015-11-01 04:15:00,3.0,2.0,9.0,2.0,3.0,8.0,4.0,6.0,8.0,1.0,3.0,9.0,2.0,1.0
2015-11-01 04:30:00,3.0,2.0,9.0,2.0,3.0,8.0,4.0,6.0,8.0,1.0,3.0,9.0,2.0,1.0
2015-11-01 04:45:00,3.0,2.0,8.0,2.0,3.0,7.0,3.5,7.0,8.0,1.0,2.0,9.0,2.0,1.0
2015-11-01 05:00:00,3.0,2.0,8.0,2.0,3.0,8.0,3.0,7.0,8.0,1.0,2.0,10.0,2.0,1.0
2015-11-01 05:15:00,3.0,2.0,8.0,2.0,3.0,7.0,4.0,8.0,10.0,1.0,2.0,8.0,2.0,1.0
2015-11-01 05:30:00,3.0,2.0,8.0,2.0,3.0,6.0,4.0,7.0,9.0,1.0,2.0,7.0,2.0,1.0
2015-11-01 05:45:00,3.0,2.0,9.0,2.0,3.0,6.0,4.0,7.0,10.0,1.0,2.0,7.0,2.0,1.0
2015-11-01 06:00:00,3.0,2.0,9.0,2.0,3.0,6.0,3.0,8.0,10.0,1.0,2.0,7.0,2.0,1.0
2015-11-01 06:15:00,4.0,2.0,9.0,2.0,3.0,6.0,3.0,10.0,12.0,1.0,3.0,6.0,1.0,1.0
2015-11-01 06:30:00,4.0,2.0,12.0,2.0,3.0,6.0,5.0,11.0,14.0,2.0,3.0,7.0,1.0,1.0
2015-11-01 06:45:00,5.0,3.0,16.0,3.0,3.0,6.0,5.0,11.0,14.0,2.0,3.0,6.0,1.0,1.0
2015-11-01 07:00:00,5.0,3.0,16.0,3.0,3.0,6.0,6.0,12.0,14.0,2.0,3.0,6.0,1.0,1.0
2015-11-01 07:15:00,4.0,3.0,12.0,2.0,3.0,6.0,6.0,11.0,13.0,2.0,4.0,5.0,1.0,1.0
