,11,111,112,113,121,21,31,51,52,53,61,V081,V082,V091
2015-10-28 02:30:00,1.0,1.0,6.0,1.0,2.0,3.0,3.0,4.0,4.0,0.0,1.0,4.0,1.0,1.0
2015-10-28 02:45:00,1.0,1.0,5.0,1.0,2.0,3.0,2.0,4.0,5.0,0.0,1.0,3.0,1.0,1.0
2015-10-28 03:00:00,1.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,4.0,0.0,2.0,3.0,0.5,0.0
2015-10-28 03:15:00,1.0,1.0,5.0,1.0,2.0,3.0,1.0,4.0,5.0,0.0,2.0,3.0,1.0,0.0
2015-10-28 03:30:00,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.5,5.0,0.0,1.0,3.0,0.0,0.0
2015-10-28 03:45:00,1.0,1.0,4.0,1.0,1.0,3.0,3.0,4.0,5.0,0.0,1.0,3.0,0.0,0.0
2015-10-28 04:00:00,2.0,1.0,4.0,1.0,1.0,4.0,2.0,5.0,7.0,1.0,1.0,3.0,0.0,1.0
2015-10-28 04:15:00,3.0,1.0,4.0,1.0,1.0,3.0,2.0,6.0,9.0,1.0,1.0,3.0,0.0,1.0
2015-10-28 04:30:00,5.0,1.0,6.0,1.0,1.0,4.0,2.0,10.0,12.0,1.0,2.0,2.0,1.0,1.0
2015-10-28 04:45:00,6.0,1.0,7.0,1.0,2.0,4.0,3.0,12.0,13.0,1.0,2.0,3.0,1.0,1.0
2015-10-28 05:00:00,10.0,3.0,8.0,2.0,3.0,6.0,5.0,17.0,19.0,2.0,3.0,5.0,1.0,2.0
2015-10-28 05:15:00,16.0,3.0,10.0,2.0,3.0,10.0,8.0,25.0,27.0,5.0,4.0,5.0,1.0,2.0
2015-10-28 05:30:00,20.0,3.5,12.0,2.0,3.0,9.0,9.0,38.0,38.5,9.0,7.0,6.0,1.0,3.0
2015-10-28 05:45:00,23.5,4.0,17.0,4.0,5.0,12.0,10.0,43.0,49.0,16.0,9.0,7.0,1.0,3.0
2015-10-28 06:00:00,31.0,7.0,19.0,7.0,6.0,15.0,12.0,52.0,63.0,25.0,10.0,10.0,2.0,4.0
2015-10-28 06:15:00,31.5,12.0,26.0,10.0,6.0,22.0,16.0,60.0,73.0,35.0,12.0,10.0,2.0,5.0
2015-10-28 06:30:00,31.0,19.0,33.0,18.0,7.0,19.0,23.0,67.0,81.0,38.0,14.0,10.0,2.0,4.0
2015-10-28 06:45:00,27.0,29.0,43.0,26.0,9.0,26.0,29.0,75.0,89.0,47.0,22.0,10.0,3.0,5.0
2015-10-28 07:00:00,30.0,26.0,44.0,30.0,10.0,25.0,25.0,71.0,87.0,48.0,26.0,12.0,4.0,7.0
2015-10-28 07:15:00,31.0,27.0,45.0,31.0,12.0,28.0,28.5,79.0,94.0,57.0,27.0,11.0,4.0,7.0
2015-10-28 07:30:00,37.0,30.5,52.0,39.0,15.0,34.0,32.0,86.5,101.0,66.0,32.5,12.0,6.0,9.0
2015-10-28 07:45:00,37.0,35.0,55.0,46.0,24.0,34.0,34.0,91.0,103.0,71.0,39.0,11.0,7.0,9.0
2015-10-28 08:00:00,39.0,39.0,58.0,46.0,24.0,39.0,40.0,84.0,102.0,72.0,44.0,12.0,8.0,9.0
2015-10-28 08:15:00,39.0,39.0,55.0,44.0,25.0,46.0,43.0,87.0,102.0,77.0,46.0,12.0,10.0,10.0
2015-10-28 08:30:00,43.0,40.0,55.5,44.0,22.0,52.0,40.0,90.0,108.0,84.0,47.5,11.0,8.0,11.0
2015-10-28 08:45:00,37.0,38.5,54.0,44.5,26.0,42.0,36.5,91.0,101.0,82.0,46.5,11.0,9.0,11.0
2015-10-28 09:00:00,39.0,36.0,55.0,46.0,27.0,42.0,40.0,74.0,83.0,62.0,38.0,13.0,10.0,12.0
2015-10-28 09:15:00,37.0,36.0,57.0,44.0,26.0,41.0,43.0,66.0,75.0,52.0,29.0,13.0,9.0,12.0
2015-10-28 09:30:00,38.0,35.0,56.0,44.0,28.5,42.0,46.0,63.0,73.0,46.0,29.5,14.0,9.0,13.0
2015-10-28 09:45:00,40.0,36.0,59.0,45.0,28.0,42.0,45.0,64.0,71.0,47.0,28.0,14.0,10.0,13.0
2015-10-28 10:00:00,37.0,33.5,59.0,44.0,29.0,38.0,46.0,62.0,69.0,42.0,25.0,15.0,10.0,13.0
2015-10-28 10:15:00,36.0,33.0,60.0,45.0,30.0,37.0,46.0,63.0,67.0,42.0,24.0,15.0,10.0,13.0
2015-10-28 10:30:00,38.0,33.0,64.0,48.0,30.0,38.0,48.0,65.0,69.0,43.0,25.0,15.0,10.0,14.0
2015-10-28 10:45:00,39.0,34.0,62.0,49.0,31.0,39.0,47.0,67.0,70.0,44.0,25.0,15.0,11.0,13.0
2015-10-28 11:00:00,38.0,33.0,62.0,48.0,32.0,39.0,50.0,65.0,68.0,40.0,24.0,15.0,11.0,15.0
2015-10-28 11:15:00,40.0,32.0,61.0,49.0,32.0,40.0,49.0,69.0,70.0,43.0,25.0,15.0,12.0,15.0
2015-10-28 11:30:00,41.0,34.0,64.0,51.0,34.0,42.0,54.0,71.0,73.0,46.0,26.0,15.0,13.0,16.0
2015-10-28 11:45:00,39.0,37.0,66.0,53.0,35.0,42.5,55.0,71.0,74.0,47.0,26.0,15.0,14.0,17.0
2015-10-28 12:00:00,43.0,35.0,67.5,55.0,39.0,45.0,55.5,70.5,76.0,49.0,26.0,15.0,14.0,17.0
2015-10-28 12:15:00,44.0,36.0,68.0,56.0,37.0,49.0,55.0,75.0,77.0,52.0,29.0,14.0,14.0,17.0
2015-10-28 12:30:00,48.0,37.0,70.0,57.0,37.0,50.0,56.0,77.0,81.0,53.0,31.0,15.0,14.0,18.0
2015-10-28 12:45:00,45.0,39.0,72.0,62.0,39.0,50.5,56.0,78.0,81.0,54.0,32.0,14.0,14.0,17.0
2015-10-28 13:00:00,46.0,36.5,70.0,58.0,39.0,48.0,58.5,78.0,82.0,53.0,32.0,15.0,14.0,17.0
2015-10-28 13:15:00,48.0,37.0,69.0,60.0,41.0,49.0,59.0,77.0,81.0,54.0,31.0,14.0,13.0,18.0
2015-10-28 13:30:00,47.0,39.0,72.0,62.0,40.0,49.0,58.0,77.0,82.0,54.0,32.0,14.0,15.0,18.0
2015-10-28 13:45:00,45.0,39.0,72.0,61.0,39.0,49.5,59.0,76.5,81.0,55.0,30.5,14.0,14.0,18.0
2015-10-28 14:00:00,45.5,37.0,71.0,60.0,41.0,48.5,58.0,77.0,82.0,56.5,30.0,14.0,14.0,19.0
2015-10-28 14:15:00,45.0,38.0,74.0,64.0,42.0,50.0,61.0,78.0,84.0,58.0,31.0,14.0,14.0,18.0
2015-10-28 14:30:00,49.0,38.0,75.0,66.0,43.0,51.0,61.0,80.0,86.0,59.5,33.0,14.0,14.0,18.0
2015-10-28 14:45:00,46.0,41.0,75.0,66.0,45.0,50.0,60.0,79.0,84.0,62.0,32.0,14.0,15.0,19.0
2015-10-28 15:00:00,47.0,42.0,81.0,73.0,47.0,48.5,62.0,80.0,85.5,60.0,31.0,14.0,15.0,19.0
2015-10-28 15:15:00,47.0,43.0,81.5,76.0,52.0,48.0,61.5,81.0,87.0,64.5,32.0,14.0,15.0,19.0
2015-10-28 15:30:00,45.0,47.0,87.0,86.0,53.0,49.0,60.0,83.0,92.0,69.0,33.0,12.0,17.0,20.0
2015-10-28 15:45:00,45.0,51.0,95.0,94.0,58.0,50.0,61.5,84.0,92.0,67.0,31.5,14.0,16.0,20.0
2015-10-28 16:00:00,45.0,53.5,111.5,110.0,66.0,49.0,61.0,85.0,95.0,66.0,33.0,11.0,18.0,19.0
2015-10-28 16:15:00,42.0,56.0,111.0,115.0,67.0,48.5,57.5,82.5,89.0,65.0,34.0,8.0,18.0,19.0
2015-10-28 16:30:00,43.0,57.0,117.0,122.5,70.0,49.0,59.0,83.0,89.0,63.0,36.0,8.0,19.0,19.0
2015-10-28 16:45:00,43.0,53.0,118.0,120.0,65.0,53.0,60.0,79.0,85.0,60.0,35.0,8.0,20.0,18.0
2015-10-28 17:00:00,44.0,53.0,126.0,132.0,70.0,52.0,60.0,80.0,82.0,56.0,35.0,8.0,19.0,19.0
2015-10-28 17:15:00,44.0,57.0,124.0,131.0,70.0,54.0,59.0,78.0,84.0,59.0,33.0,7.0,20.0,20.0
2015-10-28 17:30:00,43.0,54.0,117.0,121.0,66.0,53.0,61.0,77.0,78.0,54.0,32.0,7.0,18.0,20.0
2015-10-28 17:45:00,42.0,50.0,106.0,106.0,60.0,57.0,60.0,73.0,72.0,48.0,31.0,9.0,18.0,18.0
2015-10-28 18:00:00,46.0,48.0,96.0,92.0,57.0,57.0,66.0,74.0,71.0,45.0,30.0,10.0,17.0,17.0
2015-10-28 18:15:00,39.5,41.0,90.0,80.5,52.0,54.0,62.5,68.0,66.5,41.0,27.0,12.0,17.0,16.0
2015-10-28 18:30:00,39.0,36.0,77.0,67.0,43.0,49.0,63.0,63.0,61.0,35.0,26.0,14.0,15.0,15.0
2015-10-28 18:45:00,36.0,32.0,68.0,53.0,39.5,47.5,58.0,59.0,57.0,32.0,25.0,16.0,14.0,13.0
2015-10-28 19:00:00,35.0,27.0,62.0,45.0,36.0,45.0,55.0,59.0,54.0,29.0,23.0,16.0,14.0,14.0
2015-10-28 19:15:00,33.0,26.0,59.0,41.0,34.0,44.0,53.0,58.0,54.0,29.0,21.0,17.0,13.0,12.0
2015-10-28 19:30:00,31.0,24.0,54.0,36.0,31.0,42.0,51.0,55.0,52.0,26.0,21.0,17.0,13.0,11.0
2015-10-28 19:45:00,28.0,23.0,50.0,32.0,28.0,40.0,51.0,51.0,49.0,24.0,20.0,17.0,12.0,11.0
2015-10-28 20:00:00,26.0,22.0,45.0,28.0,26.5,38.5,47.0,48.0,44.0,21.0,18.5,17.0,12.0,10.0
2015-10-28 20:15:00,23.0,19.5,44.0,26.0,25.0,36.0,38.0,46.0,43.0,19.0,18.0,17.0,11.0,10.0
2015-10-28 20:30:00,21.0,17.0,42.0,24.0,23.0,33.0,34.0,43.0,39.0,17.0,18.0,18.0,11.0,9.0
2015-10-28 20:45:00,20.0,17.0,41.0,23.0,21.5,31.0,32.0,43.0,39.0,17.0,17.0,18.0,11.0,8.0
2015-10-28 21:00:00,19.0,16.0,38.0,20.0,21.0,32.0,30.0,40.0,37.0,16.0,17.0,17.0,10.0,9.0
2015-10-28 21:15:00,18.0,17.0,39.0,22.0,21.0,30.0,30.0,40.0,36.0,15.0,17.0,18.0,10.0,8.0
2015-10-28 21:30:00,16.0,15.0,39.0,20.0,20.0,31.0,28.0,40.0,35.0,14.0,16.0,18.0,10.0,9.0
2015-10-28 21:45:00,16.0,15.0,38.0,20.0,20.0,29.0,27.0,38.0,35.0,13.0,15.0,17.0,9.0,8.0
2015-10-28 22:00:00,15.0,15.0,40.0,20.0,20.0,27.0,25.0,36.0,33.0,12.0,14.0,17.0,9.0,8.0
2015-10-28 22:15:00,12.0,15.0,40.0,20.0,20.0,23.0,23.0,34.0,32.0,11.0,13.0,17.0,8.5,7.0
2015-10-28 22:30:00,12.0,15.0,39.0,17.0,18.0,23.0,21.0,31.0,29.0,11.0,13.0,17.0,8.0,7.0
2015-10-28 22:45:00,11.0,13.0,36.0,16.0,17.5,22.0,19.0,30.0,27.0,9.0,11.0,16.0,8.0,6.0
2015-10-28 23:00:00,10.0,12.0,33.0,15.0,16.0,20.0,19.0,29.0,26.0,8.0,11.0,16.0,7.0,6.0
2015-10-28 23:15:00,9.0,10.5,30.0,12.0,15.0,19.0,17.0,28.0,24.0,8.0,10.0,15.0,7.0,5.0
2015-10-28 23:30:00,8.0,9.0,27.0,10.0,14.0,16.0,14.0,24.0,21.0,6.0,8.0,14.0,6.0,4.0
2015-10-28 23:45:00,7.0,8.0,24.0,9.0,12.0,15.0,12.0,20.0,16.0,4.0,8.0,13.0,5.0,3.0
2015-10-29 00:00:00,6.0,7.0,22.0,8.0,9.0,12.5,11.0,18.0,15.0,4.0,7.0,13.0,4.0,3.0
2015-10-29 00:15:00,5.0,6.0,20.0,6.0,9.0,12.0,9.0,15.0,13.0,3.0,7.0,12.0,4.0,3.0
2015-10-29 00:30:00,4.0,5.0,18.0,5.0,7.0,11.0,8.0,14.0,12.0,2.0,5.0,12.0,4.0,3.0
2015-10-29 00:45:00,4.0,5.0,15.0,4.0,6.0,10.0,7.0,12.0,11.0,2.0,4.0,12.0,3.0,2.0
2015-10-29 01:00:00,3.0,3.0,14.0,3.0,5.0,8.0,6.0,10.0,10.0,1.0,4.0,10.0,3.0,2.0
2015-10-29 01:15:00,3.0,3.0,12.0,3.0,5.0,7.0,5.0,9.0,8.0,1.0,3.0,9.0,2.0,2.0
2015-10-29 01:30:00,2.0,3.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,1.0,3.0,9.0,2.0,2.0
2015-10-29 01:45:00,2.0,3.0,9.0,2.0,4.0,6.0,4.0,7.0,8.0,1.0,3.0,8.0,2.0,1.0
2015-10-29 02:00:00,2.0,2.0,8.0,2.0,4.0,6.0,4.0,7.5,7.0,1.0,3.0,7.0,1.0,1.0
2015-10-29 02:15:00,1.0,2.0,7.0,2.0,3.0,4.0,4.0,6.0,6.0,1.0,2.0,6.0,1.0,1.0
2015-10-29 02:30:00,1.0,1.0,6.0,1.0,2.0,3.0,3.0,4.0,5.0,1.0,2.0,5.0,1.0,1.0
2015-10-29 02:45:00,1.0,1.0,6.0,1.0,2.0,3.0,2.0,4.0,5.0,0.0,1.0,4.0,1.0,1.0
2015-10-29 03:00:00,1.0,1.0,5.0,1.0,2.0,4.0,2.0,3.0,4.0,0.0,2.0,3.0,1.0,0.0
2015-10-29 03:15:00,1.0,1.0,5.0,1.0,2.0,3.0,1.0,4.0,4.5,0.0,2.0,3.0,1.0,0.0
2015-10-29 03:30:00,1.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,6.0,0.0,1.0,3.0,0.0,0.0
2015-10-29 03:45:00,1.0,1.0,4.0,1.0,1.0,3.0,3.0,4.0,5.0,0.0,1.0,4.0,0.0,0.0
2015-10-29 04:00:00,2.0,1.0,4.0,1.0,1.0,5.0,2.0,6.0,8.0,1.0,1.0,3.0,0.0,1.0
2015-10-29 04:15:00,3.0,1.0,5.0,1.0,1.0,3.0,2.0,6.0,10.0,1.0,1.0,3.0,0.0,1.0
2015-10-29 04:30:00,4.0,1.0,6.0,1.0,2.0,3.5,2.0,10.0,13.0,1.0,1.0,4.0,0.0,1.0
2015-10-29 04:45:00,5.0,1.0,7.0,1.0,2.0,4.0,3.0,12.5,13.0,1.0,2.0,4.0,1.0,1.0
2015-10-29 05:00:00,9.0,2.0,8.0,2.0,3.0,6.0,5.0,18.0,19.0,2.0,3.0,5.0,1.0,1.0
2015-10-29 05:15:00,15.0,3.0,8.0,1.0,3.0,11.0,8.0,24.0,26.0,5.0,5.0,5.0,1.0,2.0
2015-10-29 05:30:00,18.5,4.0,10.0,2.0,3.0,9.0,8.0,36.0,39.0,9.0,7.0,7.0,1.0,3.0
2015-10-29 05:45:00,23.0,5.0,14.0,3.0,5.0,13.0,9.0,42.0,48.5,15.0,9.0,8.0,2.0,3.0
2015-10-29 06:00:00,31.0,7.0,19.0,6.0,5.0,15.0,12.0,50.0,61.0,22.0,9.0,9.0,2.0,4.0
2015-10-29 06:15:00,31.0,11.0,26.0,10.0,7.0,22.0,17.0,60.0,71.0,34.0,11.0,10.0,3.0,5.0
2015-10-29 06:30:00,30.0,19.0,35.0,19.0,7.0,20.0,23.0,69.0,82.0,41.0,15.0,11.0,3.0,5.0
2015-10-29 06:45:00,29.0,30.0,43.0,28.0,9.0,26.0,29.0,77.0,90.0,50.0,21.0,10.0,3.0,6.0
2015-10-29 07:00:00,30.0,26.0,45.5,31.0,11.0,24.0,23.5,74.0,88.5,50.0,27.0,12.0,4.0,7.5
2015-10-29 07:15:00,32.0,28.0,47.0,32.0,12.0,28.0,29.0,81.0,98.0,60.0,29.0,12.0,5.0,8.0
2015-10-29 07:30:00,36.0,32.0,52.0,39.0,14.0,33.0,32.0,87.0,105.0,70.0,34.0,12.0,6.0,9.0
2015-10-29 07:45:00,34.0,37.0,55.0,49.0,21.0,36.5,35.0,97.0,108.5,80.0,42.0,12.0,7.0,9.0
2015-10-29 08:00:00,40.0,41.0,59.0,52.0,24.0,44.0,41.0,91.0,108.0,80.0,48.0,12.0,8.0,9.0
2015-10-29 08:15:00,39.0,44.5,56.0,46.0,26.0,50.0,43.5,92.0,109.5,82.0,51.0,11.0,10.0,10.0
2015-10-29 08:30:00,46.0,44.0,57.0,45.0,23.0,53.0,42.0,98.0,117.0,90.5,55.0,10.0,9.0,11.0
2015-10-29 08:45:00,40.5,45.0,58.0,50.0,25.0,49.5,38.0,99.5,114.0,90.0,53.0,11.0,9.0,11.5
2015-10-29 09:00:00,38.0,41.5,55.0,50.0,27.0,47.0,40.5,82.0,95.0,78.0,48.0,12.0,9.0,13.0
2015-10-29 09:15:00,39.0,42.0,58.0,49.0,26.5,45.0,41.0,71.0,81.0,59.0,37.0,13.0,10.0,12.0
2015-10-29 09:30:00,38.0,41.0,59.0,50.0,27.0,42.0,44.0,69.0,78.0,53.0,31.0,14.0,10.0,13.0
2015-10-29 09:45:00,39.0,39.0,62.0,48.0,27.5,42.5,42.0,65.0,73.0,50.0,28.0,14.0,9.0,13.0
2015-10-29 10:00:00,39.0,36.5,58.5,45.0,28.0,40.0,44.5,63.0,69.0,43.0,25.0,14.5,10.0,14.0
2015-10-29 10:15:00,37.0,35.0,60.0,47.0,29.0,39.0,45.0,64.0,69.0,44.0,25.0,15.0,10.0,14.0
2015-10-29 10:30:00,39.0,35.0,61.5,46.5,31.0,40.0,45.0,65.0,69.0,44.0,25.0,15.0,11.0,14.0
2015-10-29 10:45:00,38.5,34.0,64.0,48.0,32.0,40.0,46.0,65.0,68.0,44.0,26.0,15.0,11.0,14.5
2015-10-29 11:00:00,40.0,33.0,61.0,47.0,31.0,41.0,47.0,66.0,69.0,41.5,25.0,15.0,12.0,14.0
2015-10-29 11:15:00,39.0,33.0,61.0,48.0,32.0,41.0,49.0,68.0,71.0,44.0,25.0,15.0,12.0,15.0
2015-10-29 11:30:00,42.0,35.0,63.0,49.0,34.0,43.0,50.0,71.0,71.0,46.0,27.0,16.0,12.0,16.0
2015-10-29 11:45:00,41.0,36.0,63.0,50.0,36.0,45.0,51.0,71.0,74.0,48.0,27.0,15.0,12.0,17.0
2015-10-29 12:00:00,44.0,36.0,64.0,51.0,39.0,46.0,51.0,73.0,75.0,47.0,27.0,15.0,13.0,18.0
2015-10-29 12:15:00,44.0,37.0,67.0,57.0,38.0,47.0,53.0,74.0,76.0,51.0,29.0,15.0,14.0,17.0
2015-10-29 12:30:00,47.0,40.0,69.0,60.0,39.0,48.0,56.5,75.0,79.5,53.0,30.0,14.0,14.0,18.0
2015-10-29 12:45:00,46.0,39.0,70.5,59.0,38.5,51.0,57.0,74.0,79.0,52.0,30.0,14.0,13.0,17.0
2015-10-29 13:00:00,46.0,37.0,69.0,57.0,38.0,50.0,58.0,74.0,79.0,51.0,28.0,15.0,14.0,18.0
2015-10-29 13:15:00,46.0,40.0,68.0,58.0,40.0,50.0,56.0,74.0,79.0,53.0,28.0,15.0,14.0,19.0
2015-10-29 13:30:00,47.5,39.0,71.0,61.0,40.0,51.0,58.0,77.0,82.0,55.0,31.0,14.0,14.0,19.0
2015-10-29 13:45:00,44.0,38.0,71.0,60.0,38.0,51.0,57.0,75.0,81.0,54.0,30.0,14.0,15.0,18.0
2015-10-29 14:00:00,45.0,37.0,72.0,62.0,41.0,48.0,57.5,76.0,80.0,54.0,30.5,15.0,15.0,18.5
2015-10-29 14:15:00,45.0,39.0,75.0,67.5,42.0,51.0,58.0,77.0,83.0,57.0,30.0,15.0,16.0,18.0
2015-10-29 14:30:00,50.0,41.0,77.0,71.0,45.0,55.0,62.0,76.0,83.5,59.0,31.0,13.0,16.0,19.0
2015-10-29 14:45:00,46.0,42.0,76.0,69.0,44.0,54.0,63.0,77.0,84.0,60.0,32.0,13.0,16.0,19.0
2015-10-29 15:00:00,45.0,43.0,80.0,72.0,48.0,50.0,59.0,78.0,85.0,59.0,31.0,14.0,16.0,19.0
2015-10-29 15:15:00,45.0,47.0,84.0,77.0,53.0,51.0,59.0,79.0,88.0,63.0,33.0,13.0,17.0,20.0
2015-10-29 15:30:00,46.0,47.0,89.0,88.0,52.0,51.0,60.0,84.0,92.0,68.0,33.5,13.0,18.0,21.0
2015-10-29 15:45:00,46.0,50.0,95.5,94.0,58.0,53.5,60.0,82.0,90.0,69.0,35.0,13.0,17.0,20.0
2015-10-29 16:00:00,45.0,56.0,110.0,110.0,62.0,55.0,58.0,86.0,94.0,68.0,35.0,10.0,18.0,20.0
2015-10-29 16:15:00,44.0,56.0,113.0,115.0,64.0,54.0,59.0,83.0,92.0,68.0,35.0,8.0,20.0,21.0
2015-10-29 16:30:00,44.0,59.0,116.0,121.0,67.0,54.0,62.0,82.0,91.0,64.0,36.0,8.0,19.0,21.0
2015-10-29 16:45:00,43.0,56.0,115.0,119.0,66.0,56.0,61.0,82.0,88.0,62.0,35.0,9.0,20.0,19.0
2015-10-29 17:00:00,44.0,55.0,122.5,128.5,68.0,56.0,59.0,80.0,85.0,60.0,36.5,8.0,19.0,21.5
2015-10-29 17:15:00,45.0,57.0,124.0,132.0,68.0,55.0,60.0,81.0,85.0,61.0,36.0,5.0,20.0,21.0
2015-10-29 17:30:00,43.0,55.0,118.0,122.0,65.0,56.0,62.0,76.0,81.0,56.0,37.0,6.0,19.0,20.0
2015-10-29 17:45:00,43.0,53.0,108.0,112.0,59.0,59.0,62.0,74.0,75.0,53.0,34.0,8.0,18.0,19.0
2015-10-29 18:00:00,46.0,50.0,96.0,97.0,57.5,60.0,64.0,72.0,71.5,51.0,32.0,9.0,17.0,19.0
2015-10-29 18:15:00,42.0,48.0,92.0,89.0,54.0,57.0,60.0,68.0,68.0,45.0,31.0,12.0,16.0,18.0
2015-10-29 18:30:00,38.5,42.0,83.5,73.0,44.5,56.0,61.0,64.0,64.0,39.0,31.0,14.0,16.0,18.0
2015-10-29 18:45:00,38.0,37.5,73.0,61.5,43.0,53.0,60.5,63.5,62.0,36.5,27.0,15.0,15.0,17.0
2015-10-29 19:00:00,38.0,33.0,66.5,53.0,37.5,50.0,59.0,62.0,60.0,33.0,27.0,16.0,15.0,16.0
2015-10-29 19:15:00,35.0,31.0,63.0,45.0,33.0,49.0,56.0,59.0,57.0,32.0,25.0,17.0,14.0,15.0
2015-10-29 19:30:00,35.0,28.0,59.0,41.0,32.0,47.0,56.0,58.0,55.0,29.0,24.0,17.0,14.0,14.0
2015-10-29 19:45:00,29.0,26.0,54.0,37.0,30.0,44.5,53.0,56.0,54.0,28.0,22.0,17.0,13.0,13.0
2015-10-29 20:00:00,27.0,24.0,49.0,32.0,28.0,43.0,51.0,52.0,49.0,25.0,21.0,17.0,13.0,13.0
2015-10-29 20:15:00,24.0,22.0,46.0,28.0,26.0,40.0,42.0,51.0,47.0,22.5,21.0,18.0,13.0,12.5
2015-10-29 20:30:00,22.0,18.0,44.0,26.0,24.0,37.0,38.0,48.0,44.0,19.0,19.0,19.0,13.0,11.0
2015-10-29 20:45:00,21.0,18.0,42.0,24.0,23.0,35.0,35.0,46.0,42.0,19.0,18.0,18.0,13.0,12.0
2015-10-29 21:00:00,21.0,18.0,42.0,25.0,22.0,35.0,32.0,46.0,44.0,19.0,18.0,19.0,13.0,12.0
2015-10-29 21:15:00,19.0,19.0,43.0,25.0,24.0,32.0,31.0,44.0,42.0,18.0,17.0,19.0,13.0,12.0
2015-10-29 21:30:00,18.0,17.0,41.0,24.0,22.0,31.0,29.0,41.0,39.0,16.0,16.0,19.0,12.0,10.0
2015-10-29 21:45:00,17.0,16.0,39.0,21.0,21.0,30.0,28.0,38.0,36.0,14.0,16.0,18.0,11.0,10.0
2015-10-29 22:00:00,16.0,16.0,42.0,21.0,21.0,28.0,26.0,38.0,35.0,14.0,15.0,18.0,10.0,9.0
2015-10-29 22:15:00,14.0,16.0,42.0,22.0,20.0,26.0,24.0,36.0,35.0,13.0,14.0,18.0,10.0,9.0
2015-10-29 22:30:00,13.0,17.0,40.0,20.0,19.5,24.0,22.0,35.0,32.5,13.0,13.0,18.0,9.0,8.0
2015-10-29 22:45:00,12.0,15.0,37.0,18.0,18.0,23.0,19.0,33.0,30.0,11.0,12.0,17.0,8.0,7.0
2015-10-29 23:00:00,11.0,13.0,35.0,16.0,17.0,21.0,19.0,31.0,30.0,10.0,12.0,17.0,8.0,6.0
2015-10-29 23:15:00,9.0,12.0,32.0,13.0,16.0,19.0,16.0,29.0,26.0,8.0,11.0,16.0,7.0,6.0
2015-10-29 23:30:00,9.0,11.0,28.0,11.0,14.0,17.0,15.0,26.0,23.0,7.0,9.0,15.0,6.0,5.0
2015-10-29 23:45:00,7.0,9.0,27.0,10.0,13.0,16.0,13.0,23.0,20.0,6.0,8.0,14.0,5.0,4.0
2015-10-30 00:00:00,6.0,8.0,24.0,8.0,11.0,14.0,11.0,19.0,18.0,5.0,6.0,13.0,5.0,4.0
2015-10-30 00:15:00,6.0,7.0,22.0,7.0,9.0,12.0,9.5,17.0,15.0,3.0,7.0,13.0,4.0,3.0
2015-10-30 00:30:00,5.0,6.0,19.0,6.0,8.0,12.0,9.0,15.0,13.0,3.0,5.0,14.0,5.0,3.0
2015-10-30 00:45:00,4.0,5.0,17.0,5.0,7.0,11.0,8.0,13.0,13.0,2.0,5.0,13.0,3.0,2.0
2015-10-30 01:00:00,4.0,4.0,15.0,4.0,6.0,10.0,7.0,12.0,11.0,2.0,4.0,11.0,3.0,2.0
2015-10-30 01:15:00,3.0,4.0,14.0,3.0,6.0,9.0,5.0,10.0,10.0,1.0,3.0,10.0,2.0,2.0
2015-10-30 01:30:00,3.0,3.0,11.0,3.0,4.0,8.0,5.0,9.0,8.0,1.0,3.0,10.0,3.0,2.0
2015-10-30 01:45:00,2.0,3.0,10.0,2.0,4.0,8.0,4.0,7.0,7.0,1.0,3.0,9.0,2.0,1.0
2015-10-30 02:00:00,2.0,2.0,9.0,2.0,4.0,7.0,4.0,7.0,7.0,1.0,3.0,8.0,2.0,1.0
2015-10-30 02:15:00,2.0,2.0,8.0,2.0,3.0,6.0,4.0,7.0,7.0,1.0,2.0,7.0,2.0,1.0
2015-10-30 02:30:00,2.0,2.0,7.0,2.0,2.0,5.0,3.0,7.0,7.0,1.0,3.0,7.0,2.0,1.0
2015-10-30 02:45:00,1.0,1.0,6.0,1.0,2.0,5.0,3.0,5.0,6.0,1.0,2.0,7.0,1.0,1.0
2015-10-30 03:00:00,1.0,1.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0
2015-10-30 03:15:00,2.0,1.0,7.0,2.0,3.0,4.0,2.0,4.0,6.0,0.0,1.0,5.0,1.0,0.0
2015-10-30 03:30:00,1.0,1.0,5.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,5.0,1.0,1.0
2015-10-30 03:45:00,2.0,1.0,5.0,1.0,1.0,4.0,3.0,4.0,6.0,0.0,2.0,6.0,1.0,1.0
2015-10-30 04:00:00,3.0,1.0,6.0,1.0,2.0,6.0,3.0,7.0,8.0,1.0,2.0,6.0,1.0,1.0
2015-10-30 04:15:00,4.0,1.0,6.0,1.0,2.0,5.0,2.0,8.0,11.0,1.0,2.0,5.0,1.0,1.0
2015-10-30 04:30:00,4.0,1.0,7.0,1.0,2.0,5.0,2.0,11.0,13.0,1.0,2.0,5.0,1.0,1.0
2015-10-30 04:45:00,6.0,1.0,8.0,2.0,2.0,5.0,4.0,12.5,14.0,2.0,2.0,6.0,1.0,1.0
