,01_1,02_1,02_2,04_1,05_1,05_2,08_1,08_2,10_1,11_1,11_2
2015-01-06 03:30:00,2.0,5.0,1.0,2.0,5.0,1.0,11.0,1.0,0.0,4.0,1.0
2015-01-06 03:45:00,2.0,5.0,1.0,2.0,6.0,1.0,11.0,1.0,0.0,5.0,1.0
2015-01-06 04:00:00,2.0,5.0,1.0,3.0,9.0,1.0,16.0,1.0,0.0,6.0,2.0
2015-01-06 04:15:00,2.0,6.0,1.0,4.0,9.0,2.0,22.0,3.0,0.0,9.0,3.0
2015-01-06 04:30:00,3.5,8.0,1.0,4.0,11.5,2.0,32.0,4.0,1.0,12.0,4.0
2015-01-06 04:45:00,4.0,10.0,2.0,4.0,15.0,3.0,38.0,7.0,1.0,13.0,5.0
2015-01-06 05:00:00,5.0,12.0,2.0,7.0,20.0,5.0,61.0,17.0,2.0,24.0,9.0
2015-01-06 05:15:00,8.0,14.0,3.0,11.0,24.0,6.0,87.0,38.0,2.0,45.0,20.0
2015-01-06 05:30:00,11.0,17.0,5.0,14.0,27.0,8.0,93.0,47.0,2.0,47.0,22.0
2015-01-06 05:45:00,11.0,22.0,8.0,15.0,35.0,13.0,99.0,56.0,3.0,37.0,21.0
2015-01-06 06:00:00,17.0,30.0,11.0,18.0,42.0,15.0,115.0,80.0,3.0,49.0,29.0
2015-01-06 06:15:00,24.0,43.0,20.0,19.0,48.0,20.0,123.0,96.0,3.0,72.0,40.0
2015-01-06 06:30:00,40.0,60.0,39.0,17.0,54.5,28.0,112.0,85.0,4.0,68.0,43.0
2015-01-06 06:45:00,45.0,68.0,51.0,16.0,69.0,39.5,94.0,68.0,4.0,48.0,28.0
2015-01-06 07:00:00,46.0,64.0,47.0,18.0,71.0,42.0,98.0,78.0,3.5,52.0,32.0
2015-01-06 07:15:00,58.0,77.0,61.0,17.0,77.0,50.0,100.5,81.0,4.0,56.5,36.0
2015-01-06 07:30:00,76.0,92.0,78.0,19.0,91.0,69.0,97.0,82.0,5.0,57.0,41.0
2015-01-06 07:45:00,88.0,104.0,105.0,21.0,101.0,83.0,89.0,78.0,5.0,54.0,39.0
2015-01-06 08:00:00,86.0,99.0,94.0,21.0,101.0,88.0,89.0,78.0,7.0,62.0,48.0
2015-01-06 08:15:00,91.0,97.0,92.0,23.0,106.0,94.0,93.5,85.0,9.0,68.0,54.0
2015-01-06 08:30:00,94.0,97.0,91.0,24.0,115.0,98.0,95.0,88.0,7.0,61.0,47.0
2015-01-06 08:45:00,82.0,97.0,89.0,22.0,104.0,85.0,89.0,80.0,7.0,62.0,46.0
2015-01-06 09:00:00,61.0,84.0,68.0,18.0,81.0,55.0,84.0,65.0,7.0,56.0,38.0
2015-01-06 09:15:00,49.0,83.0,64.0,17.0,73.0,43.0,80.0,56.0,6.5,54.0,37.0
2015-01-06 09:30:00,48.0,81.0,60.0,17.0,71.0,41.0,78.0,50.0,7.0,55.0,36.0
2015-01-06 09:45:00,43.0,83.0,63.0,17.0,68.0,37.0,75.0,45.0,7.0,57.0,37.0
2015-01-06 10:00:00,38.0,75.0,50.0,16.0,67.0,35.0,74.5,43.5,7.0,56.0,36.0
2015-01-06 10:15:00,37.0,73.0,49.0,18.0,69.0,35.0,76.0,45.0,7.0,59.0,38.0
2015-01-06 10:30:00,37.0,76.0,52.0,18.0,70.0,33.0,79.0,46.0,7.0,60.0,38.0
2015-01-06 10:45:00,37.0,77.0,54.0,19.0,70.0,37.0,75.0,44.0,7.0,63.0,41.0
2015-01-06 11:00:00,36.0,72.0,47.0,19.0,68.0,34.0,77.0,45.0,7.0,62.0,42.0
2015-01-06 11:15:00,35.0,71.0,48.0,19.0,70.0,35.0,81.0,49.0,8.0,64.0,44.0
2015-01-06 11:30:00,35.0,75.0,51.0,20.0,70.5,37.0,80.0,50.0,8.0,66.0,45.0
2015-01-06 11:45:00,39.0,78.0,56.5,20.0,73.5,37.0,81.0,51.0,9.0,68.0,48.0
2015-01-06 12:00:00,36.0,75.5,53.0,22.0,71.0,36.0,85.0,54.0,9.0,70.0,49.0
2015-01-06 12:15:00,38.0,77.0,57.0,22.0,76.5,41.0,87.0,58.0,9.0,73.0,54.0
2015-01-06 12:30:00,40.0,82.0,61.0,23.0,78.0,42.0,85.0,56.0,9.0,73.0,54.0
2015-01-06 12:45:00,43.0,84.0,65.0,23.0,78.0,43.0,85.0,55.0,10.0,75.0,55.0
2015-01-06 13:00:00,39.0,81.0,60.0,23.0,77.0,42.0,87.0,57.0,10.0,77.0,56.0
2015-01-06 13:15:00,40.0,83.0,63.0,23.0,81.0,45.0,90.0,63.0,10.0,75.0,56.0
2015-01-06 13:30:00,41.0,85.0,65.0,24.0,79.0,43.0,87.0,60.0,10.0,76.0,56.0
2015-01-06 13:45:00,41.0,87.0,67.5,23.5,77.0,43.0,86.0,59.5,10.0,77.0,59.0
2015-01-06 14:00:00,38.0,83.0,64.0,25.0,78.0,42.0,92.0,63.0,10.0,79.0,62.0
2015-01-06 14:15:00,41.0,87.0,69.0,25.0,78.0,45.0,93.0,67.0,10.0,84.0,69.0
2015-01-06 14:30:00,44.0,93.0,73.0,25.0,80.0,47.0,92.0,66.0,11.0,86.0,73.0
2015-01-06 14:45:00,48.0,97.5,84.0,26.0,80.0,50.0,94.0,69.0,11.0,89.0,79.0
2015-01-06 15:00:00,48.0,98.0,85.0,27.0,85.0,53.0,92.5,72.0,13.0,91.0,76.0
2015-01-06 15:15:00,56.0,103.0,93.0,31.0,94.0,63.0,99.0,83.0,12.0,89.0,80.0
2015-01-06 15:30:00,53.5,106.0,96.0,31.5,91.0,59.0,103.0,89.0,12.0,95.0,88.0
2015-01-06 15:45:00,57.0,114.0,108.0,30.0,89.0,57.0,103.0,91.0,13.0,101.0,95.0
2015-01-06 16:00:00,56.0,117.0,111.0,31.0,88.0,55.0,104.0,92.0,14.0,105.0,104.0
2015-01-06 16:15:00,61.0,120.0,117.0,30.0,95.0,63.0,103.0,90.0,14.0,111.0,108.0
2015-01-06 16:30:00,60.0,122.0,122.0,28.0,93.0,62.0,100.0,86.0,15.0,117.0,115.0
2015-01-06 16:45:00,61.0,126.0,124.0,28.0,102.0,69.0,100.0,86.0,14.0,119.0,119.0
2015-01-06 17:00:00,60.0,122.0,122.0,28.0,98.0,66.0,100.0,85.0,15.0,123.0,126.0
2015-01-06 17:15:00,66.0,125.5,127.0,27.0,108.0,75.0,101.0,89.0,15.5,127.0,133.5
2015-01-06 17:30:00,64.0,126.0,126.0,25.0,103.0,74.0,95.0,81.0,15.0,127.0,131.0
2015-01-06 17:45:00,60.0,121.0,122.0,24.0,91.0,61.0,94.0,78.0,16.0,122.0,125.0
2015-01-06 18:00:00,57.0,118.0,117.0,22.0,83.0,53.0,95.0,78.0,16.0,116.0,116.0
2015-01-06 18:15:00,53.0,114.0,110.0,20.0,79.0,50.0,94.0,77.0,15.0,105.0,102.0
2015-01-06 18:30:00,48.0,111.5,105.5,21.0,76.0,47.0,87.0,65.5,14.0,95.0,85.0
2015-01-06 18:45:00,43.0,103.0,95.0,20.0,73.0,43.0,85.0,59.0,13.0,83.0,73.0
2015-01-06 19:00:00,39.5,93.0,78.0,19.0,72.0,40.0,84.5,58.0,11.0,79.5,64.0
2015-01-06 19:15:00,39.0,89.0,72.0,19.0,67.5,37.0,82.5,54.0,11.0,73.5,59.0
2015-01-06 19:30:00,35.0,81.0,63.0,16.0,63.0,34.0,82.0,50.0,10.0,70.0,54.0
2015-01-06 19:45:00,34.0,77.0,58.0,16.0,61.0,32.0,79.0,44.0,10.0,66.0,51.0
2015-01-06 20:00:00,30.0,67.0,47.0,17.0,60.0,30.0,72.0,40.0,9.0,63.0,47.0
2015-01-06 20:15:00,28.0,66.0,45.0,17.0,58.0,29.0,71.0,36.0,8.0,61.0,45.0
2015-01-06 20:30:00,26.0,63.0,40.0,16.0,55.0,27.0,67.0,35.0,8.0,56.0,39.0
2015-01-06 20:45:00,25.0,61.0,38.0,15.0,51.0,25.0,67.0,33.0,7.0,53.0,37.0
2015-01-06 21:00:00,23.0,56.0,35.0,14.0,51.0,24.0,67.0,32.0,7.0,51.0,35.0
2015-01-06 21:15:00,22.0,57.0,35.0,15.0,49.0,23.0,67.5,32.0,6.0,51.0,34.5
2015-01-06 21:30:00,22.0,55.0,33.0,14.0,48.0,23.0,67.0,32.0,6.0,50.0,33.0
2015-01-06 21:45:00,21.0,53.0,30.0,14.0,47.0,20.0,65.0,30.0,6.0,49.0,33.0
2015-01-06 22:00:00,21.0,52.0,28.0,14.0,46.0,19.0,62.0,27.0,5.0,47.0,31.0
2015-01-06 22:15:00,19.0,52.0,28.0,13.0,43.0,17.0,60.0,25.0,5.0,44.0,29.0
2015-01-06 22:30:00,17.0,50.0,26.0,10.0,40.0,14.0,56.0,22.0,5.0,40.0,23.0
2015-01-06 22:45:00,15.0,45.0,23.0,9.5,37.0,14.0,54.0,20.0,5.0,39.5,22.0
2015-01-06 23:00:00,14.0,41.0,20.0,9.0,35.0,13.0,51.5,18.0,4.0,40.0,22.0
2015-01-06 23:15:00,14.0,39.0,18.0,9.0,33.0,11.0,45.0,15.0,4.0,35.0,19.0
2015-01-06 23:30:00,11.0,34.0,15.0,7.0,27.0,8.0,38.0,12.0,3.0,32.0,15.0
2015-01-06 23:45:00,9.0,29.0,11.0,6.0,24.0,6.0,33.0,9.0,3.0,28.0,12.0
2015-01-07 00:00:00,8.0,25.0,8.5,5.0,20.0,6.0,28.0,7.0,2.0,25.0,9.0
2015-01-07 00:15:00,7.0,22.0,6.0,4.0,19.0,4.0,26.0,6.0,2.0,23.0,9.0
2015-01-07 00:30:00,5.0,18.0,6.0,4.0,15.0,4.0,22.0,5.0,2.0,19.0,7.0
2015-01-07 00:45:00,5.0,15.0,4.0,4.0,15.0,3.0,20.0,4.0,2.0,17.0,6.0
2015-01-07 01:00:00,4.0,13.0,4.0,3.0,12.0,2.0,20.0,4.0,2.0,15.0,5.0
2015-01-07 01:15:00,3.0,12.0,3.0,3.0,11.0,2.0,17.0,3.0,1.0,14.0,5.0
2015-01-07 01:30:00,3.0,10.0,3.0,2.0,9.0,2.0,16.0,3.0,1.0,11.0,4.0
2015-01-07 01:45:00,3.0,10.0,2.0,3.0,9.0,1.0,16.0,3.0,1.0,11.0,3.0
2015-01-07 02:00:00,3.0,9.0,2.0,3.0,8.0,1.0,17.0,3.0,1.0,11.0,4.0
2015-01-07 02:15:00,2.0,8.0,2.0,3.0,8.0,1.0,13.0,2.0,1.0,8.0,3.0
2015-01-07 02:30:00,2.0,7.0,1.0,3.0,6.0,1.0,11.0,1.0,1.0,7.0,3.0
2015-01-07 02:45:00,2.0,6.0,1.0,2.0,5.0,1.0,9.0,1.0,0.0,5.0,2.0
2015-01-07 03:00:00,1.0,6.0,1.0,2.0,5.0,1.0,8.0,1.0,0.0,5.0,2.0
2015-01-07 03:15:00,1.0,6.0,1.0,1.0,5.0,1.0,10.0,1.0,0.0,5.0,1.5
2015-01-07 03:30:00,1.0,5.0,1.0,2.0,6.0,1.0,11.0,1.0,0.0,4.0,1.0
2015-01-07 03:45:00,2.0,5.0,1.0,2.0,6.0,1.0,10.0,1.0,0.0,5.0,1.0
2015-01-07 04:00:00,1.0,5.0,1.0,3.0,9.0,1.0,14.0,1.0,1.0,6.0,2.0
2015-01-07 04:15:00,2.0,6.0,1.0,3.0,10.0,2.0,23.0,3.0,1.0,10.0,3.0
2015-01-07 04:30:00,3.0,8.0,1.0,4.0,11.0,2.0,31.0,4.0,1.0,11.0,3.0
2015-01-07 04:45:00,4.0,10.0,2.0,5.0,14.0,3.0,38.0,6.0,1.0,13.0,5.0
2015-01-07 05:00:00,5.0,13.0,2.0,7.0,19.0,5.0,60.0,17.0,1.0,24.0,9.0
2015-01-07 05:15:00,7.0,15.0,3.0,10.0,23.0,6.0,87.0,37.0,2.0,43.0,19.0
2015-01-07 05:30:00,11.0,18.0,4.5,13.0,26.0,8.0,92.0,46.5,2.0,44.5,20.0
2015-01-07 05:45:00,11.0,23.0,8.0,15.0,35.0,13.5,98.0,59.5,2.0,37.0,21.0
2015-01-07 06:00:00,18.0,31.0,11.0,19.0,42.0,15.0,114.0,79.0,2.0,48.0,28.0
2015-01-07 06:15:00,23.0,44.0,21.0,19.0,48.0,19.0,122.0,92.0,3.0,73.0,41.0
2015-01-07 06:30:00,37.0,59.0,38.0,15.0,54.0,26.0,109.0,82.0,3.0,69.0,43.0
2015-01-07 06:45:00,40.0,68.0,51.0,15.0,66.0,37.0,91.0,68.0,3.0,48.0,29.0
2015-01-07 07:00:00,41.0,64.0,45.0,18.0,66.0,38.0,98.0,78.0,4.0,49.0,31.0
2015-01-07 07:15:00,51.0,78.5,59.0,17.0,71.0,44.5,98.0,79.0,4.0,51.5,33.0
2015-01-07 07:30:00,66.0,90.0,78.0,18.0,84.0,60.0,99.0,81.0,4.0,55.0,40.0
2015-01-07 07:45:00,75.0,104.0,103.0,21.0,89.0,72.0,89.0,78.0,6.0,54.0,39.0
2015-01-07 08:00:00,76.0,96.0,87.0,19.0,90.0,73.0,90.0,78.0,7.0,59.0,47.0
2015-01-07 08:15:00,79.0,94.0,88.0,22.0,96.0,77.0,93.0,85.0,9.0,67.0,54.0
2015-01-07 08:30:00,84.0,94.0,87.0,23.0,97.0,78.0,95.0,84.0,7.0,63.0,48.0
2015-01-07 08:45:00,69.5,93.0,82.0,19.0,86.0,66.0,90.0,76.0,7.0,58.5,43.0
2015-01-07 09:00:00,52.0,81.0,61.0,18.0,74.0,49.0,84.0,65.0,6.0,52.0,38.0
2015-01-07 09:15:00,45.0,78.0,56.0,17.0,70.0,41.0,81.0,57.0,6.0,54.0,37.0
2015-01-07 09:30:00,45.0,81.0,57.0,17.0,70.0,38.0,80.0,53.0,6.0,55.0,37.0
2015-01-07 09:45:00,42.0,84.0,60.0,18.0,70.0,40.0,76.0,49.0,7.0,57.0,38.0
2015-01-07 10:00:00,37.0,76.0,51.0,18.0,68.0,37.0,79.0,49.0,7.0,56.0,37.0
2015-01-07 10:15:00,38.0,79.0,52.0,17.0,68.0,35.0,79.5,49.5,7.0,58.5,38.0
2015-01-07 10:30:00,36.5,79.0,52.0,19.0,70.0,35.0,81.0,49.0,7.0,60.0,40.0
2015-01-07 10:45:00,37.5,82.0,56.0,19.0,72.0,37.5,80.0,48.5,8.0,62.0,43.0
2015-01-07 11:00:00,35.0,77.0,51.0,19.0,69.0,34.0,82.0,50.0,8.0,63.0,43.0
2015-01-07 11:15:00,35.0,77.0,51.0,20.0,69.0,35.0,86.0,54.0,8.0,66.0,46.0
2015-01-07 11:30:00,37.0,81.0,57.0,21.0,73.0,38.0,89.0,56.0,8.0,69.0,51.0
2015-01-07 11:45:00,41.0,88.0,64.0,21.0,77.0,42.0,88.0,60.0,10.0,71.0,57.0
2015-01-07 12:00:00,41.0,85.0,64.0,21.0,75.0,42.0,90.0,63.0,10.0,78.0,61.0
2015-01-07 12:15:00,47.0,88.0,68.0,26.0,80.0,47.5,95.5,69.0,10.0,79.5,65.0
2015-01-07 12:30:00,49.0,90.0,71.0,24.0,85.0,52.0,93.0,67.0,10.0,80.0,62.0
2015-01-07 12:45:00,49.0,95.0,75.0,25.0,88.0,54.0,95.0,69.0,10.0,76.0,59.0
2015-01-07 13:00:00,44.0,90.0,70.0,24.0,80.0,46.0,92.0,67.0,11.0,77.0,60.0
2015-01-07 13:15:00,45.0,90.0,70.0,24.0,81.0,47.0,95.0,69.0,10.0,77.0,60.0
2015-01-07 13:30:00,45.0,94.0,73.0,25.0,81.0,47.0,94.0,69.0,11.0,76.0,61.5
2015-01-07 13:45:00,45.0,94.0,74.0,24.5,81.5,47.0,93.0,66.0,11.0,78.0,61.0
2015-01-07 14:00:00,43.0,90.0,69.0,25.0,80.0,44.0,95.0,67.0,11.0,80.0,64.0
2015-01-07 14:15:00,45.0,92.0,72.0,25.0,82.0,48.0,96.0,71.0,11.0,80.0,66.0
2015-01-07 14:30:00,48.0,94.0,76.0,26.0,81.0,47.0,95.0,70.0,11.0,81.0,68.0
2015-01-07 14:45:00,46.0,99.0,80.0,26.0,83.0,50.0,95.0,72.0,12.0,83.0,69.0
2015-01-07 15:00:00,46.0,100.0,85.0,27.0,84.0,51.0,100.0,77.0,11.0,84.0,72.0
2015-01-07 15:15:00,49.0,105.0,93.0,29.0,89.0,58.0,103.0,85.0,12.0,89.0,77.0
2015-01-07 15:30:00,52.0,109.0,97.0,30.0,87.0,56.0,105.0,89.0,12.0,92.0,86.0
2015-01-07 15:45:00,56.5,117.5,112.0,30.0,89.0,56.0,105.0,92.0,13.0,98.0,94.0
2015-01-07 16:00:00,56.5,116.5,114.0,29.5,87.0,55.5,108.0,94.0,13.0,104.0,101.0
2015-01-07 16:15:00,61.0,121.0,118.0,29.0,95.0,65.0,105.0,92.0,14.0,111.0,109.0
2015-01-07 16:30:00,62.0,125.0,124.0,28.0,94.5,62.0,99.0,85.5,14.0,111.0,107.0
2015-01-07 16:45:00,63.0,125.0,125.0,26.0,99.0,68.0,99.0,83.0,14.0,113.0,113.0
2015-01-07 17:00:00,63.0,122.0,120.0,28.0,96.0,65.0,101.0,88.0,15.0,116.0,117.0
2015-01-07 17:15:00,67.0,126.0,127.0,26.0,105.0,77.0,103.0,91.5,16.0,119.0,122.0
2015-01-07 17:30:00,65.0,125.0,126.0,24.0,104.0,72.0,96.0,84.0,16.0,118.0,119.0
2015-01-07 17:45:00,60.0,123.0,123.0,23.0,90.0,60.0,94.0,78.0,16.0,114.0,112.0
2015-01-07 18:00:00,56.0,116.0,114.0,21.0,81.0,52.0,95.5,77.0,16.0,107.0,103.5
2015-01-07 18:15:00,51.0,114.0,109.0,21.0,79.0,50.0,97.0,79.0,15.0,100.0,94.0
2015-01-07 18:30:00,47.0,108.0,99.0,22.0,74.0,46.0,94.0,71.0,14.0,92.0,80.0
2015-01-07 18:45:00,45.0,101.0,91.5,21.0,74.0,44.0,90.0,64.5,12.0,83.0,69.0
2015-01-07 19:00:00,43.0,90.5,77.0,20.0,73.0,43.0,87.0,58.0,12.0,77.0,61.0
2015-01-07 19:15:00,42.0,88.0,72.0,18.0,70.0,39.0,84.0,56.0,11.0,72.0,58.0
2015-01-07 19:30:00,37.0,82.0,63.0,19.0,65.0,35.0,83.0,54.0,10.0,71.0,54.0
2015-01-07 19:45:00,35.0,77.0,58.0,17.0,62.0,33.0,79.0,47.0,10.0,69.0,52.0
2015-01-07 20:00:00,31.0,68.0,47.0,18.0,59.5,30.0,80.0,44.0,9.0,64.0,47.0
2015-01-07 20:15:00,28.0,67.0,47.0,18.0,59.0,30.0,79.0,44.0,8.0,61.0,45.0
2015-01-07 20:30:00,26.0,63.0,41.0,17.0,57.0,27.0,73.0,37.5,7.0,57.0,41.0
2015-01-07 20:45:00,25.0,62.0,40.0,16.0,55.0,26.0,72.0,35.0,7.0,55.0,39.0
2015-01-07 21:00:00,24.0,57.0,36.0,16.0,54.0,24.0,70.0,35.0,7.0,53.0,36.0
2015-01-07 21:15:00,23.0,58.0,34.0,15.0,53.5,24.0,70.0,33.0,7.0,51.0,37.0
2015-01-07 21:30:00,21.0,55.0,33.0,14.0,51.0,22.0,68.0,31.0,6.0,50.0,35.0
2015-01-07 21:45:00,21.0,54.0,31.0,15.0,47.0,21.0,64.0,29.0,6.0,48.0,33.0
2015-01-07 22:00:00,19.0,53.0,31.0,14.0,46.0,18.0,64.0,29.0,6.0,47.0,31.0
2015-01-07 22:15:00,19.0,53.0,30.0,15.0,44.0,17.0,62.0,27.0,5.0,45.0,30.0
2015-01-07 22:30:00,17.0,51.0,28.0,13.0,40.0,16.0,58.0,24.0,5.0,45.0,27.0
2015-01-07 22:45:00,16.0,48.0,25.0,11.0,36.0,14.0,54.0,22.0,5.0,42.0,25.0
2015-01-07 23:00:00,15.0,43.0,21.0,10.0,36.0,13.0,52.0,19.0,4.0,43.0,24.0
2015-01-07 23:15:00,14.0,41.0,21.0,9.0,33.0,12.0,47.0,16.0,4.0,37.0,20.0
2015-01-07 23:30:00,11.5,36.0,16.0,7.0,26.5,9.0,40.0,13.0,3.0,32.5,16.0
2015-01-07 23:45:00,10.0,30.0,12.0,6.0,24.0,8.0,34.0,10.0,3.0,28.0,13.0
