,111,112,21,22,51,52,61,81,82,83
2015-01-01 00:00:00,17.0,8.0,14.0,6.0,12.0,3.0,8.0,9.0,13.0,8.0
2015-01-01 00:15:00,16.0,6.0,12.0,5.0,10.0,2.0,7.0,7.0,13.0,7.0
2015-01-01 00:30:00,16.0,4.0,12.0,5.0,10.0,2.0,6.0,6.0,12.0,7.0
2015-01-01 00:45:00,14.0,4.0,11.0,5.0,8.0,2.0,5.0,5.0,12.0,6.0
2015-01-01 01:00:00,14.0,3.0,8.0,4.0,8.0,2.0,4.0,3.5,12.0,6.0
2015-01-01 01:15:00,13.0,3.0,7.0,3.0,7.0,2.0,3.0,3.0,9.0,5.0
2015-01-01 01:30:00,13.0,3.0,7.0,3.0,6.0,1.5,3.0,3.0,8.0,4.0
2015-01-01 01:45:00,13.0,3.0,6.0,3.0,5.0,2.0,3.0,4.0,7.0,4.0
2015-01-01 02:00:00,13.5,3.0,5.0,2.0,5.0,2.0,2.0,3.0,9.0,4.0
2015-01-01 02:15:00,9.0,1.5,5.0,2.0,4.0,1.0,2.0,2.0,6.0,2.5
2015-01-01 02:30:00,7.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0
2015-01-01 02:45:00,7.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0
2015-01-01 03:00:00,5.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0
2015-01-01 03:15:00,5.0,1.0,2.0,1.0,3.0,1.0,1.5,2.0,4.0,2.0
2015-01-01 03:30:00,5.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0
2015-01-01 03:45:00,5.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0
2015-01-01 04:00:00,5.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0
2015-01-01 04:15:00,6.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,5.0,2.0
2015-01-01 04:30:00,5.0,1.0,8.0,4.0,5.0,2.0,3.0,1.0,7.0,2.0
