,02_1,02_2,03_1,05_1,05_2,08_1,08_2,09_1,11_1,11_2
2015-01-06 13:00:00,48.5,52.0,25.0,113.0,103.0,37.0,54.5,32.0,111.5,99.0
2015-01-06 13:15:00,49.0,52.0,25.0,111.0,102.0,37.0,54.0,32.0,110.0,100.0
2015-01-06 13:30:00,50.0,52.0,25.0,114.0,105.0,37.0,54.0,36.0,108.0,96.0
2015-01-06 13:45:00,50.0,54.0,26.0,113.0,104.0,36.0,55.0,34.0,111.0,100.0
2015-01-06 14:00:00,49.0,53.0,25.0,114.0,105.5,38.0,54.5,35.0,110.0,103.0
2015-01-06 14:15:00,54.0,55.0,28.0,117.0,109.0,38.0,53.0,36.0,116.0,112.0
2015-01-06 14:30:00,52.0,57.0,32.0,123.0,116.0,42.0,58.0,38.0,120.0,126.0
2015-01-06 14:45:00,56.5,61.5,35.0,119.0,112.0,44.0,59.0,37.0,127.0,137.5
2015-01-06 15:00:00,52.0,55.0,29.0,127.0,123.0,43.0,59.0,38.0,119.0,123.0
2015-01-06 15:15:00,54.0,56.0,27.0,130.0,132.0,40.0,59.0,38.0,119.0,120.0
2015-01-06 15:30:00,54.0,56.0,28.0,127.0,126.0,44.0,61.0,37.0,124.0,131.0
2015-01-06 15:45:00,54.0,56.0,29.0,121.5,115.0,44.0,62.5,37.0,134.0,145.5
2015-01-06 16:00:00,54.0,57.5,29.0,127.0,119.5,43.0,61.0,36.0,139.0,154.0
2015-01-06 16:15:00,58.0,59.0,30.5,128.0,122.0,42.0,59.5,33.0,144.0,163.0
2015-01-06 16:30:00,55.0,58.0,31.0,127.0,123.0,42.0,58.0,32.0,152.0,173.0
2015-01-06 16:45:00,57.0,57.0,31.0,128.0,121.0,43.0,60.0,32.0,159.0,185.0
2015-01-06 17:00:00,56.0,60.0,33.0,129.0,129.0,51.0,66.5,37.0,162.0,191.0
2015-01-06 17:15:00,59.0,62.0,36.0,128.5,125.0,48.0,63.0,36.0,172.0,201.5
2015-01-06 17:30:00,59.0,61.0,37.0,120.0,113.0,45.0,60.0,35.0,171.0,204.0
2015-01-06 17:45:00,56.0,61.0,37.0,115.0,103.0,43.0,59.0,30.0,173.0,207.0
2015-01-06 18:00:00,55.0,57.0,34.0,112.0,101.5,44.0,58.0,30.0,162.0,194.0
2015-01-06 18:15:00,50.0,54.0,30.0,107.0,91.0,37.0,52.0,23.0,155.0,181.0
2015-01-06 18:30:00,47.0,46.0,26.0,94.0,77.0,31.0,46.0,19.0,141.0,157.0
2015-01-06 18:45:00,46.0,49.0,25.0,88.0,69.0,30.0,45.0,17.0,132.0,141.0
2015-01-06 19:00:00,42.0,41.0,22.0,88.0,69.0,29.0,42.0,16.0,119.0,122.0
2015-01-06 19:15:00,42.0,41.0,20.0,87.0,69.0,28.0,40.0,16.0,113.0,108.0
2015-01-06 19:30:00,37.0,38.0,18.5,85.5,66.0,27.0,36.0,15.0,99.0,86.0
2015-01-06 19:45:00,37.0,36.0,18.0,80.0,61.5,25.0,36.0,15.0,86.0,73.5
2015-01-06 20:00:00,33.0,34.0,15.0,67.0,47.0,23.0,33.0,13.0,74.0,59.0
2015-01-06 20:15:00,32.0,31.0,13.0,61.0,40.0,21.0,31.0,13.0,71.0,56.0
2015-01-06 20:30:00,29.0,28.0,12.0,61.0,36.0,20.0,33.0,12.0,65.0,50.0
2015-01-06 20:45:00,26.0,27.0,11.0,59.0,36.0,19.0,29.0,11.0,62.0,45.0
2015-01-06 21:00:00,26.0,26.0,11.0,59.0,36.0,20.0,29.0,11.0,57.0,41.0
2015-01-06 21:15:00,26.0,26.0,10.0,60.0,35.0,19.0,27.0,11.0,55.0,40.0
2015-01-06 21:30:00,26.0,24.0,10.0,56.0,32.0,19.0,26.5,11.0,58.0,41.0
2015-01-06 21:45:00,24.0,23.0,9.0,55.0,33.0,18.0,26.0,11.0,58.0,42.0
2015-01-06 22:00:00,27.0,23.0,9.0,58.0,33.0,17.0,27.0,10.0,56.0,42.0
2015-01-06 22:15:00,24.0,22.0,8.0,56.0,33.0,15.0,24.0,9.0,59.0,42.0
2015-01-06 22:30:00,22.0,20.0,8.0,48.0,26.0,14.0,22.0,9.0,55.0,37.0
2015-01-06 22:45:00,20.0,18.0,7.0,43.0,21.0,11.5,20.0,7.0,50.0,33.0
2015-01-06 23:00:00,18.0,17.5,6.5,40.0,18.0,11.0,20.0,6.0,46.0,29.0
2015-01-06 23:15:00,16.0,15.0,5.0,35.0,15.0,10.0,17.0,5.0,39.0,22.0
2015-01-06 23:30:00,14.0,13.0,4.0,29.0,10.0,8.0,16.0,4.0,33.0,18.0
2015-01-06 23:45:00,11.0,11.0,4.0,24.0,7.0,8.0,14.0,3.0,26.0,11.0
2015-01-07 00:00:00,10.0,10.0,2.0,19.0,5.0,6.0,13.0,3.0,21.0,8.0
2015-01-07 00:15:00,8.0,9.0,2.0,13.0,3.0,5.0,10.0,2.0,17.0,5.0
2015-01-07 00:30:00,6.0,7.0,2.0,10.0,2.0,4.0,9.0,1.0,13.0,4.0
2015-01-07 00:45:00,6.0,7.0,1.0,8.0,2.0,4.0,8.0,1.0,11.0,3.0
2015-01-07 01:00:00,5.0,6.0,1.0,7.0,1.0,3.0,7.0,1.0,8.0,2.0
2015-01-07 01:15:00,4.0,5.0,1.0,5.0,1.0,3.0,6.0,1.0,6.5,2.0
2015-01-07 01:30:00,4.0,4.0,1.0,5.0,1.0,2.0,6.0,1.0,6.0,1.0
2015-01-07 01:45:00,3.0,4.0,1.0,4.0,1.0,2.0,5.0,1.0,5.0,1.0
2015-01-07 02:00:00,3.0,4.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0
2015-01-07 02:15:00,2.0,3.0,1.0,3.0,0.0,2.0,4.0,1.0,3.0,1.0
2015-01-07 02:30:00,2.0,2.0,0.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0
2015-01-07 02:45:00,1.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0
2015-01-07 03:00:00,1.0,2.0,0.0,3.0,0.0,1.0,4.0,0.0,3.0,1.0
2015-01-07 03:15:00,1.0,2.0,0.0,3.0,0.0,1.0,3.0,1.0,3.0,1.0
2015-01-07 03:30:00,1.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0
2015-01-07 03:45:00,1.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,3.0,1.0
2015-01-07 04:00:00,1.0,2.0,0.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0
2015-01-07 04:15:00,2.0,3.0,0.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0
2015-01-07 04:30:00,3.0,3.0,0.0,8.0,2.0,1.0,2.0,1.0,3.0,1.0
2015-01-07 04:45:00,3.0,5.0,0.0,11.0,3.0,1.0,2.0,1.0,3.0,1.0
2015-01-07 05:00:00,3.0,4.0,0.0,16.0,5.0,1.0,3.0,2.0,5.0,1.0
2015-01-07 05:15:00,5.0,5.0,0.0,20.0,7.0,1.0,4.0,2.0,6.0,1.0
2015-01-07 05:30:00,6.0,5.0,1.0,28.0,13.0,2.0,5.0,3.0,12.0,2.0
2015-01-07 05:45:00,7.0,7.0,1.0,41.0,23.0,3.0,6.0,3.0,16.0,4.0
2015-01-07 06:00:00,9.0,8.0,1.0,57.0,44.0,4.0,8.0,4.0,24.0,7.0
2015-01-07 06:15:00,13.0,11.0,2.0,79.0,69.5,5.0,10.0,6.0,39.0,13.0
2015-01-07 06:30:00,18.0,17.0,4.0,103.5,106.0,7.0,12.5,9.0,58.0,31.0
2015-01-07 06:45:00,23.0,21.0,6.0,124.0,137.5,11.0,19.0,12.0,61.0,39.0
2015-01-07 07:00:00,26.0,21.0,7.0,142.0,160.5,15.0,22.0,16.0,67.5,43.5
2015-01-07 07:15:00,30.0,27.0,9.0,154.0,176.5,19.0,29.0,18.0,81.0,58.5
2015-01-07 07:30:00,35.0,32.0,13.0,164.5,196.0,28.0,38.0,26.0,91.5,77.0
2015-01-07 07:45:00,44.0,45.0,21.0,167.0,203.0,38.0,45.0,35.0,107.0,101.0
2015-01-07 08:00:00,47.0,45.0,22.0,162.5,202.0,44.0,54.0,48.5,102.0,96.5
2015-01-07 08:15:00,48.0,53.0,24.0,161.0,200.0,54.0,62.0,49.0,103.0,103.0
2015-01-07 08:30:00,51.0,54.0,24.0,166.0,207.0,48.0,60.0,49.0,100.0,98.5
2015-01-07 08:45:00,53.0,59.0,24.0,160.0,203.0,43.0,55.0,41.0,99.0,87.0
2015-01-07 09:00:00,47.0,50.0,21.0,143.0,168.0,37.0,50.0,33.0,94.0,77.0
2015-01-07 09:15:00,45.0,46.0,22.0,127.0,143.5,33.0,47.5,30.0,91.0,72.0
2015-01-07 09:30:00,43.0,43.0,20.0,124.0,130.0,32.0,49.0,28.0,94.0,73.0
2015-01-07 09:45:00,45.0,48.0,22.0,115.5,118.0,33.0,51.0,26.5,99.0,82.0
2015-01-07 10:00:00,39.0,43.0,20.0,112.0,107.5,31.0,48.0,26.0,94.0,73.0
2015-01-07 10:15:00,42.0,45.0,20.5,112.0,105.5,31.0,47.0,24.5,94.0,72.0
2015-01-07 10:30:00,42.0,46.0,21.0,111.0,102.0,32.0,50.0,27.0,100.0,77.0
2015-01-07 10:45:00,45.0,48.5,24.0,108.5,98.0,32.0,49.5,27.0,107.0,86.5
2015-01-07 11:00:00,44.0,48.0,22.0,105.0,96.0,31.5,49.5,28.0,103.0,82.0
2015-01-07 11:15:00,48.0,53.0,25.0,109.0,98.0,32.0,49.0,30.0,105.0,84.0
2015-01-07 11:30:00,47.0,51.0,25.0,112.0,104.0,35.0,52.0,30.0,108.5,93.0
2015-01-07 11:45:00,49.0,54.0,28.0,114.0,103.0,37.0,55.0,32.0,115.0,106.0
2015-01-07 12:00:00,51.0,57.0,31.0,119.0,111.0,41.0,55.0,34.0,119.0,112.0
2015-01-07 12:15:00,56.0,62.0,34.0,122.0,118.0,44.0,57.0,35.0,120.0,116.0
2015-01-07 12:30:00,51.0,57.0,31.0,126.0,120.5,43.0,60.0,34.0,123.0,123.5
2015-01-07 12:45:00,50.0,56.0,28.0,131.0,132.0,40.0,58.0,34.0,123.0,119.0
2015-01-07 13:00:00,49.0,56.0,26.0,133.0,132.0,39.0,58.0,36.0,115.0,107.0
2015-01-07 13:15:00,50.0,55.0,28.0,122.0,113.5,41.0,59.5,34.0,114.0,105.0
2015-01-07 13:30:00,53.0,56.0,26.0,126.0,118.0,39.0,59.0,37.0,114.0,102.0
2015-01-07 13:45:00,53.0,58.0,26.5,121.0,112.5,40.0,59.0,37.0,118.0,108.0
2015-01-07 14:00:00,53.0,57.0,27.0,119.0,112.5,39.0,57.0,36.0,113.0,104.0
2015-01-07 14:15:00,53.0,57.0,26.0,121.0,111.0,40.5,57.0,38.0,114.0,108.5
2015-01-07 14:30:00,53.5,57.5,28.0,121.5,119.0,41.0,58.0,38.5,115.0,108.0
2015-01-07 14:45:00,54.0,58.0,29.0,123.0,113.0,40.5,58.0,39.0,116.0,113.0
2015-01-07 15:00:00,53.0,58.0,29.0,121.0,114.0,41.0,58.0,39.0,115.0,114.0
2015-01-07 15:15:00,56.0,58.0,29.0,126.0,121.0,42.0,60.0,39.0,120.0,121.0
2015-01-07 15:30:00,57.0,59.0,31.0,126.0,123.0,43.0,62.0,37.0,127.0,133.0
2015-01-07 15:45:00,54.0,58.0,29.0,126.0,121.0,45.0,63.0,38.0,134.0,147.0
2015-01-07 16:00:00,53.0,57.0,31.0,129.5,126.0,46.0,64.0,39.0,143.0,160.5
2015-01-07 16:15:00,55.0,60.0,32.0,126.0,121.0,45.0,62.0,37.0,148.0,168.0
2015-01-07 16:30:00,56.0,60.0,32.0,127.0,123.0,43.0,61.0,35.0,150.0,170.0
2015-01-07 16:45:00,55.0,59.0,31.0,127.0,123.0,44.0,60.0,35.0,156.0,180.0
2015-01-07 17:00:00,54.0,58.0,35.0,127.0,124.0,49.0,67.0,40.0,159.0,187.0
2015-01-07 17:15:00,56.0,61.0,36.0,124.0,119.0,46.0,61.0,35.0,168.0,197.0
2015-01-07 17:30:00,56.0,60.0,32.0,119.0,115.0,45.0,59.0,33.0,165.0,196.0
2015-01-07 17:45:00,52.0,57.0,34.0,112.0,104.0,43.0,58.0,29.0,164.0,193.0
2015-01-07 18:00:00,54.0,57.0,31.0,110.0,97.0,43.0,58.0,30.0,158.0,187.0
2015-01-07 18:15:00,52.0,54.0,29.0,102.0,85.0,37.0,51.0,24.0,151.0,172.0
2015-01-07 18:30:00,47.0,47.0,25.0,95.0,73.0,31.0,45.0,21.0,138.0,151.0
2015-01-07 18:45:00,43.0,44.0,24.0,87.0,66.0,29.0,42.0,18.0,127.0,134.0
2015-01-07 19:00:00,43.0,42.0,22.0,87.0,66.0,28.0,41.0,18.0,118.0,114.0
2015-01-07 19:15:00,42.0,40.0,22.0,89.0,66.0,28.0,41.0,17.0,109.0,106.0
2015-01-07 19:30:00,37.0,37.0,18.0,83.0,63.0,26.0,39.0,16.0,98.0,88.0
2015-01-07 19:45:00,38.0,36.0,17.5,78.0,58.0,24.0,35.5,15.0,86.5,75.0
2015-01-07 20:00:00,32.0,32.0,15.0,71.0,48.0,22.0,35.0,15.0,75.0,60.0
2015-01-07 20:15:00,31.0,30.0,14.0,67.0,44.0,21.0,32.0,13.0,69.0,54.0
2015-01-07 20:30:00,29.0,29.0,12.0,63.0,38.0,21.0,30.0,14.0,63.0,46.0
2015-01-07 20:45:00,27.0,28.0,12.0,60.0,37.0,19.0,29.0,14.0,63.0,46.0
2015-01-07 21:00:00,27.0,26.0,11.0,59.0,34.0,21.0,30.5,12.0,60.0,42.0
2015-01-07 21:15:00,25.0,25.0,11.0,59.0,34.0,18.0,29.0,12.0,58.0,40.0
2015-01-07 21:30:00,27.0,24.0,10.0,56.0,33.0,18.0,28.0,12.0,57.0,40.0
2015-01-07 21:45:00,26.0,25.0,10.0,57.0,33.0,18.0,27.0,12.0,57.0,41.0
2015-01-07 22:00:00,25.0,23.0,9.0,64.0,40.0,17.0,27.0,12.0,55.0,38.0
2015-01-07 22:15:00,23.5,22.0,9.5,60.0,36.5,17.0,26.0,11.0,56.0,38.0
2015-01-07 22:30:00,20.5,20.0,8.0,52.5,30.0,14.0,24.0,11.0,55.0,37.5
2015-01-07 22:45:00,20.0,19.0,8.0,48.0,26.0,12.0,21.0,8.0,50.0,31.0
2015-01-07 23:00:00,18.0,18.0,7.0,42.0,20.0,11.0,20.0,7.0,47.0,29.0
2015-01-07 23:15:00,15.0,15.0,6.0,34.0,14.0,10.0,18.0,5.5,41.0,23.0
2015-01-07 23:30:00,14.0,14.0,4.0,27.0,10.0,10.0,17.0,5.0,35.0,18.0
2015-01-07 23:45:00,12.0,11.0,4.0,23.0,7.0,8.0,15.0,4.0,29.0,14.0
