,101,102,103,11,121,122,21,22,51,52,53,81,82
2015-01-01 00:00:00,4.0,19.0,8.0,18.0,13.0,2.0,34.0,11.0,10.0,20.0,6.0,15.0,1.0
2015-01-01 00:15:00,2.0,16.0,6.0,16.0,11.0,2.0,34.0,10.5,8.0,21.0,6.0,13.0,2.0
2015-01-01 00:30:00,3.0,14.0,5.0,14.0,9.5,2.0,29.5,10.0,7.0,15.0,4.0,11.0,1.0
2015-01-01 00:45:00,2.0,13.0,4.5,12.0,9.0,1.5,27.0,8.0,6.0,14.5,4.0,11.0,1.0
2015-01-01 01:00:00,2.0,12.0,4.0,11.0,9.0,1.0,28.0,6.0,6.0,13.0,3.0,7.0,1.0
2015-01-01 01:15:00,1.5,11.0,4.0,9.5,7.5,1.0,25.5,7.0,5.0,11.0,3.0,5.5,1.0
2015-01-01 01:30:00,2.0,11.0,3.0,8.0,7.0,1.0,23.0,6.0,5.0,10.0,2.0,5.0,1.0
2015-01-01 01:45:00,1.0,10.0,3.0,8.0,7.0,1.0,19.5,5.0,4.0,9.0,2.0,4.0,1.0
2015-01-01 02:00:00,2.0,10.0,3.0,6.5,8.0,1.0,19.0,5.0,4.0,8.0,2.0,4.0,0.0
2015-01-01 02:15:00,1.0,8.0,2.0,6.0,5.0,1.0,18.0,4.5,3.0,8.0,2.0,3.0,0.0
2015-01-01 02:30:00,1.0,6.0,2.0,4.0,5.0,0.0,15.5,4.0,2.0,7.0,2.0,3.0,0.0
2015-01-01 02:45:00,0.0,5.0,1.0,4.0,4.0,1.0,20.0,3.0,2.0,6.0,1.0,3.0,0.0
2015-01-01 03:00:00,1.0,4.0,1.0,3.0,4.0,0.0,18.0,2.0,2.0,5.0,1.0,3.0,0.0
2015-01-01 03:15:00,1.0,4.0,1.0,3.0,3.0,0.0,14.0,2.5,2.0,5.0,1.0,4.0,0.0
2015-01-01 03:30:00,0.0,4.0,1.0,3.0,4.0,0.0,14.0,2.0,2.0,4.0,1.0,3.0,0.0
2015-01-01 03:45:00,0.0,4.0,1.0,3.0,5.0,0.0,14.0,3.0,3.0,5.0,1.0,3.0,0.0
2015-01-01 04:00:00,0.0,5.0,1.0,4.0,6.0,0.0,16.0,2.0,5.0,6.0,1.0,4.0,0.0
2015-01-01 04:15:00,1.0,6.0,2.0,5.0,7.0,1.0,17.0,4.0,5.0,8.0,1.0,5.0,0.0
2015-01-01 04:30:00,1.0,7.0,1.0,7.0,11.0,1.0,15.0,4.0,5.0,9.0,1.0,9.0,1.0
2015-01-01 04:45:00,1.0,11.0,2.0,9.0,17.0,2.0,22.0,6.0,7.0,18.0,3.0,12.0,2.0
2015-01-01 05:00:00,2.0,22.0,6.0,15.0,28.0,6.0,27.5,12.0,14.0,25.5,5.0,19.0,2.0
2015-01-01 05:15:00,3.0,36.5,12.0,17.0,37.0,11.0,29.0,20.0,17.0,29.5,7.0,31.0,4.0
2015-01-01 05:30:00,3.0,32.0,12.0,20.0,41.0,16.0,37.0,17.0,20.0,29.0,8.0,40.0,3.0
2015-01-01 05:45:00,4.0,29.0,10.0,25.0,47.0,18.0,44.0,20.0,24.0,34.0,12.0,44.0,4.0
2015-01-01 06:00:00,4.0,34.0,15.0,29.0,52.0,24.0,46.0,27.0,28.0,35.0,13.0,56.0,5.0
2015-01-01 06:15:00,7.0,48.0,27.0,30.0,49.0,23.0,54.0,32.0,30.0,29.0,12.0,73.0,4.0
2015-01-01 06:30:00,6.0,38.0,22.0,32.0,51.0,27.0,63.0,35.0,31.0,27.0,14.0,90.0,4.0
2015-01-01 06:45:00,6.0,32.0,18.0,33.0,46.0,23.0,75.0,40.0,32.0,32.0,15.0,93.0,4.0
2015-01-01 07:00:00,5.0,33.0,19.0,40.0,51.0,30.0,78.0,44.0,41.0,37.0,19.0,108.0,5.0
2015-01-01 07:15:00,6.0,33.0,21.0,43.0,58.0,34.0,83.0,47.0,41.0,34.0,19.0,107.0,4.0
2015-01-01 07:30:00,8.0,36.0,22.0,49.0,58.0,35.0,87.0,53.0,53.0,45.0,30.0,111.0,4.0
2015-01-01 07:45:00,10.0,35.0,26.0,61.0,61.0,39.0,103.0,49.0,58.0,54.0,42.0,110.0,5.0
2015-01-01 08:00:00,16.0,34.0,27.0,59.0,61.0,37.0,100.0,39.0,66.0,60.0,45.0,107.0,5.0
2015-01-01 08:15:00,21.0,40.0,33.0,59.0,59.0,39.0,96.0,40.0,63.0,65.0,52.0,103.0,5.0
2015-01-01 08:30:00,14.0,41.0,32.0,55.0,66.0,40.0,80.0,46.0,73.0,67.0,58.0,98.0,5.0
2015-01-01 08:45:00,12.0,39.0,31.0,64.0,63.0,38.0,87.0,46.0,68.5,65.0,55.0,90.0,7.0
