,22,51,52,82,111,112
0,85.46728971962617,31.08411214953271,10.616822429906541,97.93457943925233,47.401869158878505,36.51401869158879
1,89.18518518518519,30.97222222222222,10.148148148148149,97.32407407407408,45.96296296296296,34.916666666666664
2,91.52777777777777,32.342592592592595,10.925925925925926,102.04629629629629,48.05555555555556,37.48148148148148
3,91.07407407407408,32.50925925925926,10.787037037037036,97.68518518518519,47.574074074074076,38.2962962962963
4,94.60185185185185,33.21296296296296,11.083333333333334,99.62037037037037,49.398148148148145,40.074074074074076
5,105.29629629629629,32.68518518518518,11.981481481481481,102.6574074074074,52.0,45.675925925925924
6,105.53271028037383,33.5607476635514,13.514018691588785,112.86915887850468,56.1588785046729,50.925233644859816
7,93.8411214953271,33.05607476635514,13.05607476635514,117.69158878504673,55.26168224299065,50.074766355140184
8,95.55140186915888,34.76635514018692,14.271028037383177,117.49532710280374,56.38317757009346,49.77570093457944
9,96.02803738317758,34.532710280373834,12.532710280373832,114.8785046728972,57.16822429906542,52.1588785046729
10,94.91588785046729,32.21495327102804,11.822429906542055,112.60747663551402,62.06542056074766,56.88785046728972
11,96.37037037037037,30.24074074074074,10.842592592592593,116.52777777777777,66.39814814814815,60.842592592592595
12,99.85185185185185,30.98148148148148,11.222222222222221,109.45370370370371,65.02777777777777,61.52777777777778
13,99.99065420560747,31.570093457943926,11.495327102803738,107.94392523364486,67.70093457943925,63.74766355140187
14,102.40186915887851,32.44859813084112,11.542056074766355,106.98130841121495,70.49532710280374,68.28971962616822
15,102.99074074074075,32.03703703703704,12.083333333333334,115.9074074074074,73.3425925925926,74.01851851851852
16,106.06542056074767,30.373831775700936,11.523364485981308,113.83177570093459,73.99065420560747,79.29906542056075
17,101.11214953271028,31.97196261682243,12.373831775700934,111.97196261682242,72.82242990654206,78.42056074766356
18,96.09345794392523,29.02803738317757,10.74766355140187,114.94392523364486,71.67289719626169,75.61682242990655
19,94.68867924528301,28.42452830188679,9.424528301886792,110.0,68.50943396226415,71.34905660377359
20,86.81308411214954,25.345794392523363,7.813084112149533,99.59813084112149,62.47663551401869,60.63551401869159
21,80.62616822429906,24.327102803738317,6.728971962616822,88.70093457943925,57.10280373831776,50.44859813084112
22,76.41121495327103,23.33644859813084,5.990654205607477,82.54205607476635,50.598130841121495,40.52336448598131
23,71.19626168224299,22.11214953271028,5.186915887850467,78.23364485981308,44.41121495327103,35.44859813084112
24,70.40186915887851,23.682242990654206,6.542056074766355,73.66355140186916,42.41121495327103,31.485981308411215
25,66.7196261682243,21.485981308411215,5.4766355140186915,70.22429906542057,40.953271028037385,28.046728971962615
26,65.67289719626169,20.02803738317757,4.859813084112149,68.4392523364486,37.598130841121495,26.738317757009344
27,61.91588785046729,18.542056074766354,3.560747663551402,63.850467289719624,33.822429906542055,23.57943925233645
28,54.00934579439252,16.1588785046729,3.3457943925233646,61.93457943925234,32.00934579439252,17.8411214953271
29,49.8411214953271,14.457943925233645,3.05607476635514,57.2803738317757,30.11214953271028,17.345794392523363
30,49.63551401869159,13.85981308411215,2.794392523364486,57.0,28.16822429906542,14.700934579439252
31,46.5607476635514,12.429906542056075,2.5700934579439254,56.149532710280376,25.626168224299064,14.299065420560748
32,43.5607476635514,13.177570093457945,2.3551401869158877,53.271028037383175,26.80373831775701,14.271028037383177
33,40.850467289719624,13.439252336448599,2.4299065420560746,50.14018691588785,27.214953271028037,14.738317757009346
34,40.654205607476634,11.77570093457944,2.2149532710280373,50.67289719626168,26.747663551401867,14.08411214953271
35,40.60747663551402,12.009345794392523,2.046728971962617,47.58878504672897,24.953271028037385,13.766355140186915
36,36.25,10.402777777777779,1.8055555555555556,50.31944444444444,24.97222222222222,12.541666666666666
37,32.90909090909091,9.95959595959596,1.7474747474747474,41.86868686868687,24.97979797979798,12.404040404040405
38,30.065420560747665,8.345794392523365,1.2710280373831775,36.57943925233645,22.11214953271028,10.766355140186915
39,27.317757009345794,6.644859813084112,0.9065420560747663,35.532710280373834,19.925233644859812,8.91588785046729
40,22.0,5.625,0.7272727272727273,26.238636363636363,14.738636363636363,5.840909090909091
41,22.02020202020202,4.7272727272727275,0.6868686868686869,25.767676767676768,13.797979797979798,5.737373737373737
42,18.289719626168225,4.140186915887851,0.4485981308411215,23.2803738317757,10.280373831775702,3.869158878504673
43,14.85981308411215,3.1121495327102804,0.3644859813084112,22.22429906542056,9.504672897196262,3.616822429906542
44,13.467289719626168,2.878504672897196,0.2803738317757009,18.44859813084112,7.514018691588785,2.7476635514018692
45,12.355140186915888,2.2336448598130842,0.3177570093457944,16.130841121495326,6.02803738317757,1.9532710280373833
46,10.878504672897197,1.8878504672897196,0.35514018691588783,14.42056074766355,4.542056074766355,2.1401869158878504
47,9.476635514018692,2.2336448598130842,0.29906542056074764,12.485981308411215,4.579439252336448,1.5700934579439252
