,02_1,02_2,05_1,05_2,05_3,08_1,08_2,11_1,11_2,11_3,18_1,18_2,65_1,65_2,65_3,66_1,68_1,68_2,71_1,71_2,71_3,72_1,75_1,75_2,75_3,75_4,80_1,81_1,81_2
0,21.22680412371134,11.75257731958763,95.9381443298969,81.94845360824742,32.03092783505155,35.51546391752577,24.329896907216494,64.0,116.8659793814433,90.15463917525773,18.88659793814433,14.31958762886598,133.57731958762886,122.15463917525773,31.8659793814433,11.845360824742269,31.835051546391753,33.20618556701031,72.73195876288659,114.9381443298969,88.65979381443299,4.896907216494846,138.76288659793815,120.6701030927835,13.876288659793815,11.268041237113403,74.22680412371135,112.09278350515464,106.48453608247422
1,21.515463917525775,12.371134020618557,98.24742268041237,84.42268041237114,35.79381443298969,35.96907216494845,25.556701030927837,63.43298969072165,118.76288659793815,91.76288659793815,19.123711340206185,15.185567010309278,135.5257731958763,124.0,33.92783505154639,12.041237113402062,31.95876288659794,34.02061855670103,70.47422680412372,116.98969072164948,89.37113402061856,5.77319587628866,140.5979381443299,122.31958762886597,14.350515463917526,12.010309278350515,72.34020618556701,115.75257731958763,107.74226804123711
2,21.29591836734694,12.224489795918368,97.74489795918367,84.05102040816327,34.183673469387756,37.826530612244895,26.428571428571427,68.12244897959184,121.54081632653062,97.62244897959184,19.602040816326532,13.255102040816327,134.39795918367346,124.21428571428571,32.8469387755102,13.081632653061224,31.081632653061224,32.62244897959184,74.6734693877551,118.58163265306122,93.71428571428571,5.663265306122449,142.0408163265306,122.96938775510205,14.551020408163266,11.785714285714286,78.34693877551021,115.40816326530613,114.88775510204081
3,23.354166666666668,12.927083333333334,100.27083333333333,88.34375,34.666666666666664,41.864583333333336,27.53125,65.28125,119.57291666666667,99.16666666666667,21.114583333333332,15.072916666666666,139.84375,131.60416666666666,35.447916666666664,13.083333333333334,31.90625,36.635416666666664,70.41666666666667,119.53125,96.48958333333333,6.020833333333333,147.97916666666666,133.48958333333334,13.53125,13.947916666666666,73.65625,118.38541666666667,118.91666666666667
4,22.03125,12.697916666666666,100.20833333333333,89.19791666666667,34.291666666666664,37.739583333333336,28.270833333333332,65.86458333333333,125.0,107.28125,21.78125,15.9375,139.375,131.42708333333334,34.208333333333336,12.666666666666666,33.864583333333336,35.052083333333336,74.20833333333333,123.70833333333333,103.69791666666667,6.0625,147.54166666666666,132.64583333333334,12.989583333333334,12.71875,76.0625,122.96875,124.42708333333333
5,26.71276595744681,16.851063829787233,107.91489361702128,98.75531914893617,37.59574468085106,39.41489361702128,29.914893617021278,71.06382978723404,131.27659574468086,120.05319148936171,23.606382978723403,17.02127659574468,148.38297872340425,143.39361702127658,38.819148936170215,11.48936170212766,34.191489361702125,36.744680851063826,78.57446808510639,132.06382978723406,117.97872340425532,5.968085106382978,156.35106382978722,146.96808510638297,14.702127659574469,14.96808510638298,85.34042553191489,130.93617021276594,138.75531914893617
6,27.197916666666668,14.604166666666666,108.1875,98.83333333333333,39.552083333333336,39.854166666666664,29.708333333333332,72.90625,127.09375,116.64583333333333,22.635416666666668,16.927083333333332,148.98958333333334,143.63541666666666,38.0625,14.395833333333334,33.78125,37.083333333333336,82.04166666666667,125.23958333333333,113.95833333333333,5.90625,158.5,148.27083333333334,13.958333333333334,15.708333333333334,88.29166666666667,123.70833333333333,136.04166666666666
7,26.8,12.715789473684211,115.54736842105264,105.07368421052631,40.2,42.810526315789474,29.610526315789475,73.09473684210526,121.7578947368421,108.3578947368421,22.442105263157895,17.673684210526314,155.17894736842106,152.06315789473683,40.73684210526316,14.08421052631579,34.76842105263158,38.02105263157895,79.21052631578948,123.0,106.34736842105264,5.410526315789474,163.14736842105262,158.09473684210528,13.56842105263158,16.442105263157895,84.0,121.90526315789474,129.4
8,26.375,13.322916666666666,116.59375,110.39583333333333,41.34375,41.770833333333336,29.96875,74.63541666666667,124.47916666666667,111.84375,23.260416666666668,17.458333333333332,156.57291666666666,156.64583333333334,41.90625,14.010416666666666,33.239583333333336,37.322916666666664,79.08333333333333,126.10416666666667,111.55208333333333,5.520833333333333,165.58333333333334,162.42708333333334,14.458333333333334,16.28125,86.28125,120.88541666666667,134.0625
9,25.103092783505154,12.721649484536082,120.37113402061856,115.29896907216495,41.618556701030926,44.5360824742268,32.21649484536083,73.95876288659794,130.91752577319588,126.03092783505154,23.082474226804123,18.97938144329897,162.7422680412371,163.5463917525773,42.90721649484536,12.175257731958762,34.65979381443299,38.28865979381443,77.08247422680412,133.41237113402062,123.83505154639175,5.103092783505154,171.27835051546393,171.01030927835052,13.463917525773196,17.185567010309278,87.6701030927835,131.41237113402062,147.69072164948454
