,21,22,31,51,52,61,v071,v081,v082,v091,v092,101,111,112,121
0,46.747368421052634,32.410526315789475,16.126315789473683,65.96842105263158,53.357894736842105,40.33684210526316,36.10526315789474,52.357894736842105,36.61052631578947,54.305263157894736,38.642105263157895,75.96842105263158,58.93684210526316,39.126315789473686,24.210526315789473
1,46.77894736842105,32.43157894736842,17.05263157894737,64.73684210526316,53.43157894736842,40.757894736842104,37.63157894736842,54.66315789473684,37.357894736842105,53.642105263157895,38.242105263157896,80.6,58.810526315789474,41.05263157894737,24.957894736842107
2,48.47872340425532,33.159574468085104,17.159574468085108,63.638297872340424,55.02127659574468,39.234042553191486,38.691489361702125,54.308510638297875,39.255319148936174,55.02127659574468,40.755319148936174,81.61702127659575,60.1063829787234,42.265957446808514,24.638297872340427
3,46.649484536082475,33.175257731958766,18.15463917525773,63.608247422680414,53.65979381443299,37.56701030927835,40.670103092783506,54.896907216494846,40.597938144329895,56.402061855670105,40.30927835051546,80.69072164948453,62.88659793814433,45.08247422680412,24.432989690721648
4,47.260416666666664,35.09375,17.78125,64.125,57.770833333333336,38.71875,41.770833333333336,56.541666666666664,40.697916666666664,57.6875,41.96875,83.59375,64.94791666666667,49.03125,25.40625
5,47.04123711340206,36.28865979381443,19.8659793814433,65.0,56.08247422680412,37.96907216494845,43.22680412371134,56.31958762886598,41.06185567010309,58.05154639175258,42.92783505154639,88.58762886597938,69.73195876288659,56.75257731958763,26.896907216494846
6,48.94845360824742,38.77319587628866,19.298969072164947,64.09278350515464,56.93814432989691,38.865979381443296,44.79381443298969,59.01030927835052,45.36082474226804,58.56701030927835,43.391752577319586,88.41237113402062,69.05154639175258,55.27835051546392,28.175257731958762
7,49.770833333333336,39.427083333333336,21.020833333333332,66.13541666666667,56.385416666666664,38.0,43.770833333333336,58.75,44.458333333333336,60.447916666666664,46.020833333333336,87.40625,70.72916666666667,55.729166666666664,29.28125
8,51.28125,42.010416666666664,21.0,68.39583333333333,60.760416666666664,39.416666666666664,45.104166666666664,63.875,47.802083333333336,63.875,48.989583333333336,91.44791666666667,70.22916666666667,56.791666666666664,31.0625
9,50.0,40.260416666666664,22.125,69.07291666666667,60.895833333333336,39.25,45.802083333333336,64.11458333333333,48.885416666666664,65.16666666666667,52.385416666666664,96.375,78.9375,67.10416666666667,32.166666666666664
10,51.479166666666664,43.270833333333336,22.447916666666668,69.16666666666667,63.083333333333336,38.635416666666664,46.729166666666664,65.0,49.229166666666664,66.14583333333333,53.739583333333336,103.66666666666667,81.55208333333333,73.32291666666667,30.8125
11,51.11340206185567,43.31958762886598,23.515463917525775,69.96907216494846,61.329896907216494,38.34020618556701,48.71134020618557,66.5360824742268,50.09278350515464,65.61855670103093,51.48453608247423,109.3917525773196,91.28865979381443,86.02061855670104,33.876288659793815
12,52.2,46.578947368421055,25.389473684210525,70.36842105263158,61.32631578947368,39.45263157894737,50.72631578947368,67.46315789473684,52.93684210526316,64.63157894736842,51.09473684210526,114.9578947368421,96.67368421052632,89.7578947368421,37.22105263157895
13,54.473684210526315,48.126315789473686,26.378947368421052,71.2421052631579,62.89473684210526,39.66315789473684,52.34736842105263,65.6421052631579,51.578947368421055,61.05263157894737,47.27368421052632,119.52631578947368,95.48421052631579,90.36842105263158,36.90526315789474
14,53.864583333333336,48.739583333333336,26.708333333333332,69.84375,60.864583333333336,40.552083333333336,53.104166666666664,67.52083333333333,52.052083333333336,63.03125,46.96875,116.52083333333333,97.11458333333333,92.0625,36.083333333333336
15,52.34020618556701,49.123711340206185,27.391752577319586,70.22680412371135,60.75257731958763,39.24742268041237,55.54639175257732,66.94845360824742,56.5360824742268,62.2680412371134,47.16494845360825,118.0721649484536,98.94845360824742,97.15463917525773,35.92783505154639
16,54.96875,51.28125,26.5,65.22916666666667,55.739583333333336,38.614583333333336,55.135416666666664,72.59375,61.135416666666664,62.822916666666664,48.375,121.64583333333333,100.6875,97.1875,37.5
17,54.36842105263158,49.294736842105266,25.105263157894736,66.02105263157895,56.27368421052632,39.252631578947366,57.10526315789474,66.87368421052632,55.4,60.96842105263158,42.136842105263156,115.36842105263158,95.83157894736843,94.29473684210527,36.92631578947368
