,K097,21,22,81,82,101,102,111
127806,2018-08-24 07:30:00,37.0,54.0,57.0,27.0,34.0,30.0,12.0
127807,2018-08-24 07:45:00,47.0,72.0,51.0,42.0,33.0,29.0,26.0
127808,2018-08-24 08:00:00,57.0,59.0,61.0,37.0,22.0,27.0,27.0
127809,2018-08-24 08:15:00,59.0,69.0,58.0,36.0,44.0,30.0,27.0
127810,2018-08-24 08:30:00,48.0,64.0,73.0,36.0,49.0,37.0,26.0
127811,2018-08-24 08:45:00,38.0,55.0,61.0,32.0,29.0,35.0,22.0
127812,2018-08-24 09:00:00,49.0,58.0,57.0,24.0,37.0,28.0,27.0
127813,2018-08-24 09:15:00,53.0,48.0,53.0,28.0,31.0,27.0,26.0
127814,2018-08-24 09:30:00,44.0,46.0,68.0,39.0,40.0,35.0,25.0
127815,2018-08-24 09:45:00,31.0,48.0,75.0,41.0,32.0,21.0,30.0
127816,2018-08-24 10:00:00,46.0,42.0,60.0,35.0,24.0,27.0,24.0
127817,2018-08-24 10:15:00,41.0,38.0,85.0,43.0,35.0,21.0,22.0
127818,2018-08-24 10:30:00,46.0,55.0,64.0,32.0,29.0,30.0,26.0
127819,2018-08-24 10:45:00,33.0,55.0,73.0,47.0,45.0,24.0,31.0
127820,2018-08-24 11:00:00,36.0,43.0,65.0,43.0,39.0,26.0,28.0
127821,2018-08-24 11:15:00,38.0,42.0,72.0,36.0,63.0,39.0,33.0
127822,2018-08-24 11:30:00,26.0,41.0,83.0,43.0,45.0,25.0,34.0
127823,2018-08-24 11:45:00,42.0,52.0,89.0,51.0,30.0,21.0,25.0
127824,2018-08-24 12:00:00,22.0,44.0,90.0,51.0,46.0,25.0,29.0
127825,2018-08-24 12:15:00,39.0,55.0,60.0,48.0,48.0,33.0,36.0
127826,2018-08-24 12:30:00,37.0,35.0,74.0,46.0,47.0,36.0,49.0
127827,2018-08-24 12:45:00,53.0,52.0,82.0,42.0,40.0,28.0,46.0
127828,2018-08-24 13:00:00,43.0,44.0,74.0,37.0,36.0,26.0,47.0
127829,2018-08-24 13:15:00,34.0,47.0,73.0,36.0,43.0,28.0,44.0
127830,2018-08-24 13:30:00,48.0,50.0,84.0,64.0,49.0,40.0,41.0
127831,2018-08-24 13:45:00,49.0,56.0,95.0,50.0,49.0,32.0,35.0
127832,2018-08-24 14:00:00,53.0,56.0,76.0,48.0,60.0,26.0,25.0
127833,2018-08-24 14:15:00,49.0,36.0,94.0,36.0,43.0,28.0,37.0
127834,2018-08-24 14:30:00,44.0,76.0,85.0,56.0,52.0,32.0,43.0
127835,2018-08-24 14:45:00,41.0,50.0,104.0,57.0,50.0,38.0,47.0
127836,2018-08-24 15:00:00,26.0,50.0,101.0,48.0,45.0,40.0,30.0
127837,2018-08-24 15:15:00,47.0,45.0,88.0,49.0,47.0,28.0,51.0
127838,2018-08-24 15:30:00,27.0,47.0,103.0,62.0,52.0,36.0,38.0
127839,2018-08-24 15:45:00,27.0,41.0,86.0,60.0,54.0,35.0,58.0
127840,2018-08-24 16:00:00,24.0,56.0,94.0,54.0,52.0,26.0,50.0
127841,2018-08-24 16:15:00,41.0,47.0,99.0,62.0,57.0,31.0,45.0
127842,2018-08-24 16:30:00,30.0,60.0,96.0,57.0,55.0,41.0,58.0
127843,2018-08-24 16:45:00,35.0,53.0,108.0,70.0,46.0,39.0,46.0
127844,2018-08-24 17:00:00,42.0,48.0,104.0,61.0,49.0,31.0,49.0
127845,2018-08-24 17:15:00,26.0,40.0,89.0,55.0,46.0,34.0,48.0
127846,2018-08-24 17:30:00,33.0,38.0,90.0,65.0,50.0,35.0,48.0
127847,2018-08-24 17:45:00,40.0,39.0,81.0,53.0,46.0,31.0,48.0
127848,2018-08-24 18:00:00,38.0,42.0,88.0,50.0,47.0,38.0,58.0
127849,2018-08-24 18:15:00,21.0,37.0,78.0,54.0,35.0,22.0,48.0
127850,2018-08-24 18:30:00,29.0,38.0,67.0,33.0,49.0,27.0,32.0
127851,2018-08-24 18:45:00,25.0,32.0,59.0,33.0,50.0,29.0,31.0
127852,2018-08-24 19:00:00,32.0,40.0,78.0,37.0,47.0,9.0,28.0
127853,2018-08-24 19:15:00,32.0,35.0,60.0,38.0,37.0,13.0,25.0
127854,2018-08-24 19:30:00,25.0,32.0,56.0,27.0,48.0,10.0,14.0
127855,2018-08-24 19:45:00,22.0,22.0,51.0,28.0,35.0,11.0,26.0
127856,2018-08-24 20:00:00,24.0,29.0,52.0,29.0,39.0,18.0,30.0
127857,2018-08-24 20:15:00,26.0,28.0,58.0,33.0,30.0,16.0,23.0
127858,2018-08-24 20:30:00,16.0,26.0,43.0,17.0,30.0,14.0,23.0
127859,2018-08-24 20:45:00,22.0,32.0,52.0,22.0,31.0,13.0,24.0
127860,2018-08-24 21:00:00,15.0,21.0,43.0,10.0,34.0,17.0,18.0
127861,2018-08-24 21:15:00,20.0,22.0,41.0,22.0,34.0,10.0,18.0
127862,2018-08-24 21:30:00,21.0,20.0,68.0,32.0,24.0,10.0,23.0
127863,2018-08-24 21:45:00,20.0,23.0,37.0,14.0,27.0,15.0,15.0
127864,2018-08-24 22:00:00,23.0,28.0,44.0,23.0,35.0,22.0,17.0
127865,2018-08-24 22:15:00,21.0,25.0,65.0,25.0,31.0,17.0,14.0
127866,2018-08-24 22:30:00,32.0,34.0,49.0,23.0,29.0,12.0,25.0
127867,2018-08-24 22:45:00,26.0,28.0,45.0,27.0,33.0,16.0,22.0
127868,2018-08-24 23:00:00,18.0,22.0,39.0,23.0,31.0,13.0,14.0
127869,2018-08-24 23:15:00,10.0,14.0,41.0,18.0,26.0,5.0,11.0
127870,2018-08-24 23:30:00,9.0,13.0,27.0,13.0,25.0,12.0,17.0
127871,2018-08-24 23:45:00,6.0,7.0,29.0,12.0,29.0,12.0,11.0
127872,2018-08-25 00:00:00,10.0,10.0,40.0,14.0,19.0,12.0,11.0
127873,2018-08-25 00:15:00,17.0,19.0,26.0,13.0,21.0,17.0,12.0
127874,2018-08-25 00:30:00,7.0,9.0,38.0,26.0,18.0,7.0,3.0
127875,2018-08-25 00:45:00,8.0,10.0,22.0,10.0,24.0,8.0,6.0
127876,2018-08-25 01:00:00,7.0,5.0,31.0,19.0,16.0,13.0,9.0
127877,2018-08-25 01:15:00,4.0,6.0,26.0,15.0,26.0,10.0,7.0
127878,2018-08-25 01:30:00,1.0,2.0,26.0,16.0,12.0,9.0,6.0
127879,2018-08-25 01:45:00,7.0,7.0,21.0,10.0,13.0,6.0,4.0
127880,2018-08-25 02:00:00,2.0,4.0,15.0,12.0,12.0,3.0,1.0
127881,2018-08-25 02:15:00,8.0,5.0,23.0,17.0,15.0,7.0,7.0
127882,2018-08-25 02:30:00,6.0,4.0,15.0,11.0,11.0,5.0,2.0
127883,2018-08-25 02:45:00,2.0,2.0,14.0,2.0,7.0,5.0,2.0
127884,2018-08-25 03:00:00,3.0,2.0,6.0,4.0,5.0,1.0,0.0
127885,2018-08-25 03:15:00,6.0,4.0,9.0,6.0,7.0,3.0,2.0
127886,2018-08-25 03:30:00,2.0,2.0,10.0,5.0,12.0,5.0,2.0
127887,2018-08-25 03:45:00,4.0,5.0,8.0,4.0,11.0,6.0,2.0
127888,2018-08-25 04:00:00,3.0,3.0,4.0,3.0,5.0,3.0,1.0
127889,2018-08-25 04:15:00,4.0,8.0,13.0,3.0,5.0,0.0,0.0
127890,2018-08-25 04:30:00,7.0,7.0,8.0,5.0,9.0,3.0,1.0
127891,2018-08-25 04:45:00,4.0,3.0,11.0,8.0,6.0,5.0,2.0
127892,2018-08-25 05:00:00,3.0,3.0,6.0,4.0,4.0,5.0,6.0
127893,2018-08-25 05:15:00,5.0,5.0,8.0,6.0,3.0,3.0,3.0
127894,2018-08-25 05:30:00,10.0,9.0,19.0,12.0,6.0,2.0,3.0
127895,2018-08-25 05:45:00,6.0,4.0,16.0,8.0,7.0,4.0,2.0
127896,2018-08-25 06:00:00,8.0,10.0,14.0,6.0,8.0,1.0,3.0
127897,2018-08-25 06:15:00,10.0,11.0,23.0,16.0,10.0,6.0,2.0
127898,2018-08-25 06:30:00,6.0,7.0,12.0,8.0,13.0,7.0,3.0
127899,2018-08-25 06:45:00,8.0,11.0,20.0,9.0,12.0,12.0,5.0
127900,2018-08-25 07:00:00,15.0,14.0,10.0,7.0,9.0,4.0,4.0
127901,2018-08-25 07:15:00,6.0,9.0,15.0,9.0,12.0,4.0,0.0
127902,2018-08-25 07:30:00,15.0,24.0,28.0,10.0,9.0,5.0,8.0
127903,2018-08-25 07:45:00,18.0,29.0,42.0,19.0,11.0,5.0,8.0
127904,2018-08-25 08:00:00,15.0,31.0,40.0,21.0,20.0,7.0,8.0
127905,2018-08-25 08:15:00,21.0,31.0,41.0,19.0,18.0,3.0,5.0
127906,2018-08-25 08:30:00,25.0,31.0,36.0,23.0,18.0,6.0,9.0
127907,2018-08-25 08:45:00,27.0,34.0,40.0,18.0,25.0,9.0,14.0
127908,2018-08-25 09:00:00,14.0,30.0,43.0,13.0,19.0,17.0,6.0
127909,2018-08-25 09:15:00,24.0,27.0,44.0,20.0,23.0,10.0,17.0
127910,2018-08-25 09:30:00,31.0,32.0,56.0,18.0,27.0,12.0,24.0
127911,2018-08-25 09:45:00,32.0,36.0,66.0,32.0,29.0,18.0,25.0
127912,2018-08-25 10:00:00,25.0,35.0,54.0,25.0,28.0,13.0,22.0
127913,2018-08-25 10:15:00,34.0,38.0,45.0,27.0,40.0,17.0,27.0
127914,2018-08-25 10:30:00,42.0,47.0,68.0,38.0,41.0,17.0,23.0
127915,2018-08-25 10:45:00,33.0,55.0,77.0,34.0,35.0,16.0,34.0
127916,2018-08-25 11:00:00,39.0,43.0,61.0,39.0,60.0,20.0,34.0
127917,2018-08-25 11:15:00,33.0,30.0,73.0,36.0,39.0,26.0,33.0
127918,2018-08-25 11:30:00,45.0,54.0,69.0,26.0,37.0,20.0,26.0
127919,2018-08-25 11:45:00,40.0,56.0,75.0,33.0,54.0,29.0,46.0
127920,2018-08-25 12:00:00,32.0,37.0,84.0,36.0,44.0,19.0,31.0
127921,2018-08-25 12:15:00,29.0,54.0,71.0,36.0,58.0,30.0,51.0
127922,2018-08-25 12:30:00,47.0,53.0,82.0,48.0,39.0,29.0,50.0
127923,2018-08-25 12:45:00,41.0,58.0,83.0,51.0,61.0,29.0,41.0
127924,2018-08-25 13:00:00,33.0,50.0,76.0,50.0,42.0,20.0,41.0
127925,2018-08-25 13:15:00,42.0,48.0,86.0,48.0,46.0,24.0,48.0
127926,2018-08-25 13:30:00,45.0,46.0,74.0,40.0,48.0,24.0,38.0
127927,2018-08-25 13:45:00,43.0,52.0,84.0,34.0,45.0,27.0,36.0
127928,2018-08-25 14:00:00,51.0,43.0,96.0,43.0,47.0,21.0,41.0
127929,2018-08-25 14:15:00,37.0,52.0,85.0,34.0,58.0,36.0,55.0
127930,2018-08-25 14:30:00,36.0,41.0,96.0,66.0,50.0,29.0,42.0
127931,2018-08-25 14:45:00,49.0,57.0,95.0,48.0,56.0,29.0,42.0
127932,2018-08-25 15:00:00,48.0,48.0,86.0,59.0,41.0,30.0,37.0
127933,2018-08-25 15:15:00,34.0,43.0,83.0,57.0,54.0,28.0,40.0
127934,2018-08-25 15:30:00,33.0,49.0,69.0,43.0,51.0,22.0,42.0
127935,2018-08-25 15:45:00,36.0,42.0,81.0,48.0,53.0,23.0,43.0
127936,2018-08-25 16:00:00,50.0,46.0,91.0,47.0,54.0,19.0,49.0
127937,2018-08-25 16:15:00,40.0,47.0,82.0,47.0,36.0,13.0,38.0
127938,2018-08-25 16:30:00,43.0,36.0,93.0,46.0,52.0,20.0,46.0
127939,2018-08-25 16:45:00,37.0,42.0,61.0,38.0,48.0,22.0,46.0
127940,2018-08-25 17:00:00,33.0,46.0,80.0,43.0,37.0,13.0,39.0
127941,2018-08-25 17:15:00,32.0,35.0,85.0,56.0,41.0,21.0,34.0
127942,2018-08-25 17:30:00,23.0,22.0,72.0,38.0,52.0,20.0,26.0
127943,2018-08-25 17:45:00,24.0,28.0,65.0,28.0,39.0,10.0,25.0
127944,2018-08-25 18:00:00,24.0,25.0,66.0,39.0,37.0,14.0,37.0
127945,2018-08-25 18:15:00,37.0,34.0,64.0,33.0,26.0,12.0,29.0
127946,2018-08-25 18:30:00,25.0,27.0,54.0,19.0,38.0,14.0,22.0
127947,2018-08-25 18:45:00,20.0,33.0,35.0,20.0,34.0,18.0,23.0
127948,2018-08-25 19:00:00,25.0,37.0,50.0,22.0,38.0,13.0,29.0
127949,2018-08-25 19:15:00,17.0,26.0,58.0,32.0,31.0,12.0,16.0
127950,2018-08-25 19:30:00,20.0,30.0,42.0,20.0,35.0,13.0,19.0
127951,2018-08-25 19:45:00,26.0,33.0,37.0,29.0,33.0,12.0,15.0
127952,2018-08-25 20:00:00,17.0,26.0,61.0,26.0,31.0,8.0,16.0
127953,2018-08-25 20:15:00,17.0,27.0,46.0,18.0,24.0,8.0,25.0
127954,2018-08-25 20:30:00,11.0,19.0,53.0,27.0,35.0,14.0,11.0
127955,2018-08-25 20:45:00,24.0,25.0,46.0,28.0,32.0,15.0,14.0
127956,2018-08-25 21:00:00,24.0,26.0,39.0,15.0,20.0,13.0,26.0
127957,2018-08-25 21:15:00,20.0,37.0,45.0,28.0,27.0,13.0,25.0
127958,2018-08-25 21:30:00,16.0,21.0,46.0,22.0,34.0,14.0,16.0
127959,2018-08-25 21:45:00,17.0,23.0,41.0,22.0,26.0,13.0,22.0
127960,2018-08-25 22:00:00,7.0,15.0,50.0,26.0,30.0,14.0,15.0
127961,2018-08-25 22:15:00,18.0,24.0,34.0,24.0,28.0,9.0,8.0
127962,2018-08-25 22:30:00,17.0,18.0,35.0,27.0,23.0,16.0,12.0
127963,2018-08-25 22:45:00,4.0,12.0,47.0,27.0,26.0,10.0,14.0
127964,2018-08-25 23:00:00,13.0,24.0,49.0,19.0,22.0,9.0,13.0
127965,2018-08-25 23:15:00,14.0,17.0,45.0,23.0,34.0,9.0,12.0
127966,2018-08-25 23:30:00,9.0,16.0,45.0,18.0,21.0,15.0,14.0
127967,2018-08-25 23:45:00,9.0,10.0,38.0,24.0,39.0,6.0,9.0
127968,2018-08-26 00:00:00,14.0,17.0,43.0,24.0,28.0,9.0,9.0
127969,2018-08-26 00:15:00,6.0,9.0,40.0,27.0,19.0,12.0,14.0
127970,2018-08-26 00:30:00,8.0,9.0,40.0,16.0,14.0,11.0,14.0
127971,2018-08-26 00:45:00,13.0,16.0,32.0,17.0,22.0,6.0,10.0
127972,2018-08-26 01:00:00,6.0,9.0,32.0,25.0,15.0,16.0,12.0
127973,2018-08-26 01:15:00,9.0,11.0,33.0,19.0,17.0,9.0,7.0
127974,2018-08-26 01:30:00,4.0,9.0,29.0,15.0,24.0,9.0,9.0
127975,2018-08-26 01:45:00,9.0,10.0,18.0,14.0,25.0,2.0,5.0
127976,2018-08-26 02:00:00,4.0,8.0,20.0,13.0,11.0,2.0,2.0
127977,2018-08-26 02:15:00,6.0,5.0,17.0,8.0,12.0,2.0,3.0
127978,2018-08-26 02:30:00,7.0,6.0,8.0,8.0,13.0,2.0,1.0
127979,2018-08-26 02:45:00,5.0,5.0,19.0,15.0,8.0,7.0,5.0
127980,2018-08-26 03:00:00,3.0,3.0,14.0,8.0,11.0,2.0,1.0
127981,2018-08-26 03:15:00,1.0,1.0,11.0,13.0,13.0,6.0,1.0
127982,2018-08-26 03:30:00,1.0,2.0,13.0,8.0,10.0,4.0,3.0
127983,2018-08-26 03:45:00,4.0,4.0,8.0,5.0,7.0,3.0,1.0
127984,2018-08-26 04:00:00,0.0,0.0,7.0,6.0,6.0,6.0,4.0
127985,2018-08-26 04:15:00,3.0,3.0,9.0,10.0,10.0,5.0,2.0
127986,2018-08-26 04:30:00,2.0,2.0,4.0,4.0,11.0,4.0,0.0
127987,2018-08-26 04:45:00,5.0,9.0,9.0,3.0,3.0,1.0,3.0
127988,2018-08-26 05:00:00,5.0,5.0,7.0,3.0,4.0,2.0,0.0
127989,2018-08-26 05:15:00,4.0,3.0,14.0,3.0,7.0,5.0,2.0
127990,2018-08-26 05:30:00,1.0,2.0,10.0,8.0,3.0,3.0,2.0
127991,2018-08-26 05:45:00,3.0,1.0,8.0,7.0,8.0,4.0,2.0
127992,2018-08-26 06:00:00,3.0,5.0,6.0,3.0,8.0,4.0,4.0
127993,2018-08-26 06:15:00,5.0,6.0,8.0,7.0,7.0,4.0,2.0
127994,2018-08-26 06:30:00,4.0,7.0,8.0,8.0,3.0,2.0,0.0
127995,2018-08-26 06:45:00,2.0,3.0,11.0,1.0,9.0,4.0,1.0
127996,2018-08-26 07:00:00,5.0,8.0,12.0,6.0,8.0,1.0,1.0
127997,2018-08-26 07:15:00,3.0,8.0,10.0,6.0,4.0,4.0,3.0
127998,2018-08-26 07:30:00,7.0,6.0,14.0,8.0,5.0,2.0,4.0
127999,2018-08-26 07:45:00,5.0,7.0,10.0,8.0,5.0,3.0,4.0
128000,2018-08-26 08:00:00,7.0,9.0,13.0,5.0,7.0,3.0,2.0
128001,2018-08-26 08:15:00,9.0,14.0,16.0,12.0,5.0,6.0,5.0
128002,2018-08-26 08:30:00,10.0,19.0,12.0,12.0,10.0,2.0,3.0
128003,2018-08-26 08:45:00,17.0,23.0,18.0,12.0,9.0,3.0,2.0
128004,2018-08-26 09:00:00,18.0,20.0,14.0,15.0,11.0,1.0,6.0
128005,2018-08-26 09:15:00,18.0,28.0,23.0,10.0,12.0,3.0,11.0
128006,2018-08-26 09:30:00,19.0,32.0,33.0,9.0,18.0,6.0,11.0
128007,2018-08-26 09:45:00,18.0,30.0,38.0,18.0,21.0,10.0,17.0
128008,2018-08-26 10:00:00,38.0,51.0,27.0,18.0,22.0,9.0,10.0
128009,2018-08-26 10:15:00,24.0,34.0,29.0,14.0,20.0,3.0,17.0
128010,2018-08-26 10:30:00,36.0,54.0,49.0,22.0,20.0,11.0,15.0
128011,2018-08-26 10:45:00,25.0,32.0,47.0,25.0,23.0,5.0,15.0
128012,2018-08-26 11:00:00,33.0,50.0,43.0,14.0,21.0,8.0,21.0
128013,2018-08-26 11:15:00,34.0,41.0,58.0,16.0,28.0,13.0,15.0
128014,2018-08-26 11:30:00,36.0,46.0,48.0,23.0,41.0,5.0,20.0
128015,2018-08-26 11:45:00,38.0,51.0,59.0,30.0,42.0,7.0,24.0
128016,2018-08-26 12:00:00,36.0,56.0,70.0,27.0,45.0,17.0,26.0
128017,2018-08-26 12:15:00,36.0,48.0,65.0,40.0,31.0,10.0,31.0
128018,2018-08-26 12:30:00,54.0,59.0,71.0,34.0,45.0,11.0,27.0
128019,2018-08-26 12:45:00,35.0,48.0,55.0,31.0,43.0,15.0,26.0
128020,2018-08-26 13:00:00,31.0,46.0,70.0,33.0,40.0,13.0,22.0
128021,2018-08-26 13:15:00,34.0,50.0,69.0,35.0,42.0,14.0,37.0
128022,2018-08-26 13:30:00,43.0,62.0,68.0,30.0,55.0,16.0,33.0
128023,2018-08-26 13:45:00,51.0,62.0,69.0,37.0,40.0,20.0,34.0
128024,2018-08-26 14:00:00,36.0,44.0,75.0,49.0,46.0,13.0,25.0
128025,2018-08-26 14:15:00,24.0,43.0,80.0,47.0,47.0,17.0,34.0
128026,2018-08-26 14:30:00,26.0,47.0,85.0,36.0,56.0,18.0,39.0
128027,2018-08-26 14:45:00,37.0,58.0,65.0,36.0,41.0,18.0,39.0
128028,2018-08-26 15:00:00,34.0,48.0,62.0,40.0,46.0,18.0,39.0
128029,2018-08-26 15:15:00,33.0,38.0,70.0,41.0,45.0,14.0,21.0
128030,2018-08-26 15:30:00,14.0,45.0,73.0,40.0,44.0,14.0,33.0
128031,2018-08-26 15:45:00,32.0,51.0,92.0,49.0,42.0,13.0,32.0
128032,2018-08-26 16:00:00,27.0,45.0,87.0,43.0,40.0,15.0,37.0
128033,2018-08-26 16:15:00,25.0,44.0,70.0,33.0,43.0,17.0,41.0
128034,2018-08-26 16:30:00,32.0,47.0,72.0,34.0,41.0,17.0,43.0
128035,2018-08-26 16:45:00,33.0,55.0,64.0,38.0,45.0,16.0,37.0
128036,2018-08-26 17:00:00,32.0,38.0,85.0,40.0,37.0,8.0,26.0
128037,2018-08-26 17:15:00,24.0,55.0,72.0,39.0,39.0,13.0,35.0
128038,2018-08-26 17:30:00,23.0,36.0,57.0,27.0,38.0,13.0,26.0
128039,2018-08-26 17:45:00,29.0,41.0,76.0,37.0,34.0,12.0,39.0
128040,2018-08-26 18:00:00,25.0,28.0,67.0,32.0,40.0,11.0,23.0
128041,2018-08-26 18:15:00,17.0,27.0,71.0,42.0,49.0,18.0,25.0
128042,2018-08-26 18:30:00,29.0,30.0,53.0,33.0,39.0,10.0,23.0
128043,2018-08-26 18:45:00,19.0,27.0,50.0,33.0,24.0,9.0,15.0
128044,2018-08-26 19:00:00,21.0,28.0,52.0,26.0,36.0,10.0,20.0
128045,2018-08-26 19:15:00,20.0,29.0,50.0,37.0,33.0,16.0,15.0
128046,2018-08-26 19:30:00,20.0,25.0,53.0,23.0,30.0,12.0,20.0
128047,2018-08-26 19:45:00,20.0,27.0,41.0,20.0,34.0,15.0,21.0
128048,2018-08-26 20:00:00,23.0,26.0,46.0,18.0,31.0,10.0,23.0
128049,2018-08-26 20:15:00,23.0,30.0,46.0,23.0,34.0,7.0,20.0
128050,2018-08-26 20:30:00,24.0,24.0,44.0,24.0,26.0,4.0,18.0
128051,2018-08-26 20:45:00,27.0,23.0,39.0,24.0,33.0,12.0,26.0
128052,2018-08-26 21:00:00,13.0,16.0,35.0,12.0,23.0,10.0,16.0
128053,2018-08-26 21:15:00,17.0,18.0,47.0,12.0,32.0,10.0,19.0
128054,2018-08-26 21:30:00,19.0,27.0,44.0,13.0,21.0,8.0,12.0
128055,2018-08-26 21:45:00,12.0,19.0,39.0,17.0,26.0,12.0,21.0
128056,2018-08-26 22:00:00,20.0,24.0,23.0,20.0,16.0,12.0,15.0
128057,2018-08-26 22:15:00,11.0,11.0,37.0,21.0,27.0,9.0,12.0
128058,2018-08-26 22:30:00,9.0,10.0,27.0,12.0,22.0,8.0,17.0
128059,2018-08-26 22:45:00,11.0,13.0,33.0,22.0,21.0,14.0,9.0
128060,2018-08-26 23:00:00,11.0,9.0,27.0,14.0,23.0,11.0,9.0
128061,2018-08-26 23:15:00,14.0,20.0,24.0,12.0,17.0,6.0,7.0
128062,2018-08-26 23:30:00,7.0,10.0,28.0,14.0,10.0,5.0,7.0
128063,2018-08-26 23:45:00,,,,,,,
128064,2018-08-27 00:00:00,3.0,2.0,15.0,6.0,17.0,6.0,5.0
128065,2018-08-27 00:15:00,3.0,3.0,20.0,13.0,13.0,7.0,8.0
128066,2018-08-27 00:30:00,5.0,6.0,13.0,7.0,18.0,1.0,1.0
128067,2018-08-27 00:45:00,1.0,2.0,12.0,13.0,15.0,4.0,2.0
128068,2018-08-27 01:00:00,5.0,6.0,8.0,4.0,6.0,5.0,2.0
128069,2018-08-27 01:15:00,2.0,2.0,9.0,9.0,8.0,7.0,4.0
128070,2018-08-27 01:30:00,0.0,1.0,8.0,6.0,6.0,2.0,2.0
128071,2018-08-27 01:45:00,0.0,1.0,8.0,6.0,4.0,3.0,2.0
128072,2018-08-27 02:00:00,3.0,3.0,8.0,6.0,2.0,3.0,1.0
128073,2018-08-27 02:15:00,0.0,1.0,7.0,2.0,3.0,2.0,3.0
128074,2018-08-27 02:30:00,2.0,2.0,6.0,6.0,4.0,2.0,1.0
128075,2018-08-27 02:45:00,2.0,2.0,6.0,5.0,5.0,2.0,1.0
128076,2018-08-27 03:00:00,1.0,1.0,2.0,1.0,5.0,3.0,2.0
128077,2018-08-27 03:15:00,1.0,1.0,6.0,4.0,3.0,2.0,0.0
128078,2018-08-27 03:30:00,1.0,3.0,2.0,4.0,3.0,1.0,1.0
128079,2018-08-27 03:45:00,3.0,3.0,1.0,0.0,2.0,3.0,2.0
128080,2018-08-27 04:00:00,3.0,2.0,6.0,4.0,2.0,1.0,0.0
128081,2018-08-27 04:15:00,1.0,2.0,6.0,5.0,4.0,3.0,2.0
128082,2018-08-27 04:30:00,2.0,2.0,7.0,3.0,4.0,2.0,1.0
128083,2018-08-27 04:45:00,7.0,6.0,13.0,6.0,11.0,1.0,1.0
128084,2018-08-27 05:00:00,13.0,12.0,20.0,12.0,4.0,4.0,3.0
128085,2018-08-27 05:15:00,10.0,10.0,22.0,9.0,7.0,3.0,2.0
128086,2018-08-27 05:30:00,15.0,17.0,38.0,16.0,5.0,3.0,1.0
128087,2018-08-27 05:45:00,17.0,18.0,37.0,22.0,14.0,6.0,7.0
128088,2018-08-27 06:00:00,22.0,21.0,56.0,20.0,9.0,2.0,8.0
128089,2018-08-27 06:15:00,28.0,25.0,62.0,24.0,17.0,8.0,14.0
128090,2018-08-27 06:30:00,47.0,49.0,59.0,23.0,28.0,20.0,11.0
128091,2018-08-27 06:45:00,35.0,65.0,62.0,34.0,31.0,24.0,14.0
128092,2018-08-27 07:00:00,30.0,39.0,47.0,21.0,26.0,21.0,9.0
128093,2018-08-27 07:15:00,49.0,64.0,55.0,23.0,23.0,37.0,19.0
128094,2018-08-27 07:30:00,68.0,71.0,67.0,32.0,42.0,39.0,16.0
128095,2018-08-27 07:45:00,53.0,76.0,59.0,43.0,47.0,46.0,18.0
128096,2018-08-27 08:00:00,72.0,49.0,65.0,43.0,38.0,42.0,16.0
128097,2018-08-27 08:15:00,68.0,77.0,78.0,45.0,49.0,36.0,16.0
128098,2018-08-27 08:30:00,66.0,88.0,66.0,45.0,33.0,32.0,16.0
128099,2018-08-27 08:45:00,55.0,65.0,68.0,39.0,47.0,37.0,31.0
128100,2018-08-27 09:00:00,54.0,51.0,63.0,44.0,47.0,46.0,27.0
128101,2018-08-27 09:15:00,50.0,49.0,73.0,40.0,44.0,35.0,23.0
128102,2018-08-27 09:30:00,40.0,47.0,47.0,23.0,33.0,23.0,24.0
128103,2018-08-27 09:45:00,38.0,55.0,78.0,48.0,49.0,45.0,24.0
128104,2018-08-27 10:00:00,32.0,58.0,64.0,38.0,47.0,31.0,16.0
128105,2018-08-27 10:15:00,37.0,42.0,59.0,32.0,45.0,17.0,23.0
128106,2018-08-27 10:30:00,32.0,34.0,68.0,26.0,51.0,30.0,28.0
128107,2018-08-27 10:45:00,36.0,51.0,74.0,32.0,48.0,23.0,21.0
128108,2018-08-27 11:00:00,43.0,46.0,73.0,35.0,32.0,15.0,24.0
128109,2018-08-27 11:15:00,28.0,29.0,59.0,50.0,36.0,26.0,37.0
128110,2018-08-27 11:30:00,30.0,65.0,74.0,50.0,41.0,35.0,33.0
128111,2018-08-27 11:45:00,26.0,38.0,79.0,39.0,41.0,22.0,24.0
128112,2018-08-27 12:00:00,32.0,41.0,70.0,36.0,52.0,20.0,27.0
128113,2018-08-27 12:15:00,35.0,59.0,88.0,45.0,50.0,31.0,35.0
128114,2018-08-27 12:30:00,35.0,50.0,78.0,51.0,53.0,36.0,30.0
128115,2018-08-27 12:45:00,34.0,36.0,82.0,51.0,50.0,37.0,23.0
128116,2018-08-27 13:00:00,23.0,49.0,70.0,41.0,54.0,26.0,22.0
128117,2018-08-27 13:15:00,24.0,38.0,89.0,37.0,47.0,22.0,38.0
128118,2018-08-27 13:30:00,32.0,44.0,75.0,44.0,42.0,21.0,31.0
128119,2018-08-27 13:45:00,24.0,47.0,82.0,45.0,47.0,28.0,28.0
128120,2018-08-27 14:00:00,30.0,51.0,85.0,53.0,60.0,34.0,38.0
128121,2018-08-27 14:15:00,24.0,49.0,104.0,50.0,49.0,31.0,37.0
128122,2018-08-27 14:30:00,34.0,56.0,98.0,52.0,52.0,31.0,51.0
128123,2018-08-27 14:45:00,30.0,38.0,91.0,56.0,50.0,29.0,46.0
