,21,22,31,32,41,51,71,81,82,91,111,112,121
0,97.0,79.0,65.0,49.0,49.0,37.0,14.0,92.0,75.0,16.0,19.0,42.0,18.0
1,97.0,81.0,67.0,53.0,46.5,36.0,15.0,92.0,78.0,16.5,18.0,42.5,18.0
2,101.0,88.5,67.0,52.0,50.5,38.5,14.5,93.0,79.0,17.0,20.5,43.0,18.0
3,94.0,78.0,64.0,51.0,51.0,39.0,14.0,96.0,85.0,16.0,18.0,45.5,17.5
4,98.0,88.0,64.0,50.5,55.0,42.0,14.0,98.5,83.5,16.0,19.5,48.0,18.0
5,103.0,96.0,66.0,51.0,57.0,44.5,15.0,101.0,86.0,18.5,21.0,52.0,18.5
6,102.0,96.0,71.0,56.0,65.0,51.0,15.0,100.0,89.0,21.0,21.0,51.0,22.0
7,93.0,83.0,65.0,50.0,69.0,45.0,16.0,108.0,101.0,16.0,22.0,57.0,21.0
8,92.0,83.0,64.0,53.0,64.0,43.0,18.0,108.0,103.0,18.0,24.0,54.0,21.0
9,95.0,87.0,69.0,58.0,68.0,41.0,17.0,107.0,105.0,17.0,22.0,54.0,21.0
10,96.0,88.5,71.5,60.0,66.0,46.0,17.0,106.5,103.0,18.0,20.0,54.0,22.0
11,97.0,88.0,68.0,57.0,64.0,44.0,17.0,103.0,95.0,14.0,22.0,55.0,20.0
12,102.0,92.0,73.0,60.5,55.0,42.0,15.0,97.0,85.0,16.5,20.5,55.0,20.0
13,103.0,92.0,73.0,63.5,57.0,41.0,15.0,95.5,84.5,15.0,21.0,57.0,19.0
14,107.0,96.0,77.0,69.0,56.0,45.0,16.0,92.0,78.0,15.0,18.0,53.0,20.0
15,105.0,95.0,81.0,72.5,60.0,48.5,15.0,95.0,79.5,16.0,18.0,53.0,23.0
16,106.5,99.5,81.0,73.0,64.0,49.0,16.5,97.0,84.5,18.0,19.0,54.0,23.0
17,105.0,98.0,85.5,78.5,60.0,50.0,17.0,89.0,73.0,19.0,19.0,53.0,21.0
18,107.5,97.0,84.5,80.0,53.5,47.0,17.5,88.5,71.0,19.0,17.5,54.5,22.0
19,106.5,98.0,85.0,79.0,52.0,38.0,16.0,86.0,69.0,17.0,18.0,53.5,21.0
20,107.0,95.0,83.0,74.0,48.0,35.0,15.0,88.0,69.0,16.0,16.0,50.0,21.0
21,103.0,86.0,80.0,69.0,40.0,29.0,13.0,78.0,57.0,13.0,15.0,43.0,18.0
22,101.0,87.0,74.0,57.0,34.0,26.0,13.0,77.0,53.0,10.0,14.0,39.0,16.0
23,92.0,72.0,64.0,46.0,32.0,22.0,11.0,73.0,48.0,10.0,12.0,33.0,15.0
24,89.0,70.0,62.0,42.0,27.0,23.0,10.0,71.0,45.0,10.0,13.0,31.0,15.0
25,82.0,64.0,58.0,36.0,26.0,20.0,9.0,70.0,41.0,10.0,11.0,36.0,12.0
26,76.0,59.0,51.0,33.0,22.0,21.0,7.0,66.0,39.0,11.0,14.0,38.0,13.0
