,11,21,22,31,41,51,61,71,81,82,91,101,111,121,122
125,36.0,36.0,11.0,15.0,13.0,34.0,19.0,20.0,31.0,21.0,15.0,5.0,39.0,23.0,8.0
126,33.0,34.0,11.0,12.0,12.0,35.0,16.0,17.0,29.0,19.0,13.0,5.0,36.0,24.0,8.0
127,33.0,31.0,9.0,12.0,11.0,31.0,17.0,19.0,31.0,21.0,13.0,4.0,34.0,23.0,7.0
128,33.0,30.0,9.0,10.0,12.0,32.0,17.0,18.0,28.0,19.0,11.0,5.0,31.0,21.0,7.0
129,32.0,29.0,7.0,11.0,11.0,31.0,15.0,18.0,28.0,19.0,11.0,4.5,31.0,19.0,6.0
130,30.0,27.0,7.0,10.0,11.0,31.0,13.0,16.0,27.0,16.5,11.0,4.0,30.5,18.0,6.0
131,28.0,27.0,6.0,8.0,10.0,33.0,14.0,17.0,27.0,18.0,12.0,4.0,30.0,20.0,6.0
132,27.0,29.0,7.0,8.0,11.0,30.0,14.0,14.0,25.0,16.0,10.0,4.0,30.0,19.0,6.0
133,23.0,26.0,6.0,8.0,9.0,26.0,13.0,13.0,23.0,15.0,7.0,3.0,26.0,18.0,5.0
134,19.0,22.0,5.0,7.0,7.0,24.0,11.0,12.0,21.0,13.0,7.0,3.0,24.0,18.0,5.0
135,19.0,21.0,4.0,7.0,6.0,20.0,10.0,15.0,25.0,15.0,8.0,3.0,22.0,18.0,5.0
136,19.0,21.0,4.0,6.0,6.0,18.0,9.0,8.0,17.0,9.0,5.0,2.0,22.0,15.0,3.0
137,13.0,17.0,2.0,5.0,5.0,13.0,7.0,6.0,13.0,6.0,3.0,2.0,17.0,13.0,3.0
138,11.0,12.0,2.0,4.0,5.0,10.0,5.0,5.0,10.0,5.0,2.0,2.0,14.0,10.0,2.0
139,9.0,11.0,2.0,3.0,3.0,8.0,3.0,4.0,8.5,4.0,1.0,1.0,11.0,9.0,2.0
140,8.0,8.0,1.5,2.0,3.0,8.0,3.0,3.0,7.0,3.0,1.0,1.0,10.0,7.5,1.0
141,5.5,6.0,1.0,3.0,1.0,6.0,2.0,3.0,6.0,3.0,1.0,1.0,8.0,7.0,1.0
142,6.0,6.0,0.0,1.0,2.0,6.0,2.0,1.0,5.0,2.0,1.0,1.0,7.0,6.0,1.0
143,4.5,4.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,0.0,1.0,7.0,5.0,1.0
144,4.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,6.0,5.0,1.0
145,3.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,4.0,0.0
146,2.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0
147,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,5.0,0.0
148,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0
149,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0
150,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0
151,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
152,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0
153,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0
154,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0
