,11,21,22,51,52,53,81,82,101,102,103,121,122
0,60.0,90.0,46.0,43.0,57.0,38.0,82.0,8.0,17.0,40.0,29.0,41.0,22.0
1,60.0,92.0,48.0,42.0,61.0,39.0,81.0,7.0,16.0,40.0,27.0,41.0,23.0
2,62.0,97.0,49.0,42.0,60.0,38.0,80.0,8.0,16.0,42.0,30.0,40.0,22.0
3,62.0,98.0,47.0,44.0,62.0,39.0,82.0,9.0,16.0,43.0,29.0,41.0,24.0
4,64.0,103.0,50.0,46.0,62.0,40.0,83.0,8.0,17.0,46.0,34.0,42.0,24.0
5,68.0,102.0,52.0,48.0,64.0,43.0,82.0,8.0,17.0,47.0,37.0,43.0,24.0
6,71.0,107.0,50.0,47.0,66.0,45.0,83.0,8.0,20.0,49.0,39.0,43.0,24.0
7,70.0,102.0,51.0,46.0,69.0,46.0,83.0,7.0,20.0,51.0,38.0,46.0,26.0
8,71.0,104.0,48.0,54.0,74.0,54.0,87.0,9.0,23.0,54.0,42.0,47.0,28.0
9,76.0,101.0,49.0,56.0,71.0,54.0,95.0,9.0,19.0,55.0,42.0,52.0,27.0
10,81.0,99.0,50.0,53.0,71.0,54.0,95.0,9.0,21.0,53.0,42.0,50.0,30.0
11,79.0,105.0,48.0,55.0,71.0,54.0,95.0,9.0,20.0,52.0,44.0,52.0,29.0
12,84.0,102.0,51.0,59.0,77.0,56.5,89.0,9.5,20.0,55.0,43.0,50.0,28.0
13,89.0,106.0,50.0,61.0,75.0,59.0,82.0,8.0,23.0,54.0,46.0,49.0,29.0
14,87.0,105.0,51.0,59.0,77.0,61.0,81.0,8.0,22.0,57.0,47.0,49.0,26.0
15,86.0,107.0,50.5,58.5,76.0,57.0,82.0,10.0,23.0,59.0,48.5,50.0,28.0
16,82.0,106.5,51.0,58.5,83.0,64.0,81.0,9.0,24.0,61.0,53.0,50.0,28.0
17,82.0,109.0,50.0,57.0,83.0,67.0,71.5,8.0,24.0,61.0,51.5,48.0,27.0
18,85.0,106.0,51.0,52.0,77.0,54.5,65.0,9.0,23.0,62.0,52.0,49.0,26.0
19,89.5,108.5,50.0,43.0,67.0,49.0,71.0,9.0,21.0,61.0,50.5,51.5,28.5
20,88.0,103.0,51.0,41.5,67.0,45.0,73.0,9.0,19.5,57.0,47.0,49.0,27.5
21,89.5,106.0,48.0,39.0,65.0,42.0,71.0,8.0,18.0,51.0,39.0,45.0,24.0
