,21,22,31,41,51,61,81,82,91,101,111,121
0,65.0,59.0,6.0,7.0,18.0,7.0,53.0,37.0,58.0,67.0,21.0,25.0
1,66.0,60.0,6.0,7.0,19.0,8.0,58.0,40.0,61.0,65.0,23.0,25.0
2,65.0,59.0,6.0,7.0,21.0,8.0,56.0,36.0,58.0,63.0,23.0,25.0
3,65.0,54.0,6.0,6.0,20.0,7.0,61.0,42.0,62.0,63.0,23.0,24.0
4,64.0,54.0,7.0,7.0,19.0,8.0,61.0,40.0,65.0,62.0,23.0,27.0
5,69.0,61.0,8.0,7.0,20.0,8.5,65.0,47.0,65.0,65.5,28.0,25.0
6,70.0,67.0,7.0,9.0,22.0,14.0,65.0,48.0,66.0,69.0,28.0,27.0
7,65.0,59.0,6.0,15.0,29.0,16.5,76.0,58.0,77.0,66.0,23.5,27.0
8,66.0,61.0,7.0,11.0,29.0,12.0,75.5,59.0,77.0,68.5,25.0,28.5
9,70.0,66.0,6.0,26.0,37.5,11.0,73.0,57.0,79.0,69.5,28.0,29.5
10,73.0,69.0,7.0,25.0,38.0,11.0,67.0,52.0,73.0,71.0,27.0,25.0
11,75.0,70.0,7.0,31.0,44.0,11.0,66.0,54.0,85.0,72.0,26.0,25.0
12,75.0,71.0,7.0,26.0,38.0,10.0,60.0,45.0,80.0,73.0,29.0,20.0
13,78.0,77.0,6.0,28.0,41.0,10.0,59.0,44.0,78.0,77.0,27.0,22.0
14,79.0,78.0,6.0,25.0,38.0,12.0,57.0,42.0,73.0,76.0,29.0,21.0
15,78.0,82.0,6.0,26.0,43.0,12.0,56.0,42.0,73.0,90.0,33.0,25.0
16,80.0,86.0,6.0,22.0,42.0,12.0,52.0,39.0,72.0,93.0,35.0,26.0
17,80.0,90.0,6.0,19.0,36.0,13.0,52.0,39.0,67.0,95.0,35.0,29.0
18,78.0,90.0,6.0,17.0,37.0,12.0,49.0,36.0,66.0,104.0,39.0,31.0
19,75.0,82.0,7.0,8.0,22.0,11.0,53.0,36.0,59.0,94.0,34.0,28.0
20,69.0,74.0,7.0,6.0,20.0,9.0,50.0,34.0,58.0,89.0,30.0,25.0
21,62.0,59.0,5.0,5.0,18.0,7.0,45.0,28.0,49.0,76.0,28.0,22.0
22,54.0,47.0,4.0,5.0,18.0,5.0,42.0,26.0,47.0,71.0,25.0,18.0
23,54.0,44.0,5.0,5.0,13.0,6.0,41.0,26.0,41.0,66.0,23.0,13.0
24,49.0,39.0,4.0,4.0,14.0,5.0,38.0,21.0,40.0,68.0,23.0,13.0
25,47.0,35.0,4.0,4.0,12.0,5.0,40.0,21.0,37.0,58.0,21.0,11.0
26,44.0,30.0,5.0,4.0,14.0,4.0,41.0,21.0,39.0,51.0,21.0,10.0
27,40.0,25.0,4.0,4.0,10.0,4.0,37.0,19.0,37.0,42.0,16.0,9.0
28,38.0,22.0,3.0,4.0,9.0,4.0,36.0,18.0,31.0,39.0,15.0,7.0
29,34.0,19.0,2.0,3.0,8.0,3.0,40.0,17.0,34.0,33.0,13.0,7.0
30,31.0,15.0,2.0,3.0,7.0,2.0,33.0,14.0,25.0,31.0,12.0,6.0
31,32.0,16.0,2.0,2.0,4.0,2.0,29.0,12.0,26.0,32.0,14.0,9.0
32,31.0,17.0,2.0,3.0,5.0,3.0,31.0,12.0,25.0,28.0,12.0,6.0
33,30.0,14.0,2.0,2.0,5.0,2.0,34.0,11.0,26.0,26.0,11.0,5.0
34,27.0,12.0,1.0,3.0,5.0,2.0,32.0,11.0,23.0,23.0,9.0,4.0
35,27.0,12.0,1.0,2.0,5.0,2.0,31.0,10.0,23.0,21.0,8.0,4.0
36,25.0,11.0,1.0,3.0,7.0,2.0,29.0,10.0,22.0,21.0,8.0,5.0
37,24.0,11.0,1.0,1.0,4.0,1.0,27.0,8.0,19.0,18.0,7.0,8.0
38,21.0,8.0,1.0,2.0,3.0,2.0,30.0,8.0,18.0,16.0,7.0,5.0
39,19.0,7.0,1.0,1.0,2.0,1.0,25.0,7.0,18.0,13.0,6.0,3.0
40,19.0,7.0,1.0,1.0,2.0,1.0,22.0,6.0,15.0,11.0,5.0,2.0
41,17.0,5.0,0.0,0.0,1.0,1.0,16.0,3.0,11.0,10.0,4.0,1.0
42,13.0,4.0,1.0,1.0,2.0,1.0,12.0,4.0,9.0,9.0,3.0,1.0
43,10.0,3.0,0.0,0.0,0.5,0.0,11.0,3.0,7.0,6.0,3.0,1.0
44,8.0,2.0,0.0,1.0,1.0,1.0,8.5,3.0,7.0,5.0,2.0,1.0
45,6.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,3.0,1.0,0.0
46,6.0,2.0,0.0,1.0,1.0,0.0,6.0,1.0,4.0,2.0,1.0,0.0
47,5.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,2.0,1.0,0.0
48,4.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,2.0,0.0,0.0
49,3.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,3.5,2.0,0.5,0.0
50,3.0,0.5,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,0.0
51,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,0.0
52,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0
53,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0
54,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0
55,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0
56,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,0.0,0.0
57,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,0.0,0.0
58,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.5,1.0,0.0,0.0
59,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0
60,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0
61,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0
62,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0
63,6.5,2.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,3.0,1.0,0.0
64,11.0,8.0,0.0,0.0,1.0,1.0,7.0,2.0,4.5,6.0,1.0,1.0
65,17.0,15.0,0.0,1.0,2.0,1.0,15.0,3.0,8.0,9.0,2.0,1.0
66,24.0,18.0,1.0,1.0,4.0,1.0,14.0,4.0,9.0,14.0,4.0,1.0
67,27.0,21.0,1.0,1.0,5.0,1.0,22.0,7.0,14.0,15.0,4.0,1.0
68,39.0,28.5,1.0,2.0,8.0,1.0,23.0,8.0,22.0,20.0,6.0,3.0
69,51.5,38.5,8.0,3.0,10.0,2.0,31.5,15.5,34.0,34.0,15.0,7.0
70,50.0,54.0,14.0,4.5,15.0,4.0,33.0,21.0,39.5,50.0,20.0,17.0
71,54.0,59.0,16.0,5.0,19.0,3.0,39.0,27.5,41.5,54.0,22.0,20.0
72,54.0,55.0,17.5,6.0,18.0,3.0,47.0,36.0,44.5,60.0,23.5,21.0
73,58.0,61.5,17.0,7.0,19.0,4.0,56.0,46.5,49.0,54.0,28.0,24.0
74,62.0,67.5,16.0,8.0,25.0,5.0,62.0,53.5,62.5,61.0,35.0,33.0
75,61.0,68.0,15.0,11.5,31.0,10.0,67.5,64.0,69.0,69.0,42.0,24.0
76,63.0,75.0,14.0,18.0,41.0,20.0,78.0,75.0,82.0,75.0,48.0,27.0
77,66.0,73.0,10.0,22.0,57.0,21.0,80.0,83.0,99.0,71.0,35.0,25.0
78,70.0,81.0,10.0,15.0,43.0,15.0,62.0,61.0,79.0,77.0,38.0,25.0
79,71.0,74.0,10.0,13.0,40.0,14.0,56.0,47.0,70.0,71.0,34.0,24.0
80,67.5,68.0,9.0,10.0,34.0,11.0,52.0,40.0,63.0,70.0,29.0,22.5
81,69.0,69.5,8.0,8.0,28.0,10.0,49.5,40.0,59.0,66.0,24.5,24.0
82,64.0,68.0,9.0,8.0,26.0,10.0,50.0,35.0,54.0,62.0,25.0,27.0
83,64.0,59.5,9.0,7.0,22.0,9.0,48.5,34.0,53.5,57.0,24.0,24.5
84,63.0,52.5,8.0,6.0,21.0,9.0,49.0,32.0,52.0,53.0,22.0,24.0
85,65.0,57.0,8.0,7.0,20.0,9.0,50.0,33.0,52.0,55.0,22.0,23.0
86,65.0,56.0,7.0,6.0,20.0,8.0,50.0,31.0,48.0,60.0,23.0,23.0
87,65.0,55.0,7.0,6.0,21.0,8.0,49.0,34.0,54.0,57.0,21.0,23.0
88,67.0,53.0,7.0,7.0,19.0,9.0,50.0,33.0,51.0,59.0,23.5,22.0
89,68.0,53.0,6.5,7.0,18.0,8.0,51.0,35.0,56.0,62.5,23.0,21.0
90,68.5,58.0,7.0,8.0,19.0,9.0,51.0,34.0,56.5,67.0,24.5,21.0
91,71.0,60.0,7.0,7.0,21.0,9.0,53.5,36.0,60.5,71.0,23.0,21.0
92,70.0,63.0,7.0,7.0,22.0,9.0,53.0,37.0,59.0,68.0,23.0,22.0
93,71.0,63.0,6.0,7.0,19.0,9.0,54.0,37.0,55.0,71.0,25.0,25.0
94,67.0,62.0,7.0,7.0,18.0,9.0,53.0,38.0,57.0,67.0,25.0,24.0
95,67.0,58.0,6.0,6.0,19.0,9.0,58.0,39.0,59.0,67.0,23.0,24.0
96,67.0,61.0,7.0,7.0,21.0,8.0,53.5,40.0,57.0,65.0,23.0,28.0
97,64.5,62.0,7.0,7.0,21.0,8.5,61.5,44.0,62.0,63.0,23.0,26.5
98,68.0,61.0,7.0,9.0,20.0,8.0,58.0,41.0,59.0,65.0,23.5,24.5
99,69.0,58.0,7.0,8.0,20.0,8.0,63.0,42.0,63.0,63.0,25.0,22.0
100,66.0,58.0,7.0,7.0,19.0,9.0,63.0,44.0,63.0,65.0,23.0,27.0
101,67.5,61.0,7.5,7.0,20.0,9.5,66.0,51.0,68.0,68.0,27.5,26.0
102,71.0,70.5,8.0,10.0,24.0,13.0,69.0,52.5,70.0,67.0,30.0,25.0
103,69.0,66.5,8.0,14.5,27.5,18.0,80.0,70.5,80.5,66.0,25.5,28.0
104,67.0,65.5,7.0,11.0,29.0,13.5,79.0,64.0,84.0,72.0,26.5,31.0
105,68.0,67.0,7.0,28.0,38.0,11.0,73.5,60.0,82.0,70.5,26.0,30.0
106,73.0,70.0,7.0,25.0,36.0,11.0,69.0,55.0,79.0,70.0,28.0,27.0
107,76.0,70.5,8.0,31.0,41.0,11.0,70.0,54.0,84.0,74.5,27.0,25.0
108,77.0,77.5,7.0,29.0,41.0,10.0,63.0,48.0,82.0,73.0,27.0,23.0
109,79.0,83.0,7.0,31.0,42.0,12.0,63.0,47.5,77.0,77.0,28.0,23.0
110,80.0,83.0,7.0,27.0,42.0,12.0,58.0,46.0,73.0,81.0,29.0,22.5
111,80.0,87.0,7.0,25.0,43.0,13.0,58.0,45.0,74.0,88.0,31.0,25.0
112,84.0,95.0,7.0,25.0,41.5,14.0,58.5,44.0,75.0,92.0,33.0,27.0
113,80.5,91.5,7.0,20.0,37.0,14.0,53.0,41.0,61.5,95.5,35.0,29.5
114,80.0,93.0,7.0,17.0,36.0,13.0,51.0,37.0,60.0,97.0,38.0,34.0
115,79.0,91.0,7.0,9.0,25.0,14.0,56.0,39.5,62.0,89.0,34.0,28.0
116,77.5,85.0,8.0,7.0,20.5,10.0,54.5,37.0,59.0,84.0,30.5,27.0
117,71.0,71.5,6.0,6.0,18.0,8.0,49.0,29.0,50.0,79.5,27.0,22.0
118,66.0,61.0,6.5,5.0,16.0,7.0,46.0,25.0,43.0,76.5,26.0,18.0
119,62.0,53.0,5.0,4.0,14.0,6.0,44.0,25.0,46.0,71.0,23.0,15.0
120,57.0,46.0,5.0,5.0,15.0,6.0,43.0,24.0,42.5,63.5,22.5,12.5
121,51.0,36.5,6.0,5.0,13.0,6.0,41.0,22.0,41.0,53.0,22.0,11.0
122,47.5,34.5,5.0,4.0,16.0,6.0,42.0,21.0,37.5,49.5,22.0,11.0
123,41.0,24.5,3.0,4.0,12.0,4.0,39.0,19.0,33.0,42.0,16.0,10.0
124,35.0,20.0,2.0,4.0,11.0,4.0,36.5,16.5,31.0,32.0,12.0,7.0
125,35.0,19.0,2.0,4.0,8.0,4.0,39.0,18.5,33.5,32.0,12.0,6.0
126,32.0,16.5,2.0,4.0,7.0,3.0,35.0,14.0,27.0,28.0,10.0,6.0
