,21,31,51,52,61,71,91,92,111,112,113,121,651,652,661,671,672,681,691,701,711,712
71,18.5,8.0,107.0,108.5,9.5,9.0,30.0,26.0,32.0,38.0,24.0,15.5,127.5,124.0,13.0,4.0,2.0,6.0,5.0,38.0,41.0,22.0
72,23.0,9.0,109.5,119.0,13.0,10.0,31.0,30.0,46.5,48.5,34.0,15.5,133.5,134.5,25.0,5.0,3.0,10.0,7.0,52.5,53.0,34.0
73,25.0,11.0,124.0,141.0,19.0,15.0,38.0,36.0,54.0,61.5,48.5,21.0,154.0,154.0,34.0,8.0,6.0,13.0,8.0,60.0,71.0,49.0
74,30.0,15.5,124.5,145.0,25.0,16.0,36.5,37.0,60.5,69.0,65.0,21.0,153.5,154.0,41.5,11.0,9.0,18.0,12.0,68.0,88.5,66.0
75,33.0,19.0,125.0,141.0,31.0,22.0,36.0,38.0,68.0,69.0,64.0,17.0,149.0,142.0,49.0,11.0,10.0,17.0,11.0,80.0,87.0,64.0
76,38.0,26.0,119.0,143.0,31.0,27.0,41.0,43.0,63.0,65.0,64.0,19.0,146.0,142.0,59.0,15.0,18.0,20.0,13.0,78.0,85.0,82.0
77,32.5,21.0,116.0,137.5,34.0,25.5,43.0,47.0,65.0,63.5,64.0,22.0,147.5,144.0,67.0,11.0,12.0,21.0,12.0,78.0,74.0,74.5
78,33.0,23.0,125.0,145.0,39.0,21.0,38.0,41.0,67.0,55.0,51.0,20.0,147.0,134.0,80.0,9.0,8.0,18.0,9.0,82.0,64.0,58.0
79,33.0,18.0,105.0,124.0,30.0,21.0,34.0,35.0,56.0,51.0,48.0,20.0,130.0,115.0,62.0,9.0,5.0,15.0,9.0,69.0,59.0,52.0
80,30.0,16.0,96.0,105.0,25.0,20.0,32.0,30.0,54.0,52.0,48.0,20.0,119.0,96.0,49.0,9.0,6.0,14.0,8.0,65.0,59.0,51.0
81,30.0,14.0,91.0,97.0,26.0,22.0,32.0,30.0,54.0,50.0,46.0,21.0,113.0,90.0,42.0,10.0,7.0,14.0,7.0,62.0,58.0,49.0
82,31.0,15.0,89.0,90.0,25.5,24.5,30.0,28.5,55.0,56.0,53.5,21.5,110.5,78.0,45.0,10.0,7.0,14.0,7.0,68.0,63.5,57.0
83,27.0,15.0,78.0,75.0,25.0,26.0,30.0,28.0,51.0,53.0,49.0,20.0,102.0,73.0,40.0,10.0,7.0,14.0,7.0,61.0,61.0,53.0
84,27.0,14.0,78.0,73.0,25.0,27.0,30.0,27.0,54.0,54.0,48.0,19.0,99.0,65.0,40.0,9.0,6.0,14.0,7.0,61.0,64.0,50.0
85,26.0,14.0,79.5,72.0,21.5,25.0,28.0,27.0,53.0,55.0,49.0,18.0,99.0,67.5,38.0,10.0,7.0,14.5,8.0,59.0,64.0,53.0
86,27.0,14.5,72.0,70.0,24.0,25.0,27.0,27.0,58.0,59.0,55.0,21.0,93.5,63.0,40.5,11.0,7.0,14.0,6.0,66.0,67.5,60.0
87,27.0,16.0,73.0,66.0,24.0,28.0,29.0,28.0,54.0,51.0,50.0,19.0,93.0,62.0,38.0,11.0,7.0,14.0,7.0,61.0,60.0,56.0
88,28.0,15.0,71.0,68.0,24.0,28.0,31.0,28.0,54.0,56.0,55.0,20.0,96.0,63.0,37.0,11.0,8.0,14.0,6.0,62.0,65.0,60.0
89,30.0,17.0,75.0,66.0,24.0,28.0,29.0,28.0,52.0,59.0,55.0,22.0,96.0,64.0,39.0,12.0,8.0,14.0,7.0,62.0,69.0,59.0
90,28.0,16.0,75.0,70.0,26.0,28.0,29.0,27.0,59.0,63.0,62.0,22.0,98.0,63.0,42.0,12.0,9.0,14.0,7.0,64.0,73.0,69.0
91,28.0,15.0,76.0,67.0,26.0,29.0,31.0,30.0,58.0,61.0,61.0,23.0,99.0,65.0,38.0,13.0,10.0,16.0,7.0,66.0,72.0,69.0
92,28.0,16.0,79.0,69.5,23.0,30.0,30.0,29.5,60.0,64.0,65.0,23.0,100.0,63.0,38.0,13.0,9.0,16.0,7.0,68.0,76.5,71.0
93,28.0,16.0,80.0,70.0,26.0,30.0,30.0,28.0,60.0,66.0,64.0,25.0,101.0,66.0,37.0,12.0,8.0,18.0,7.0,67.0,77.0,72.0
94,29.0,16.0,78.0,74.0,25.0,31.0,29.0,29.0,63.0,68.0,67.0,25.0,102.0,66.0,43.0,14.0,9.0,19.0,8.0,72.0,78.0,74.0
95,28.0,16.0,77.0,70.5,25.0,30.0,31.5,29.0,61.0,66.0,63.0,24.5,99.0,65.5,40.0,13.5,9.0,18.0,7.0,69.0,77.0,73.0
96,28.0,15.0,79.0,71.0,24.0,30.0,30.0,29.0,63.0,66.0,68.0,25.0,101.0,66.0,39.0,11.0,9.0,16.0,7.0,70.0,76.0,72.0
97,27.5,15.5,78.5,76.0,25.0,31.0,33.0,30.5,56.5,65.5,65.0,25.0,102.0,71.5,38.5,12.0,9.0,16.0,7.0,65.0,76.0,71.0
98,29.0,17.0,79.0,76.0,25.0,34.0,31.0,31.0,60.0,72.0,70.0,25.0,103.0,68.0,43.0,13.0,10.0,17.0,7.0,69.0,80.0,78.0
99,28.0,17.0,78.0,72.0,26.0,32.0,33.0,32.0,62.0,71.0,74.0,26.0,104.0,70.0,38.0,12.0,9.0,17.0,8.0,72.0,83.0,82.0
100,29.0,16.5,81.5,74.0,26.0,34.0,32.0,32.0,63.5,74.0,81.0,26.0,105.0,71.0,41.5,14.5,11.5,17.0,7.0,71.0,89.0,89.0
101,29.0,20.0,81.0,78.0,25.0,33.0,33.0,34.0,70.0,85.0,90.0,27.0,107.0,75.0,42.0,16.0,14.0,18.0,7.0,79.0,101.0,97.0
102,33.0,21.0,82.0,81.0,26.0,37.0,35.0,37.0,84.0,86.0,103.0,30.0,107.0,77.0,47.0,16.0,16.0,18.0,7.0,97.0,100.0,112.0
103,31.0,20.0,88.0,85.0,29.0,33.5,39.0,42.5,69.0,81.0,88.5,29.0,118.0,89.5,49.0,16.0,13.0,20.0,8.0,81.0,95.5,101.0
104,31.5,18.0,88.0,89.0,31.0,34.0,39.5,44.0,68.0,81.0,88.0,31.0,117.5,95.5,54.0,14.0,11.0,19.0,7.0,75.5,94.5,98.5
105,31.0,17.0,86.0,84.0,27.0,33.0,36.0,39.0,69.0,86.0,93.0,38.0,112.0,86.0,45.0,14.0,12.0,21.0,8.0,77.0,99.0,103.0
106,33.0,18.0,84.0,80.0,28.0,36.0,33.0,36.0,72.0,94.0,107.0,38.0,105.0,78.0,44.0,14.0,13.0,20.0,7.0,81.0,108.0,115.0
107,32.0,19.0,88.0,84.5,27.0,34.0,35.5,36.0,71.0,105.0,115.0,39.0,113.0,84.0,41.0,14.0,12.0,23.5,7.0,77.0,120.5,128.5
108,30.0,20.0,88.0,82.5,25.0,32.5,35.0,35.0,72.0,106.5,116.5,40.5,115.5,82.0,39.5,13.0,11.5,22.0,6.0,81.0,123.5,125.0
109,29.0,17.0,88.0,87.5,27.0,30.5,33.0,34.5,78.5,112.5,124.0,39.0,114.0,86.0,41.0,15.0,12.0,20.0,7.0,87.0,128.5,135.0
110,31.0,18.0,88.0,82.5,28.0,30.0,32.0,31.5,82.5,120.0,132.5,40.5,113.0,82.5,41.0,14.0,12.0,20.0,7.0,91.0,135.0,144.5
111,29.0,19.5,92.5,92.0,27.0,33.0,34.0,35.0,84.0,127.0,138.0,44.0,117.0,88.5,44.0,16.5,15.0,21.0,6.0,93.5,143.5,155.0
112,31.0,22.0,87.0,87.0,27.5,33.0,33.0,34.0,89.0,138.5,156.0,43.0,112.5,85.0,40.0,15.0,13.0,19.0,7.0,95.0,157.5,169.0
113,31.0,21.5,84.0,85.0,29.0,33.0,32.0,32.0,91.5,130.5,148.0,43.0,108.0,80.5,41.0,15.0,15.0,19.0,7.0,99.0,148.0,161.0
114,29.0,21.0,82.0,73.0,32.0,32.0,30.0,31.0,95.0,130.0,155.0,40.0,102.0,70.0,42.0,14.0,13.0,18.0,6.0,106.0,149.0,165.0
115,31.5,20.0,79.0,75.0,28.0,30.0,28.0,27.0,96.0,118.5,137.5,43.0,100.0,68.5,36.0,14.0,13.0,19.0,6.0,105.0,133.5,145.5
116,30.0,17.5,76.0,67.0,26.0,30.5,25.0,24.0,93.5,107.0,121.5,41.0,92.5,60.0,35.0,11.0,10.0,18.0,5.5,102.0,117.0,129.5
117,25.0,16.0,62.5,53.0,24.0,25.0,24.0,23.0,83.0,88.0,93.5,37.0,82.0,52.0,30.0,9.0,8.5,16.0,5.0,88.0,96.0,100.5
118,26.0,17.0,55.0,48.0,24.0,26.0,22.0,20.0,83.0,81.0,89.0,34.0,75.0,46.0,28.0,8.0,8.0,14.0,5.0,91.0,88.0,95.0
119,24.0,16.0,59.0,46.0,23.0,24.0,25.0,23.0,76.0,72.0,77.0,29.0,78.0,47.0,26.0,8.0,7.0,16.0,5.0,82.0,80.0,80.0
120,23.0,14.5,59.0,46.0,24.0,24.0,23.0,20.0,71.0,65.0,68.5,25.0,78.5,46.0,25.5,9.0,6.0,14.0,6.0,77.5,72.0,74.0
121,21.0,13.0,57.0,44.0,20.0,24.0,24.0,20.0,65.0,59.0,57.0,20.0,81.0,49.0,22.0,8.0,6.0,13.0,5.0,70.0,65.0,61.0
122,21.0,12.0,53.0,40.5,19.5,23.5,22.0,17.5,53.0,52.5,48.0,18.0,71.0,42.0,22.0,7.0,4.0,12.0,5.0,59.5,58.5,51.0
123,19.0,10.0,42.0,28.0,16.0,21.0,19.0,15.0,43.0,46.0,39.5,16.5,60.0,31.0,18.5,6.0,3.0,12.0,4.0,47.0,51.5,41.0
124,17.0,9.0,38.5,27.0,14.0,22.0,18.5,13.0,43.0,46.0,38.0,15.0,54.0,26.5,16.0,5.0,3.0,10.0,3.0,47.0,49.5,40.5
125,15.0,9.0,36.5,24.0,11.0,18.0,18.0,14.0,36.0,42.0,33.5,14.0,55.0,26.0,14.0,5.0,3.0,10.0,3.0,39.0,47.0,36.0
126,14.0,9.0,40.0,23.0,11.0,18.0,17.0,12.0,34.0,41.0,32.0,13.0,55.0,26.0,12.0,5.0,3.0,9.0,3.0,38.0,46.0,32.0
127,14.0,7.0,35.5,17.5,10.0,20.0,21.0,15.5,31.0,37.5,26.5,11.0,55.0,26.0,12.0,4.0,3.0,9.0,3.0,34.0,42.0,28.0
128,13.0,6.0,36.0,19.0,9.0,17.0,20.0,15.0,30.0,38.0,27.0,11.0,55.0,26.0,11.0,4.0,2.0,10.0,2.0,33.0,42.0,28.0
129,13.0,6.0,33.5,17.5,8.0,18.0,18.0,14.0,29.5,39.0,30.0,12.0,51.0,23.0,11.0,4.0,2.0,9.0,2.0,31.5,42.5,30.0
130,13.0,6.0,33.0,16.0,8.0,19.0,18.0,12.0,31.0,38.0,28.0,11.0,51.0,23.0,9.0,4.0,2.0,10.0,2.0,33.0,42.0,29.0
131,13.0,6.0,34.0,18.0,7.0,18.0,19.0,14.0,28.0,37.0,27.0,12.0,55.0,25.0,10.0,4.0,2.0,9.0,3.0,30.0,41.0,28.0
132,12.0,6.0,33.0,16.0,6.0,15.0,17.0,12.0,29.0,38.0,26.5,11.0,49.0,23.0,8.0,3.0,2.0,7.0,2.0,30.0,43.0,27.0
133,10.0,5.0,27.0,15.0,6.0,14.0,15.0,11.0,28.5,34.5,23.0,10.5,41.0,18.0,10.5,3.0,1.0,7.0,2.0,29.0,38.0,24.0
134,9.0,4.0,24.0,11.0,4.0,13.0,13.0,9.0,23.0,31.0,21.0,10.0,36.0,14.0,7.0,3.0,1.0,7.0,2.0,25.0,35.0,22.0
135,9.0,4.0,21.0,8.0,4.0,13.0,14.0,10.0,20.0,32.0,17.0,10.0,35.0,14.0,6.0,2.0,1.0,7.0,1.0,21.0,33.0,16.5
136,7.0,3.0,18.0,7.0,3.0,10.0,12.0,8.0,16.0,28.0,14.0,7.0,30.0,11.0,5.0,2.0,1.0,5.0,1.0,16.0,29.0,14.0
137,6.0,3.0,13.0,6.0,3.0,9.0,10.0,7.0,14.0,22.0,10.0,7.0,23.0,9.0,5.0,1.0,0.0,4.0,1.0,15.0,22.0,10.0
138,5.0,2.0,10.0,4.0,2.0,6.0,7.0,3.0,10.0,17.0,6.0,5.0,19.0,5.0,3.0,1.0,0.0,4.0,1.0,10.0,18.0,6.0
139,4.0,2.0,7.0,2.0,2.0,6.0,5.0,3.0,8.0,14.0,5.0,4.0,12.5,4.0,2.0,1.0,0.0,4.0,0.0,9.0,15.0,4.0
140,4.0,2.0,6.0,2.0,1.0,4.5,3.0,1.0,5.5,10.0,3.0,3.0,9.0,3.0,1.0,1.0,0.0,3.0,0.0,7.0,11.0,3.0
141,3.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,5.0,8.0,2.0,2.0,7.0,2.0,1.0,1.0,0.0,3.0,0.0,5.0,9.0,2.0
142,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,7.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,7.0,1.0
143,3.0,1.0,2.0,0.0,0.5,2.0,2.0,1.0,3.0,6.0,1.0,1.0,5.0,1.5,0.0,0.0,0.0,2.0,0.0,3.0,6.0,1.0
144,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0
145,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0
146,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0
147,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,2.5,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0
148,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
149,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
150,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,1.5,2.0,0.0
151,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
152,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
153,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
