,11,21,22,41,51,52,81,82,101,111,112
0,42.0,87.0,65.0,23.0,79.5,48.0,96.0,66.0,10.0,75.5,58.0
1,43.0,87.5,66.0,24.0,81.0,48.0,94.0,68.5,9.0,77.5,58.5
2,43.0,89.0,70.0,23.0,82.0,48.0,94.0,64.0,8.0,81.0,66.0
3,43.0,88.0,67.0,24.0,80.0,46.0,97.0,70.0,9.0,85.0,67.0
4,45.0,90.0,69.5,25.0,82.0,51.0,99.5,79.0,9.0,86.0,70.0
5,50.0,95.0,81.0,24.0,83.0,51.0,99.0,75.0,11.0,90.0,78.0
6,50.0,99.0,87.0,26.0,85.0,56.0,97.0,75.0,12.0,92.0,85.0
7,51.5,99.0,90.0,25.0,87.0,57.0,97.0,77.0,12.0,94.0,83.5
8,58.0,105.5,95.0,29.0,99.0,70.0,103.5,86.5,11.0,95.0,86.0
9,57.0,108.0,102.0,32.0,93.0,64.0,110.0,95.0,10.0,98.0,93.0
10,60.0,120.0,118.0,31.0,95.0,65.0,108.0,93.0,12.0,105.0,103.0
11,60.0,119.0,119.0,29.0,91.0,61.0,110.0,100.0,12.0,110.0,108.0
12,65.0,124.0,122.0,27.0,98.0,67.0,107.0,96.0,13.0,116.0,115.0
13,64.0,122.0,124.0,28.0,96.5,71.0,104.0,92.0,13.0,121.5,120.0
14,63.0,123.0,121.0,27.0,100.5,70.0,105.5,88.5,13.0,124.0,126.0
15,64.0,120.0,117.5,27.0,98.0,68.5,103.0,90.0,13.0,123.0,129.0
16,67.0,122.0,122.0,25.0,109.0,79.0,108.0,99.0,14.0,129.0,135.0
17,70.0,124.0,122.0,24.0,103.0,77.0,101.0,89.0,14.0,129.0,134.0
18,62.0,118.0,118.5,23.0,92.0,66.0,99.0,81.0,15.0,123.0,126.0
19,60.0,116.0,112.0,22.0,86.0,56.0,96.5,77.0,17.0,117.0,117.0
20,53.0,111.0,105.0,21.0,84.0,55.0,100.0,81.5,14.0,109.0,105.0
21,49.5,107.0,95.0,23.0,80.0,51.0,97.0,72.0,12.0,90.0,82.5
22,43.0,98.0,85.5,22.0,76.0,46.0,91.0,62.0,12.0,82.0,71.0
23,41.0,88.0,69.0,20.0,72.0,44.0,89.0,56.0,10.0,76.0,63.0
