,11,12,21,22,81,82,91,92,93,101,102,121,122,601
0,37.0,37.0,58.0,43.0,47.0,49.0,112.0,143.0,106.0,123.0,94.0,50.0,35.0,95.0
1,40.0,38.0,57.0,45.0,48.0,49.0,109.0,141.0,105.0,129.0,98.0,51.0,34.0,98.0
2,42.0,40.0,63.0,47.0,48.0,48.0,109.0,141.0,103.0,128.0,101.0,52.0,34.0,101.0
3,46.0,45.0,60.0,45.0,50.0,49.0,117.0,149.0,112.0,116.0,92.0,48.0,34.0,97.0
4,49.0,48.0,65.0,47.0,48.0,47.0,122.0,155.0,122.0,119.0,99.0,50.0,33.0,96.0
5,48.0,48.0,68.0,49.0,46.0,46.0,126.0,162.0,128.0,124.5,104.0,50.0,34.5,101.5
6,52.0,52.0,66.0,49.0,48.0,47.0,128.0,165.0,132.0,124.0,102.0,47.0,34.0,99.0
7,55.0,53.0,62.0,46.0,47.0,47.5,139.0,174.5,142.0,110.5,91.0,49.0,38.0,97.5
8,57.0,53.0,61.0,44.0,50.0,49.0,142.0,180.0,144.0,113.0,93.0,50.0,41.0,99.0
9,62.0,55.5,60.5,44.0,49.0,50.0,148.0,183.0,150.0,118.0,102.0,55.0,45.0,102.0
10,62.0,58.5,64.0,43.0,49.0,50.0,144.5,179.5,148.0,117.0,107.5,54.0,47.0,102.0
11,62.0,61.0,60.0,45.0,48.0,47.0,153.0,181.0,149.0,116.0,104.0,54.0,48.0,101.0
12,61.0,60.5,61.5,44.0,46.0,44.0,147.0,174.5,145.0,120.5,112.0,55.5,49.0,103.5
13,64.0,64.0,61.5,45.0,46.0,43.5,144.0,173.0,135.0,122.0,118.0,56.0,47.0,106.0
14,63.0,63.0,65.0,46.0,44.0,42.0,145.0,172.0,133.0,129.0,125.0,54.0,46.0,104.0
15,66.0,68.0,63.0,46.0,44.0,44.0,147.0,172.0,133.0,126.0,124.0,53.0,44.0,104.0
16,72.0,77.0,65.0,47.0,41.0,41.0,156.0,182.0,148.0,124.0,124.0,51.0,45.0,100.0
17,67.0,69.5,66.0,48.0,42.0,43.0,147.0,172.5,143.0,128.0,126.0,49.0,41.0,102.5
18,61.0,63.0,66.0,50.0,37.0,38.0,137.0,161.0,122.0,130.0,132.0,49.0,39.0,103.0
19,52.0,51.0,61.0,45.0,36.0,38.0,125.0,150.0,115.0,134.0,134.0,49.0,37.0,109.0
20,45.0,45.0,59.0,44.0,35.0,37.0,123.0,145.0,112.0,129.0,124.0,47.0,36.0,110.0
21,35.0,34.0,54.0,41.0,31.0,34.0,102.0,124.0,91.0,132.0,122.0,43.0,29.0,114.0
22,31.0,29.0,51.0,38.0,30.0,33.0,90.0,113.0,79.0,125.0,110.0,38.0,25.0,119.0
23,25.0,25.0,47.0,34.0,28.0,28.0,85.0,107.0,73.0,117.0,97.0,32.0,19.0,114.0
24,22.0,21.0,46.0,33.0,27.0,29.0,81.0,101.0,68.0,111.0,89.0,31.0,16.0,105.0
25,19.0,19.0,45.0,32.0,28.0,27.0,75.0,95.0,64.0,100.0,77.0,30.0,16.0,97.0
26,18.0,17.0,39.0,30.0,26.0,27.0,74.0,91.0,61.0,94.0,67.0,26.0,13.0,91.0
27,19.0,16.0,37.0,27.0,27.0,25.0,74.0,88.0,57.0,77.0,52.0,25.0,12.0,81.0
28,18.0,14.0,36.0,25.0,24.0,21.0,70.0,83.0,53.0,75.0,47.0,22.0,9.0,76.0
29,17.0,15.0,33.0,24.0,22.0,20.0,67.0,76.0,49.0,68.0,42.0,21.0,9.0,70.0
